SYMBOL,FS1.A.A431,FS1.B.A431,FS2.A.A431,FS2.B.A431,FP1.A.A431,FP1.B.A431,FP2.A.A431,FP2.B.A431,FP3.A.A431,FP3.B.A431,markers
ITGB3BP,0.046447436,0.046191856,0.043073777,0.051150111,0.215522235,0.202998807,0.095740331,0.113724655,0.091591413,0.09355938,unknown
ITGB4,0.049320989,0.047800885,0.042755236,0.044962135,0.109401756,0.109108724,0.174528172,0.169903757,0.124914151,0.127304195,Plasma Membrane
ITGB5,0.034984402,0.035304351,0.034804431,0.037733963,0.1424972,0.137567989,0.169952808,0.160544313,0.119870821,0.126739722,unknown
ITGB6,0.03688453,0.034467229,0.022831092,0.023823748,0.128604123,0.114348477,0.205672846,0.197777553,0.110488148,0.125102253,unknown
ITGB8,0.046975614,0.043477028,0.034238868,0.037066104,0.120133892,0.119935323,0.180205566,0.168480573,0.120512117,0.128974914,unknown
ITIH1,0.067852518,0.213388065,0.104038899,0.050178774,0.180988915,0.118723581,0.038360984,0.059455453,0.048281086,0.118731726,unknown
ITIH2,0.136769911,0.095805994,0.086205872,0.035879502,0.153746255,0.132033511,0.067141438,0.063618847,0.104014056,0.124784613,unknown
ITIH3,0.138435319,0.104116994,0.062146552,0.067982475,0.060476686,0.053943552,0.164042797,0.155529924,0.103574718,0.089750983,unknown
ITM2B,0.03816416,0.029748243,0.027407987,0.030495324,0.085329301,0.086157391,0.203962232,0.169164439,0.162026661,0.167544262,"Golgi, Endo/Lyosome"
ITM2C,0.07436133,0.075280025,0.063434154,0.055510406,0.080518356,0.079935338,0.150003533,0.151204904,0.136920957,0.132830995,"Golgi, Endo/Lyosome"
ITPA,0.293935899,0.266414662,0.079894933,0.080416902,0.048820939,0.048829358,0.050252145,0.051809633,0.03962755,0.039997979,Cytosol_3
ITPK1,0.180449835,0.18307715,0.09247164,0.074325983,0.085252664,0.088010935,0.059413315,0.061795086,0.07945784,0.095745552,unknown
ITPKA,0.124076902,0.113611401,0.102520828,0.130140106,0.083777581,0.078937734,0.096511202,0.099449043,0.073669265,0.097305937,unknown
ITPKB,0.18453249,0.174350062,0.111648663,0.109177284,0.066107186,0.066168316,0.08916174,0.080271764,0.058544594,0.0600379,unknown
ITPKC,0.277610406,0.279065354,0.086640572,0.091392875,0.049491954,0.046028545,0.053216305,0.046993239,0.037188155,0.032372593,Cytosol_4
ITPR1,0.057060995,0.064047606,0.059981266,0.041335611,0.111862913,0.104997521,0.107807593,0.084765001,0.194754532,0.173386963,unknown
ITPR2,0.048508557,0.039695482,0.034574371,0.034959141,0.101790099,0.102953571,0.15269889,0.153349335,0.161951702,0.169518854,"ER, peroxisome"
ITPR3,0.04145689,0.041800583,0.036310773,0.037490479,0.105857655,0.103024504,0.157532465,0.157160904,0.152144834,0.167220911,"ER, peroxisome"
ITPRIP,0.062144758,0.052525235,0.040375645,0.039163321,0.157637199,0.146849277,0.134488848,0.135349773,0.108898279,0.122567666,unknown
ITPRIPL2,0.062614531,0.062667646,0.071033365,0.070395977,0.113472791,0.106461522,0.117969919,0.107036942,0.13802994,0.150317366,unknown
ITSN1,0.092544549,0.111198887,0.123461556,0.121603304,0.11134252,0.112877598,0.098864401,0.100552089,0.064428385,0.063126711,unknown
ITSN2,0.077417395,0.083226691,0.127160073,0.128771209,0.112871597,0.11693166,0.114445907,0.115108775,0.062346367,0.061720325,unknown
IVD,0.035294574,0.037681835,0.104350442,0.104418372,0.145389968,0.137277165,0.165545819,0.150921424,0.058458762,0.06066164,unknown
IVL,0.402069228,0.322242334,0.065316976,0.06189061,0.022062822,0.025571123,0.028260076,0.028230282,0.023120526,0.021236025,unknown
IVNS1ABP,0.193844224,0.207169545,0.116914448,0.117585069,0.069822939,0.068011392,0.05552217,0.05470349,0.057481776,0.058944948,unknown
IWS1,0.069913978,0.085567835,0.202680414,0.186374725,0.113695397,0.112648514,0.06772145,0.066990608,0.046378873,0.048028207,Nucleosol
IZUMO1,0.147042803,0.140685338,0.062265762,0.072972643,0.075988781,0.065850982,0.055485549,0.052892159,0.146595667,0.180220316,unknown
JADE1,0.117861604,0.092455658,0.071887751,0.082071779,0.155908069,0.15481722,0.099217254,0.106445166,0.059721875,0.059613623,unknown
JADE2,0.079706902,0.080575666,0.090614716,0.090202273,0.167399412,0.16445088,0.094449563,0.101987627,0.065833004,0.064779957,unknown
JAG1,0.058498441,0.060889972,0.057557952,0.058498441,0.090699008,0.089400236,0.199697252,0.164128838,0.105406471,0.115223389,unknown
JAG2,0.034361327,0.043939887,0.038728023,0.034246877,0.118578711,0.113868665,0.204187099,0.179237061,0.107477088,0.125375263,unknown
JAGN1,0.033711295,0.03556968,0.033585607,0.036916337,0.095720326,0.099042079,0.207223464,0.19779687,0.138965948,0.121468394,"ER, peroxisome"
JAK1,0.055580955,0.051394454,0.050085613,0.047996844,0.13346601,0.132865378,0.157383751,0.159194614,0.101515926,0.110516455,Plasma Membrane
JAK2,0.071975343,0.076235164,0.059251081,0.049710185,0.124951697,0.115429202,0.123507222,0.133572546,0.113211887,0.132155672,"ER, Mitochondrion"
JAK3,0.065971965,0.066926871,0.189850182,0.256118816,0.082038493,0.098160647,0.062105985,0.069967737,0.052983386,0.055875918,unknown
JARID2,0.036024144,0.040230147,0.059138953,0.062762306,0.111641161,0.108527626,0.07060987,0.076591135,0.207732855,0.226741804,"Nucleosol, Ribosome"
JDP2,0.048899261,0.037138447,0.0671469,0.072163622,0.167499724,0.16357639,0.113510236,0.107776839,0.104487486,0.117801095,unknown
JKAMP,0.078389462,0.064235568,0.064974108,0.074314461,0.105350502,0.098312654,0.164842039,0.144475724,0.111953915,0.093151566,unknown
JMJD1C,0.052777199,0.054406943,0.216803426,0.227283064,0.076825409,0.081932574,0.068837765,0.069548409,0.075716803,0.075868408,Nucleosol
JMJD4,0.133481045,0.1377292,0.094514908,0.105000087,0.08226766,0.072890316,0.090938432,0.080889408,0.10265357,0.099635374,unknown
JMJD6,0.064537058,0.060052668,0.246460194,0.244647355,0.077150599,0.077808946,0.055463323,0.056264789,0.05961377,0.058001298,unknown
JMJD7,0.206492268,0.218141868,0.146569379,0.178533228,0.040114423,0.053986153,0.034857593,0.038381493,0.04362174,0.039301853,unknown
JMY,0.182696756,0.188197193,0.109434706,0.113864185,0.068498432,0.069038195,0.08094724,0.072628044,0.057720317,0.056974931,unknown
JOSD1,0.087213132,0.081373404,0.089554365,0.100494953,0.104251607,0.104171489,0.1200527,0.110963733,0.102230847,0.09969377,unknown
JOSD2,0.238291129,0.251231648,0.084704569,0.080221368,0.065113147,0.060367195,0.075746379,0.069341807,0.038879036,0.036103721,unknown
JPH1,0.05317237,0.05569729,0.052655112,0.055583318,0.090081797,0.088082902,0.198293925,0.184740012,0.112017043,0.109676232,"ER, Mitochondrion"
JPH2,0.050398607,0.047585449,0.039778246,0.048904976,0.102180885,0.096453771,0.167717401,0.156373133,0.143910932,0.1466966,unknown
JRKL,0.055921234,0.051236684,0.05845144,0.069764031,0.182422398,0.184301718,0.112071653,0.124218478,0.079600667,0.082011698,unknown
JTB,0.035727119,0.026150778,0.035772036,0.041521434,0.044459018,0.044692587,0.208083294,0.182875777,0.19175141,0.188966546,"Golgi, Endo/Lyosome"
JUN,0.048344463,0.049292223,0.065778033,0.078029354,0.158728088,0.155850028,0.129643155,0.144155189,0.082733375,0.087446091,unknown
JUNB,0.046870957,0.040466861,0.08743023,0.096070676,0.136324992,0.14498392,0.139134292,0.146018926,0.079168669,0.083530477,unknown
JUND,0.052934262,0.049832715,0.095641559,0.098526087,0.156876752,0.147906682,0.120960304,0.123682069,0.073659463,0.079980107,unknown
JUP,0.051966396,0.052806499,0.043343796,0.044996307,0.144211595,0.147895126,0.17480613,0.164429468,0.087103028,0.088441654,Mitochondria matrix
KALRN,0.04841868,0.04814158,0.039994827,0.042784305,0.095581172,0.086917165,0.181750166,0.161383285,0.145135964,0.149892855,unknown
KANK1,0.068402431,0.065717137,0.051592126,0.052744262,0.12140978,0.115703529,0.186237866,0.17340107,0.082200853,0.082590946,unknown
KANK2,0.0844198,0.076855108,0.085510775,0.090334505,0.095924624,0.096979533,0.136164458,0.124434226,0.104634388,0.104742584,unknown
KANSL1,0.05568213,0.062029592,0.081293606,0.095504472,0.059175007,0.060238828,0.156558896,0.141824984,0.14423631,0.143456175,unknown
KANSL1L,0.13971196,0.152611146,0.088758088,0.088098518,0.079198497,0.069897725,0.089693175,0.09269881,0.101072845,0.098259236,unknown
KANSL2,0.042258723,0.044077593,0.125862117,0.130607798,0.09836671,0.089687838,0.080141078,0.081516771,0.148907293,0.15857408,unknown
KANSL3,0.057546875,0.059727308,0.117513386,0.112168105,0.087070123,0.08287486,0.0855429,0.083022062,0.149861078,0.164673303,unknown
KARS,0.133343354,0.147755506,0.094395176,0.09534125,0.059823694,0.060000531,0.078373814,0.072016552,0.132556433,0.12639369,unknown
KAT2A,0.056580454,0.059015976,0.098311492,0.105990658,0.095566986,0.094040241,0.102564569,0.104536615,0.135553173,0.147839837,unknown
KAT2B,0.038342266,0.034318031,0.09708355,0.114811694,0.08462545,0.083926363,0.111719576,0.100650689,0.185303028,0.149219352,unknown
KAT5,0.052631579,0.052444311,0.102912949,0.104897986,0.097454096,0.090057023,0.063830186,0.061798331,0.180310677,0.193662862,unknown
KAT6A,0.056092482,0.043179553,0.055104656,0.054223622,0.167868076,0.154581375,0.083947387,0.088646234,0.149295173,0.147061441,Nucleus (Nucleolus)
KAT6B,0.055867347,0.05913969,0.05583216,0.061910626,0.17700563,0.165042224,0.09151126,0.104714989,0.112825475,0.116150598,unknown
KAT7,0.04358664,0.047917507,0.074960771,0.083604573,0.195444967,0.205173728,0.09555705,0.105034746,0.07338265,0.075337368,Nucleus (speckles)
KAT8,0.062902156,0.066074597,0.125463768,0.137463481,0.085136128,0.088837309,0.08034162,0.083711218,0.136818239,0.133251483,unknown
KATNA1,0.246680831,0.22660708,0.092016899,0.095020635,0.055646455,0.059879362,0.062695874,0.060856187,0.051185621,0.049411056,unknown
KATNAL1,0.310178051,0.309229711,0.075772304,0.073614832,0.038194362,0.04062053,0.0410947,0.04201933,0.035523207,0.033752973,unknown
KATNAL2,0.054768348,0.064001591,0.106216877,0.074963906,0.133778281,0.156662546,0.056886461,0.069327132,0.116539436,0.166855424,unknown
KATNB1,0.179952006,0.192868269,0.097444533,0.098614912,0.066374774,0.068513451,0.071544647,0.070054309,0.074466383,0.080166716,unknown
KATNBL1,0.225047363,0.206109973,0.07732192,0.080443637,0.065072827,0.076577924,0.053122867,0.058085398,0.070081379,0.088136711,unknown
KAZN,0.134429307,0.150474152,0.110541875,0.109261095,0.094163677,0.093461879,0.093646101,0.094909337,0.060065092,0.059047485,unknown
KBTBD11,0.17835004,0.219475402,0.126508507,0.144965049,0.049887892,0.051668425,0.060249604,0.061799327,0.055773543,0.05132221,unknown
KBTBD2,0.181267673,0.204547476,0.116701346,0.127123015,0.070115065,0.067811983,0.052437354,0.052846396,0.058777499,0.068372192,unknown
KBTBD4,0.101435854,0.105800264,0.215524829,0.162656789,0.097649087,0.087196508,0.05886452,0.054032495,0.056168855,0.060670799,unknown
KBTBD6,0.061975362,0.074412224,0.178304081,0.175206221,0.089320106,0.087648534,0.094216723,0.085931538,0.077382899,0.075602311,unknown
KBTBD7,0.082639426,0.100507167,0.191149758,0.10838444,0.100174451,0.092000432,0.075535493,0.056588673,0.091577793,0.101442368,unknown
KBTBD8,0.237227501,0.223085523,0.112752535,0.097364849,0.074942107,0.053789028,0.056296415,0.061566717,0.038345444,0.044629881,unknown
KCMF1,0.174451727,0.179343544,0.090996459,0.095905592,0.057584914,0.056892267,0.057489675,0.065550351,0.126191569,0.095593901,Cytosol_1
KCNK1,0.05037983,0.039258193,0.033292041,0.037755269,0.08102126,0.086358916,0.182181699,0.151440074,0.169402292,0.168910426,unknown
KCNK5,0.040621287,0.046806206,0.050457754,0.057498777,0.085872528,0.08584632,0.128476833,0.141309665,0.168940876,0.194169753,unknown
KCNK6,0.034083377,0.040923846,0.040048606,0.04919189,0.118386839,0.116041536,0.095732567,0.09464489,0.179874577,0.231071872,unknown
KCNN4,0.062647275,0.046051178,0.029050074,0.033928571,0.149779087,0.138484904,0.12900405,0.131765464,0.129878498,0.149410898,unknown
KCNQ5,0.060483288,0.041347128,0.068550137,0.072140428,0.103639126,0.102318767,0.188820359,0.168436189,0.091502677,0.102761901,unknown
KCTD1,0.057313935,0.065377294,0.154829885,0.153356863,0.111614872,0.117497394,0.110534018,0.111920954,0.057734799,0.059819985,unknown
KCTD10,0.088826476,0.089337125,0.103696921,0.096671098,0.116366294,0.119932031,0.108380803,0.103485618,0.081184353,0.092119281,unknown
KCTD13,0.092026115,0.091067777,0.135921416,0.065791613,0.169334896,0.141859689,0.066903969,0.069291258,0.078001865,0.089801402,unknown
KCTD15,0.040604697,0.048104173,0.17511231,0.172815994,0.151948679,0.152422522,0.068780128,0.065645474,0.064952935,0.059613089,unknown
KCTD17,0.206515392,0.198089337,0.102888701,0.106773283,0.061423428,0.061593733,0.067976125,0.072420281,0.06242093,0.05989879,unknown
KCTD18,0.039937331,0.035023964,0.119274305,0.136498901,0.161065737,0.149764993,0.077788799,0.083147151,0.092918262,0.104580556,unknown
KCTD2,0.13010473,0.152640348,0.085968581,0.085892074,0.067028801,0.065770682,0.128965623,0.109813322,0.090099969,0.083715869,unknown
KCTD20,0.100416251,0.102700553,0.079992893,0.098005042,0.093631026,0.097911978,0.103453527,0.090729116,0.12889389,0.104265724,unknown
KCTD3,0.190275806,0.191695396,0.09409011,0.100461367,0.067117894,0.06612925,0.07640438,0.077156425,0.069661326,0.067008044,unknown
KCTD5,0.164128851,0.149840025,0.083605541,0.083974069,0.094619495,0.092927618,0.084267216,0.096705027,0.071812654,0.078119503,unknown
KCTD9,0.190736896,0.19052562,0.106391578,0.098004813,0.070676636,0.067755507,0.074001947,0.066056108,0.063419742,0.072431151,Cytosol_1
KDELC1,0.036354092,0.034884276,0.113719876,0.120505846,0.080505846,0.078215223,0.189119542,0.158177046,0.093724648,0.094793605,unknown
KDELC2,0.044209152,0.050618033,0.113913895,0.136498904,0.086440599,0.087102943,0.150548067,0.139381501,0.09717804,0.094108867,unknown
KDELR1,0.092413872,0.260664551,0.058762104,0.072222811,0.090178579,0.08534904,0.057522088,0.108264874,0.079263169,0.095358911,unknown
KDELR3,0.065808229,0.058728989,0.06904172,0.067750237,0.073911089,0.065100305,0.123542298,0.127952473,0.168581569,0.17958309,unknown
KDM1A,0.050561157,0.051616892,0.171457105,0.185628686,0.113420202,0.116520829,0.075917824,0.076859426,0.076079513,0.081938368,Nucleosol
KDM1B,0.071623503,0.06258471,0.092988754,0.086505,0.137880508,0.140472178,0.085113008,0.088721199,0.118410931,0.115700209,unknown
KDM2A,0.054078859,0.054417465,0.101109378,0.118039652,0.191187347,0.190269548,0.085471152,0.099113388,0.053063043,0.053250167,Nucleus (speckles)
KDM2B,0.055098267,0.051798535,0.057536805,0.053593444,0.149376314,0.147998405,0.110042425,0.109761404,0.124827761,0.13996664,unknown
KDM3A,0.081051173,0.087486168,0.18671713,0.1902229,0.083747919,0.090843152,0.079554014,0.075536792,0.060276928,0.064563825,unknown
KDM3B,0.060823305,0.059325007,0.193934739,0.185997553,0.098821276,0.0971997,0.086161608,0.084056404,0.066807014,0.066873394,Nucleosol
KDM4A,0.080121886,0.081235083,0.192856671,0.20308299,0.082235073,0.083272799,0.077706814,0.072716295,0.063027707,0.063744682,Nucleosol
KDM4B,0.081557904,0.074605305,0.175967865,0.212986263,0.076851386,0.082294171,0.079871013,0.076105799,0.072741337,0.067018957,unknown
KDM4C,0.080881697,0.082220305,0.202675234,0.211143172,0.076191609,0.080742878,0.079017561,0.078700261,0.054972187,0.053455097,unknown
KDM5A,0.043413696,0.041454578,0.067987655,0.076987073,0.132987431,0.130938856,0.083141745,0.086156461,0.166560809,0.170371696,unknown
KDM5B,0.075976891,0.06912136,0.10715473,0.122123687,0.153292542,0.150084908,0.096022355,0.102797021,0.060172332,0.063254176,Nucleus (speckles)
KDM5C,0.093863083,0.091317989,0.171178425,0.167448705,0.080101063,0.079379182,0.080600827,0.079490241,0.079295888,0.077324597,unknown
KDM6A,0.078863928,0.075244092,0.116014407,0.114864683,0.094142692,0.091888153,0.082016689,0.085447899,0.12587689,0.135640567,unknown
KDM6B,0.063222272,0.051395829,0.070804314,0.067370208,0.154640866,0.157351494,0.111087531,0.120261224,0.088862308,0.115003955,Nucleus (speckles)
KDM7A,0.03335634,0.037060658,0.068879356,0.059994234,0.169787089,0.147875696,0.098976944,0.112667197,0.12895222,0.142450267,unknown
KDM8,0.051972013,0.063778181,0.166157036,0.160932884,0.088903861,0.099569837,0.082477326,0.087235035,0.100295413,0.098678414,unknown
KDSR,0.034905907,0.04034008,0.033203636,0.032764039,0.113032661,0.104511953,0.172060309,0.164764862,0.155383666,0.149032886,"ER, peroxisome"
KEAP1,0.110440366,0.109125707,0.106880947,0.100987336,0.089951349,0.087429348,0.092589612,0.088654575,0.103562996,0.110377763,unknown
KHDC1,0.093199623,0.08844031,0.060705,0.075967626,0.088042981,0.077574219,0.15309269,0.149620378,0.113031536,0.100325637,unknown
KHDRBS1,0.048601446,0.049165416,0.109673898,0.106035385,0.159439669,0.18399054,0.10075954,0.108318552,0.06991404,0.064101515,unknown
KHDRBS3,0.053389869,0.075619108,0.078415806,0.088583157,0.126690424,0.136695385,0.102846317,0.10561595,0.122865262,0.109278723,unknown
KHK,0.219609413,0.23757055,0.128014964,0.133030033,0.055304621,0.052739911,0.042840457,0.042154356,0.044906927,0.043828769,Cytosol_5
KHNYN,0.179606531,0.170189979,0.08147007,0.080745086,0.083340199,0.082755268,0.079344549,0.072860885,0.08562225,0.084065183,unknown
KHSRP,0.050212733,0.050425951,0.207925878,0.228404454,0.085519621,0.089871197,0.068462217,0.06711507,0.078686968,0.073375912,unknown
KIAA0020,0.035145942,0.036809761,0.033437397,0.034949146,0.183986189,0.173967493,0.073735811,0.080453704,0.161989785,0.185524774,Nucleus (Nucleolus)
KIAA0040,0.032287122,0.023817935,0.012001696,0.016258368,0.111962838,0.118471484,0.249174276,0.220349012,0.1146917,0.10098557,unknown
KIAA0100,0.050289683,0.0559394,0.04539566,0.047608766,0.10195581,0.098438231,0.161691677,0.161232862,0.137662384,0.139785527,"ER, Mitochondrion"
KIAA0101,0.240462032,0.205581251,0.126397964,0.137793766,0.060592712,0.058847042,0.045844244,0.048022253,0.036185955,0.040272781,unknown
KIAA0141,0.046055846,0.014863316,0.039268295,0.045140771,0.125738502,0.107321494,0.206460612,0.210334136,0.079389476,0.125427554,unknown
KIAA0195,0.053897103,0.052495004,0.042450116,0.042962823,0.179615155,0.17257327,0.109164914,0.122599952,0.099632734,0.124608929,unknown
KIAA0196,0.098329718,0.097412562,0.143993509,0.10749246,0.105843343,0.100940085,0.065656031,0.07129125,0.103400533,0.10564051,unknown
KIAA0226,0.054046818,0.055465815,0.097143265,0.090994279,0.099651052,0.099276222,0.127093913,0.119775816,0.127709704,0.128843116,unknown
KIAA0232,0.186461144,0.19378102,0.083050198,0.08731388,0.066503448,0.065545785,0.078303521,0.074514507,0.083899604,0.080626895,unknown
KIAA0319,0.070933645,0.080685838,0.067318534,0.069504816,0.079472194,0.084257912,0.117112387,0.104364816,0.159701839,0.166648017,unknown
KIAA0319L,0.038320046,0.038925756,0.026686857,0.027871554,0.063528259,0.061051975,0.210225805,0.185641117,0.181080479,0.166668151,"Golgi, Endo/Lyosome"
KIAA0355,0.125088208,0.117025969,0.076600099,0.079237527,0.074906499,0.07831134,0.110516195,0.103424247,0.118031543,0.116858373,unknown
KIAA0368,0.178025284,0.190411064,0.131285847,0.120404482,0.071399875,0.073117985,0.053321252,0.05161169,0.062518698,0.06790382,unknown
KIAA0430,0.076353962,0.077246884,0.093702165,0.09561557,0.079843647,0.080490561,0.084308259,0.083925578,0.159140608,0.169372768,unknown
KIAA0513,0.271237945,0.301720134,0.079834678,0.092320409,0.040810864,0.041653218,0.057224956,0.054823854,0.034512891,0.025861051,Cytosol_4
KIAA0556,0.151533493,0.167235908,0.090997916,0.093202826,0.083604984,0.088230971,0.097681819,0.090505054,0.075183094,0.061823936,unknown
KIAA0586,0.242789414,0.247165713,0.06879192,0.072454691,0.054616519,0.054212187,0.075039244,0.070282398,0.058247578,0.056400336,unknown
KIAA0753,0.077787936,0.081014083,0.058009107,0.060329823,0.080038327,0.085365425,0.117354384,0.113750242,0.167117917,0.159232757,"Golgi, Endo/Lyosome"
KIAA0754,0.065906499,0.063827734,0.068432594,0.073011139,0.125445136,0.12690992,0.157310762,0.139049206,0.093912815,0.086194193,Plasma Membrane
KIAA0907,0.073427443,0.078169747,0.212841975,0.218035489,0.073685277,0.074081236,0.078630165,0.073887861,0.057082608,0.0601582,Nucleosol
KIAA0922,0.052712909,0.049192619,0.046248377,0.049631513,0.089433645,0.086983157,0.190388238,0.183951137,0.124389664,0.127068742,"ER, Mitochondrion"
KIAA0930,0.169976238,0.172167692,0.082477603,0.084425562,0.073082058,0.071730241,0.087087213,0.080277752,0.093905071,0.08487057,unknown
KIAA0947,0.054673958,0.057006022,0.06946157,0.076413088,0.115093193,0.113475938,0.105872156,0.107945103,0.145061563,0.154997409,unknown
KIAA1009,0.096591636,0.112435773,0.112371775,0.127447933,0.082667447,0.091883194,0.119905283,0.110479255,0.07696246,0.069255243,unknown
KIAA1033,0.135587641,0.131152788,0.148105815,0.141741571,0.075447372,0.074642697,0.072978484,0.071954353,0.07292362,0.07546566,unknown
KIAA1107,0.193816125,0.17097206,0.112043874,0.111162931,0.058358164,0.055240316,0.074966533,0.071485944,0.075242907,0.076711146,unknown
KIAA1109,0.048319726,0.045892914,0.044575759,0.045929,0.132599576,0.129054085,0.175398078,0.162587397,0.106545176,0.10909829,Plasma Membrane
KIAA1143,0.20037392,0.197015901,0.177094678,0.197478763,0.04420787,0.05124156,0.040114717,0.037083424,0.027826182,0.027562986,unknown
KIAA1147,0.078111022,0.077144122,0.046356958,0.046474431,0.08614442,0.086162493,0.139125091,0.132763435,0.150899578,0.156818449,"Golgi, Endo/Lyosome"
KIAA1161,0.029474649,0.027372525,0.031001833,0.029950771,0.170559488,0.159671566,0.150014373,0.154020985,0.11927306,0.12866075,unknown
KIAA1191,0.129356965,0.153291047,0.071969864,0.071078842,0.088431713,0.082759168,0.146224626,0.134447258,0.062565614,0.059874904,unknown
KIAA1211L,0.078371557,0.079606326,0.097864575,0.097419695,0.098599989,0.096139529,0.137386283,0.124530152,0.095385956,0.094695938,unknown
KIAA1217,0.147668899,0.15328409,0.103340773,0.105670103,0.0888511,0.085556382,0.102853651,0.10044461,0.056993304,0.055337089,unknown
KIAA1244,0.166685292,0.166186698,0.098670128,0.097750307,0.073826369,0.076095833,0.078485648,0.076972672,0.078605999,0.086721054,Cytosol_1
KIAA1279,0.196805806,0.22239556,0.099850892,0.090189014,0.070804927,0.069546555,0.061082716,0.061970471,0.065650776,0.061703283,Cytosol_3
KIAA1324L,0.084897711,0.091117578,0.056291535,0.056717196,0.071363419,0.064787387,0.128158798,0.111566694,0.173165964,0.161933718,unknown
KIAA1328,0.058514404,0.061881682,0.051680009,0.057062208,0.071874603,0.071075895,0.110158108,0.109813211,0.209415673,0.198524206,unknown
KIAA1407,0.07674703,0.072353249,0.061591544,0.064666317,0.082424878,0.086827393,0.109171908,0.1049703,0.168990217,0.172257163,unknown
KIAA1429,0.044861821,0.041379566,0.074859228,0.069904423,0.180864266,0.179104616,0.082444247,0.082555383,0.11382159,0.13020486,Nucleus (speckles)
KIAA1430,0.249431115,0.238732085,0.062693121,0.070062677,0.061742984,0.066190267,0.072322248,0.066038564,0.059778833,0.053008104,unknown
KIAA1432,0.086374718,0.085856197,0.098246125,0.100365694,0.080216141,0.080407176,0.137835674,0.123244305,0.102112292,0.105341678,unknown
KIAA1462,0.04403921,0.052319086,0.066013767,0.068959925,0.160164697,0.161669309,0.161732377,0.152668661,0.069338331,0.063094637,unknown
KIAA1467,0.061344643,0.053184446,0.039655697,0.03919937,0.075293928,0.078327159,0.149281509,0.137443854,0.194457866,0.171811528,"Golgi, Endo/Lyosome"
KIAA1468,0.22091571,0.223073721,0.089030679,0.077807325,0.063202522,0.064808285,0.071605169,0.06972753,0.063542366,0.056286693,unknown
KIAA1522,0.065558923,0.061774781,0.06942377,0.076588533,0.094047598,0.100521889,0.140909988,0.139430406,0.130400473,0.12134364,"ER, Mitochondrion"
KIAA1524,0.252284954,0.258511097,0.078897037,0.075356681,0.056108538,0.056922413,0.060324411,0.057386322,0.052617015,0.051591532,unknown
KIAA1549,0.049932474,0.054455812,0.055205076,0.057295617,0.093066065,0.098569922,0.158094833,0.135320889,0.152109966,0.145949346,unknown
KIAA1551,0.047276085,0.042502308,0.068494922,0.073287165,0.104616805,0.110110803,0.132880886,0.133665743,0.14943675,0.137728532,unknown
KIAA1586,0.083311148,0.083199505,0.095231143,0.093917196,0.103569987,0.106653041,0.084049707,0.090482038,0.126937643,0.132648592,unknown
KIAA1598,0.312073638,0.309955456,0.081378687,0.082258667,0.034918855,0.036040245,0.039295393,0.037660032,0.034918855,0.031500171,Cytosol_4
KIAA1671,0.063268604,0.064674573,0.099568167,0.099668593,0.125131239,0.124483033,0.135794692,0.126035076,0.073813371,0.087562652,unknown
KIAA1715,0.039842126,0.038429285,0.033005797,0.035302804,0.087669085,0.088917855,0.187151347,0.171965581,0.163288001,0.154428118,"ER, peroxisome"
KIAA1731,0.117902454,0.115126604,0.073462161,0.068159576,0.084992616,0.090072777,0.133925871,0.125117885,0.096665421,0.094574637,unknown
KIAA1841,0.09206958,0.109963081,0.055454645,0.0658714,0.099495636,0.121199321,0.105907897,0.10082202,0.138737993,0.110478427,unknown
KIAA1919,0.066056223,0.066741238,0.025518964,0.025302187,0.062891282,0.06635104,0.151509634,0.132424605,0.201437664,0.201767164,"Golgi, Endo/Lyosome"
KIAA2013,0.066141916,0.065470573,0.052072894,0.047908619,0.107862501,0.094591308,0.086136273,0.095632376,0.1802411,0.20394244,unknown
KIAA2018,0.096590202,0.088452176,0.157874163,0.1345262,0.076485012,0.091730486,0.111284849,0.106362942,0.075205672,0.061488299,unknown
KIAA2026,0.06353206,0.083387453,0.072095943,0.091665584,0.095795991,0.093077023,0.105528857,0.10300039,0.134710136,0.157206564,unknown
KIDINS220,0.044021227,0.044161125,0.036168288,0.03858386,0.147965417,0.14499958,0.174965725,0.177316011,0.095251863,0.096566904,Plasma Membrane
KIF11,0.248851323,0.254174959,0.076537507,0.0770453,0.054882593,0.055513239,0.063408601,0.061745989,0.052826851,0.055013637,unknown
KIF13A,0.186010701,0.19629388,0.089268781,0.088172604,0.069276611,0.068754622,0.081517247,0.074539997,0.0744356,0.071729958,unknown
KIF13B,0.227658843,0.245188059,0.086025729,0.087547874,0.060533896,0.057833317,0.068390127,0.062334283,0.053806999,0.050680873,Cytosol_1
KIF14,0.068112716,0.071533283,0.076039744,0.078510153,0.120887176,0.119792232,0.13326637,0.12700438,0.101060557,0.103793391,Plasma Membrane
KIF15,0.260574109,0.288844284,0.087535166,0.096531321,0.042707552,0.04381998,0.051961662,0.049067737,0.04073259,0.038225597,Cytosol_4
KIF16B,0.107783346,0.110637874,0.082029161,0.086460476,0.06511042,0.065907876,0.140243405,0.131978867,0.111634693,0.098213881,unknown
KIF18A,0.056673644,0.068820551,0.066316034,0.069554017,0.082693787,0.090556182,0.097067926,0.094107229,0.186273457,0.187937172,"Nucleosol, Ribosome"
KIF18B,0.046661577,0.046514409,0.069380697,0.06154398,0.170724528,0.168710161,0.096588453,0.108794231,0.11838777,0.112694193,unknown
