SYMBOL,FS1.A.A431,FS1.B.A431,FS2.A.A431,FS2.B.A431,FP1.A.A431,FP1.B.A431,FP2.A.A431,FP2.B.A431,FP3.A.A431,FP3.B.A431,markers
ADNP2,0.066096382,0.068257089,0.101535519,0.09560243,0.150789012,0.148442343,0.09201601,0.098905478,0.090997644,0.087358093,Nucleus (speckles)
ADO,0.19896539,0.219202423,0.104808921,0.114025874,0.060142149,0.066383068,0.065175148,0.067345903,0.05131033,0.052640793,Cytosol_5
ADORA2B,0.091246026,0.092393614,0.063627399,0.060924191,0.137591595,0.143839576,0.115498393,0.108170829,0.10155732,0.085151057,unknown
ADPGK,0.058480933,0.048362423,0.073704775,0.059043073,0.142000111,0.141106217,0.107626666,0.112483182,0.12094292,0.1362497,unknown
ADPRH,0.070158783,0.0734947,0.080837202,0.081533999,0.095400267,0.086890629,0.131807928,0.117845851,0.128872669,0.133157973,unknown
ADPRHL2,0.125396928,0.134765824,0.142718276,0.146254756,0.076256515,0.076089875,0.088143533,0.082986937,0.065943324,0.061444032,Cytosol_5
ADPRM,0.113694205,0.097455848,0.123848533,0.102203104,0.122940214,0.100943453,0.062331297,0.07126882,0.084962168,0.120352359,unknown
ADRB2,0.034143631,0.0300157,0.038694939,0.04236421,0.13261418,0.115079295,0.193174802,0.181637765,0.117231464,0.115044014,unknown
ADRBK1,0.238778313,0.253007065,0.099865985,0.091469367,0.065998246,0.069935971,0.045449281,0.050917424,0.039443424,0.045134925,Cytosol_4
ADRM1,0.246139326,0.220038078,0.090670919,0.09330708,0.034839634,0.036824891,0.048264527,0.046889493,0.10150847,0.081517583,Cytosol_1
ADSL,0.233244603,0.251551426,0.114209426,0.115507724,0.05289545,0.051882941,0.048747428,0.046044681,0.045285299,0.040631022,Cytosol_5
ADSS,0.243113253,0.249446677,0.110928562,0.113175906,0.054481068,0.055468537,0.047500681,0.044019,0.041524789,0.040341528,unknown
AEBP2,0.09336325,0.087338675,0.136718992,0.151842266,0.081543775,0.082524315,0.075907882,0.07262175,0.114670106,0.103468989,unknown
AEN,0.141323556,0.145510248,0.064088589,0.065269451,0.088267354,0.086632314,0.096574675,0.091851228,0.111281772,0.109200813,unknown
AES,0.052789391,0.054974367,0.118310285,0.107177314,0.120987117,0.116711753,0.085251887,0.103942415,0.111935075,0.127920395,unknown
AFAP1,0.077648886,0.068852758,0.136792108,0.145679576,0.104192547,0.104548776,0.102374863,0.100027402,0.075840336,0.084042748,unknown
AFAP1L1,0.126296177,0.131136979,0.085575977,0.083460303,0.093263798,0.089955336,0.114951636,0.109292424,0.0805001,0.085567271,unknown
AFAP1L2,0.272105179,0.282663236,0.085550016,0.086016404,0.051962046,0.050048247,0.051769058,0.04869733,0.036241557,0.034946928,unknown
AFF1,0.06397658,0.061580488,0.133957374,0.130917973,0.106593448,0.112112849,0.094184117,0.094678252,0.105689086,0.096309832,unknown
AFF4,0.036853556,0.039245788,0.180858378,0.18677303,0.107763452,0.12202266,0.084170771,0.084905394,0.081514829,0.075892142,Nucleosol
AFG3L2,0.038164918,0.036986932,0.031014173,0.030149089,0.12329284,0.122768268,0.222887907,0.221857169,0.083259709,0.089618995,Mitochondria membrane
AFMID,0.188222659,0.211372904,0.103341221,0.106378694,0.066539126,0.072219705,0.067378207,0.072219705,0.0618151,0.050512679,unknown
AFP,0.399820715,0.256671761,0.069355455,0.055144898,0.038076064,0.036488949,0.042249589,0.036503644,0.032726899,0.032962027,Cytosol_4
AFTPH,0.25186676,0.251357457,0.096907216,0.096406128,0.049665256,0.044054709,0.061510658,0.052088553,0.046412289,0.049730973,unknown
AGA,0.054328405,0.055005792,0.113143272,0.120064401,0.078949952,0.077290844,0.159097603,0.145441872,0.104307789,0.092370069,unknown
AGAP1,0.103540073,0.110623866,0.110213608,0.103503606,0.101634651,0.096529215,0.09527109,0.095626647,0.090539444,0.092517801,unknown
AGAP2,0.090305841,0.090215436,0.153372569,0.151266126,0.086337049,0.090188314,0.080270854,0.086906602,0.083489282,0.087647926,unknown
AGAP3,0.082133815,0.069501973,0.162970451,0.118794786,0.109884506,0.106878629,0.072874639,0.071049642,0.09646541,0.109446149,unknown
AGBL5,0.164197766,0.131242289,0.069670197,0.067889939,0.085518635,0.084127549,0.10066325,0.100953059,0.098079805,0.097657511,unknown
AGFG1,0.132399224,0.147497305,0.126570382,0.119180858,0.113938349,0.104979521,0.08037077,0.083673205,0.045061436,0.04632895,Cytosol_2
AGFG2,0.233767099,0.209090758,0.094073346,0.095756202,0.075811853,0.073937384,0.062249029,0.057342086,0.052710065,0.045262176,Cytosol_1
AGGF1,0.076982409,0.065663653,0.186759472,0.189482292,0.079798158,0.086498341,0.085866424,0.085141577,0.072029291,0.071778383,Nucleosol
AGK,0.040231407,0.04140805,0.039084179,0.039868608,0.134382507,0.13458842,0.203265186,0.20471638,0.080286317,0.082168946,Mitochondria membrane
AGL,0.1398842,0.139558622,0.090572314,0.091707437,0.054204357,0.052470874,0.053403611,0.051722924,0.166915983,0.159559678,unknown
AGMAT,0.049459784,0.045895281,0.096860283,0.098642534,0.136042109,0.13018746,0.167032967,0.148988826,0.063145258,0.063745498,unknown
AGO1,0.06606712,0.072164948,0.099688528,0.103636762,0.078280325,0.079491116,0.078403159,0.080780873,0.167738539,0.173748629,unknown
AGO2,0.07774143,0.081502089,0.099680117,0.104627876,0.072358703,0.072114034,0.08631392,0.082970105,0.159479126,0.1632126,"Nucleosol, Ribosome"
AGO3,0.054071888,0.051477079,0.082784203,0.086306366,0.077451916,0.082142188,0.086609539,0.085512764,0.202778496,0.19086556,unknown
AGO4,0.080601477,0.07963223,0.071524978,0.075809593,0.071561212,0.080710177,0.077929254,0.084849857,0.185325422,0.1920558,unknown
AGPAT1,0.070078733,0.072960526,0.047159055,0.054574509,0.116277191,0.100997405,0.124114589,0.13706919,0.143515069,0.133253732,unknown
AGPAT2,0.039327264,0.035368274,0.039920626,0.03011556,0.156132057,0.154351971,0.105482277,0.117816427,0.159877048,0.161608498,unknown
AGPAT3,0.038986971,0.041065072,0.042492636,0.041453586,0.104067656,0.107085419,0.1683171,0.158866261,0.149803936,0.147861364,"ER, peroxisome"
AGPAT5,0.047155776,0.043504134,0.042936101,0.042332002,0.112795174,0.107718941,0.228151007,0.211831321,0.08309515,0.080480394,Mitochondria membrane
AGPAT6,0.038245408,0.028665418,0.028879756,0.038506342,0.094085195,0.088195551,0.209045076,0.194861472,0.147380879,0.132134903,"ER, peroxisome"
AGPAT9,0.036666575,0.039863711,0.030564614,0.031742987,0.094991459,0.093657797,0.186365588,0.184228075,0.156202899,0.145716295,"ER, peroxisome"
AGPS,0.05333732,0.054944542,0.045917938,0.046665483,0.095237205,0.094499005,0.172290384,0.168132166,0.134343142,0.134632815,unknown
AGR2,0.042988863,0.039300712,0.094084353,0.109302538,0.101853204,0.090852657,0.172521453,0.156308198,0.100538616,0.092249407,unknown
AGRN,0.047614715,0.050326197,0.060962849,0.06206382,0.110679417,0.107685868,0.173107195,0.158667188,0.113718461,0.11517429,"ER, Mitochondrion"
AGTPBP1,0.207150178,0.229756878,0.099126727,0.097134189,0.059398959,0.056750441,0.059964741,0.061539092,0.064982986,0.06419581,unknown
AGTRAP,0.101611243,0.101171253,0.052059592,0.056811482,0.055896303,0.057594664,0.132674522,0.132296131,0.166756131,0.143128679,unknown
AHCTF1,0.037639553,0.036629452,0.033829523,0.033864965,0.215585681,0.210375687,0.11638313,0.121788056,0.094160907,0.099743044,Nucleus (Nucleolus)
AHCY,0.222391961,0.229809553,0.12743151,0.120523135,0.056446685,0.054002444,0.049419493,0.046805513,0.045549445,0.04762026,Cytosol_5
AHCYL1,0.216091449,0.267066304,0.095693052,0.094576999,0.059556623,0.055329151,0.0629386,0.056479023,0.044591373,0.047677427,Cytosol_3
AHCYL2,0.189711332,0.214780716,0.090522327,0.093397371,0.066591328,0.07068785,0.084556196,0.081082878,0.054235288,0.054434713,Cytosol_1
AHDC1,0.041526718,0.042766053,0.052914234,0.049429726,0.122047598,0.122523574,0.11077683,0.11753031,0.167588684,0.172896273,"Nucleosol, Ribosome"
AHI1,0.159132869,0.168168321,0.078264717,0.082833491,0.077524524,0.078690115,0.113964113,0.103252593,0.080400214,0.057769043,unknown
AHNAK,0.078663902,0.07740152,0.140142824,0.157392306,0.089970053,0.094374568,0.124174153,0.114812255,0.063810182,0.059258235,unknown
AHNAK2,0.141982919,0.131601987,0.142224128,0.157456046,0.067476058,0.066546955,0.09627823,0.086352916,0.058042095,0.052038665,unknown
AHR,0.123459863,0.128734862,0.119936815,0.125192667,0.083232014,0.080503566,0.092949117,0.088755924,0.087339046,0.069896128,unknown
AHSA1,0.207249744,0.226327579,0.095047757,0.097171218,0.066968115,0.065927203,0.063553923,0.062113301,0.059048856,0.056592304,Cytosol_3
AHSG,0.346325986,0.203641246,0.082503477,0.057887502,0.052692572,0.043429613,0.077804063,0.052836432,0.044468599,0.038410511,unknown
AIDA,0.092751721,0.101659266,0.111366782,0.117353084,0.079763424,0.081156633,0.131123375,0.128480774,0.079682528,0.076662412,unknown
AIFM1,0.054375531,0.05052891,0.05353525,0.053880699,0.114474311,0.11360602,0.208707181,0.195402728,0.077828713,0.077660657,Mitochondria membrane
AIFM2,0.074600546,0.075701562,0.065944591,0.071467574,0.099843351,0.10222441,0.138459473,0.134995301,0.118327888,0.118435304,unknown
AIM1,0.070377193,0.069697566,0.079158693,0.082369038,0.090792839,0.092116324,0.140128414,0.135827089,0.117986872,0.121545973,unknown
AIM1L,0.155695923,0.14899068,0.148522461,0.167966783,0.062785459,0.067414638,0.066098326,0.062485092,0.057926587,0.062114051,unknown
AIM2,0.09690269,0.107870301,0.085926228,0.095592596,0.124326143,0.113234604,0.116341651,0.109215803,0.075188769,0.075401216,unknown
AIMP1,0.106031443,0.114341992,0.10576162,0.104196647,0.05815585,0.059343071,0.071530076,0.067185926,0.165104691,0.148348683,unknown
AIMP2,0.130106909,0.13844472,0.098682626,0.101063534,0.068314465,0.066869245,0.069268681,0.071695911,0.125428471,0.130125438,unknown
AIP,0.187534577,0.20062461,0.105889176,0.103729812,0.071107344,0.075434996,0.068189524,0.066913536,0.062389578,0.058186848,Cytosol_3
AJUBA,0.186722311,0.207657376,0.098748856,0.097021371,0.071322894,0.067645575,0.083808677,0.080157013,0.052722499,0.054193427,Cytosol_2
AK1,0.260511282,0.285738357,0.101349616,0.106878069,0.046626761,0.046923645,0.042518535,0.03926084,0.034992137,0.035200757,Cytosol_4
AK2,0.059617846,0.063420416,0.165397563,0.198890522,0.096097862,0.099350434,0.112986582,0.101787492,0.052003224,0.050448058,Nucleosol
AK3,0.041939948,0.042783486,0.098333776,0.092504834,0.136918528,0.132606058,0.185104447,0.172242863,0.049692914,0.047873147,unknown
AK4,0.06119674,0.060364801,0.082603523,0.090958698,0.130229812,0.13073971,0.159276123,0.151904962,0.067082935,0.065642695,unknown
AKAP1,0.045002399,0.042243384,0.037343594,0.040370206,0.107730779,0.10648507,0.234064149,0.210358764,0.086332263,0.090069391,Mitochondria membrane
AKAP10,0.214583282,0.265289521,0.082669822,0.082374015,0.050196794,0.052062021,0.071182653,0.072283712,0.058101412,0.051256769,unknown
AKAP11,0.211752644,0.222782633,0.07260445,0.070901168,0.050329494,0.049808588,0.07980619,0.077011485,0.083849417,0.081153932,unknown
AKAP12,0.322089592,0.257212268,0.08184416,0.084366994,0.035008215,0.039018275,0.053508997,0.047770329,0.040209613,0.038971556,Cytosol_2
AKAP13,0.196902126,0.205001367,0.091535097,0.092910601,0.057455061,0.05874513,0.080180781,0.076677944,0.071970474,0.06862142,unknown
AKAP17A,0.042495487,0.036626847,0.048826725,0.052536577,0.148575471,0.140112656,0.126171234,0.128484222,0.139241884,0.136928896,Nucleus (Nucleolus)
AKAP5,0.042757932,0.037710499,0.033561799,0.037238437,0.131905043,0.137778585,0.206445463,0.190050384,0.088920158,0.093631701,unknown
AKAP8,0.042058351,0.037353549,0.10810935,0.113448197,0.11587411,0.120045945,0.081065932,0.082591316,0.145619113,0.153834137,unknown
AKAP8L,0.048113977,0.042240996,0.137227657,0.130002223,0.10198051,0.097802727,0.094745813,0.095079295,0.125250111,0.127556692,Nucleosol
AKAP9,0.144521196,0.156523354,0.103605954,0.104791134,0.065308722,0.068979242,0.08558945,0.081494388,0.097432405,0.091754155,unknown
AKIP1,0.105167911,0.113062107,0.062889452,0.065041525,0.100159449,0.094495583,0.164027116,0.135433887,0.086581823,0.073141147,unknown
AKIRIN1,0.087595726,0.074132159,0.13673591,0.08788921,0.088265236,0.090328794,0.089448342,0.071344064,0.123226487,0.151034072,unknown
AKIRIN2,0.068881592,0.089653158,0.147365719,0.167800975,0.091848023,0.088803533,0.072156189,0.074510359,0.104813658,0.094166792,unknown
AKNA,0.118414014,0.118350545,0.079335576,0.084367718,0.093207968,0.096154718,0.117888132,0.121134091,0.089535864,0.081611374,unknown
AKR1A1,0.234764972,0.229995672,0.118494191,0.106452133,0.066328912,0.062858016,0.047811808,0.048524657,0.046089089,0.03868055,Cytosol_5
AKR1B1,0.217304862,0.214722818,0.117767048,0.120856894,0.065816313,0.067305292,0.050220765,0.048903922,0.049230981,0.047871104,unknown
AKR1B10,0.151951465,0.156083382,0.105799049,0.104785081,0.121549342,0.126568481,0.08210601,0.057914438,0.047064987,0.046177765,unknown
AKR7A2,0.12910176,0.13225663,0.117756194,0.105700997,0.090319933,0.095697748,0.076785623,0.084377832,0.092748072,0.075255211,unknown
AKT1,0.188187466,0.189842477,0.115290603,0.110384981,0.067414109,0.07106362,0.067745111,0.067643265,0.061693713,0.060734655,Cytosol_1
AKT1S1,0.156978546,0.167292262,0.098867041,0.089681118,0.068451049,0.070138435,0.09189366,0.079728985,0.085763973,0.091204931,unknown
AKT2,0.224131153,0.246254862,0.086512484,0.092710468,0.053356196,0.056534649,0.068938982,0.063485425,0.057755845,0.050319936,Cytosol_1
AKT3,0.214478789,0.210812194,0.110680026,0.106706459,0.061649968,0.064830527,0.063312726,0.064804946,0.053148582,0.049575783,unknown
AKTIP,0.182795789,0.202851518,0.10757012,0.117130796,0.070545442,0.066707824,0.066782908,0.062870205,0.063721155,0.059024244,Cytosol_1
ALAD,0.261628826,0.221319251,0.146099481,0.069749241,0.064294523,0.052080698,0.041376802,0.036688907,0.042230584,0.064531685,unknown
ALAS1,0.038124231,0.038687267,0.090667914,0.112215977,0.114515837,0.118438004,0.202149081,0.190344406,0.048001222,0.046856063,unknown
ALB,0.168577291,0.15358624,0.096223862,0.063674859,0.086785699,0.075496573,0.084716462,0.077827738,0.105854106,0.08725717,unknown
ALCAM,0.040971027,0.041882528,0.04235688,0.041761615,0.153550667,0.152434544,0.178319304,0.172906106,0.0868809,0.088936427,Plasma Membrane
ALDH16A1,0.172151312,0.188079284,0.089753253,0.090937704,0.05418658,0.057864177,0.066917362,0.060746619,0.11315238,0.106211329,unknown
ALDH18A1,0.045766913,0.046771438,0.093880846,0.105343698,0.143093186,0.140962091,0.168422238,0.148068871,0.054272517,0.053418202,unknown
ALDH1A1,0.109049589,0.110706324,0.087043639,0.085100662,0.11379427,0.111912011,0.091250531,0.086124194,0.098432607,0.106586172,unknown
ALDH1A3,0.330853829,0.316164131,0.076742353,0.077476057,0.034772903,0.036115426,0.034382635,0.033204024,0.030878026,0.029410617,Cytosol_4
ALDH1B1,0.051356288,0.05582245,0.099095808,0.115252534,0.119380765,0.116841721,0.170554389,0.157813499,0.058617225,0.055265321,unknown
ALDH1L1,0.043939294,0.034662176,0.096600585,0.107486616,0.100505255,0.099602006,0.234374265,0.187254782,0.048257953,0.047317069,unknown
ALDH1L2,0.040392797,0.034572536,0.088577385,0.0987086,0.125678008,0.12213114,0.199898122,0.178362215,0.057117792,0.054561405,unknown
ALDH2,0.038226215,0.042967523,0.09705355,0.108717352,0.137488678,0.122017043,0.19071517,0.163773822,0.053041646,0.045999002,unknown
ALDH3A2,0.042725478,0.040550991,0.032480825,0.031589195,0.111171766,0.110261939,0.162203965,0.154597811,0.156526644,0.157891385,"ER, peroxisome"
ALDH3B1,0.049636424,0.045664434,0.043611193,0.040697205,0.152970923,0.145439385,0.11490079,0.127937524,0.126198097,0.152944025,unknown
ALDH4A1,0.042103638,0.04538394,0.107892985,0.113064284,0.125133865,0.121901803,0.185472122,0.159461259,0.052108559,0.047477544,unknown
ALDH5A1,0.036391742,0.03541397,0.097935504,0.103476212,0.124558839,0.113626417,0.207995381,0.177181596,0.050294728,0.053125611,unknown
ALDH6A1,0.048583111,0.048012552,0.101217193,0.105058958,0.127900342,0.123687714,0.179735641,0.161163941,0.053309243,0.051331305,unknown
ALDH7A1,0.14297085,0.137408023,0.097451182,0.097353898,0.101369039,0.099449908,0.121718905,0.104658978,0.048756545,0.048862672,unknown
ALDH9A1,0.176071395,0.189365065,0.1037633,0.107295883,0.085086244,0.082128339,0.088745595,0.08162127,0.044174195,0.041748713,Cytosol_1
ALDOA,0.27647633,0.281255785,0.091996096,0.082134262,0.049906599,0.04907356,0.04203901,0.041837061,0.042426078,0.04285522,Cytosol_4
ALDOC,0.329352113,0.312724346,0.08122334,0.079291751,0.033311871,0.032885312,0.037134809,0.03510664,0.030173038,0.028796781,unknown
ALG1,0.050915723,0.045691162,0.041578007,0.039592674,0.122729691,0.120582871,0.13048104,0.132580363,0.150438863,0.165409606,"ER, peroxisome"
ALG11,0.044506509,0.038884634,0.03695662,0.03526285,0.116428668,0.125230866,0.158214334,0.148132799,0.132357313,0.164025407,"ER, peroxisome"
ALG13,0.104643202,0.105117177,0.062986044,0.065707013,0.113025542,0.10058808,0.099332924,0.103203722,0.122794698,0.122601597,unknown
ALG14,0.076373271,0.066011709,0.042338544,0.054876217,0.085350864,0.083912264,0.176255816,0.170610677,0.129537736,0.114732903,Plasma Membrane
ALG2,0.037916239,0.035481765,0.04296241,0.038466561,0.129987874,0.1311165,0.118085999,0.126601996,0.169788266,0.169592389,unknown
ALG3,0.052936223,0.060071799,0.043176883,0.054593804,0.100323539,0.105969951,0.169844436,0.162256792,0.123352391,0.127474183,"ER, peroxisome"
ALG5,0.033782552,0.041405281,0.03134802,0.032916332,0.094828215,0.093916405,0.208330294,0.196449413,0.134856664,0.132166825,"ER, peroxisome"
ALG6,0.04689275,0.040495745,0.024237853,0.021826173,0.123433339,0.114950556,0.195113321,0.191705309,0.120109131,0.121235823,"ER, peroxisome"
ALG8,0.05590822,0.053384436,0.039867223,0.036359592,0.14529293,0.138021012,0.121877353,0.12304086,0.141665526,0.144582849,unknown
ALKBH1,0.078562159,0.079723757,0.102601799,0.111713085,0.110624087,0.105778044,0.157823092,0.147577432,0.051936148,0.053660396,unknown
ALKBH2,0.057886611,0.055259095,0.125876967,0.141849735,0.080875116,0.085606451,0.075448529,0.078455274,0.148919649,0.149822575,unknown
ALKBH3,0.235388221,0.212319727,0.111870996,0.119237876,0.052751982,0.055095625,0.062430511,0.059910894,0.049240515,0.041753653,Cytosol_5
ALKBH4,0.205774413,0.209122018,0.116447075,0.111553785,0.072423997,0.072357871,0.056950621,0.056074457,0.048395629,0.050900134,unknown
ALKBH5,0.049820735,0.054255677,0.155867195,0.167696818,0.098689125,0.109762474,0.079782268,0.085869809,0.100229683,0.098026218,unknown
ALKBH6,0.145410093,0.161196419,0.103635692,0.109976606,0.096960583,0.073681248,0.093249257,0.089071817,0.069072872,0.057745414,Cytosol_1
ALKBH7,0.037158881,0.037039973,0.098208446,0.102013516,0.140837115,0.136625775,0.188004122,0.161665907,0.05072435,0.047721913,unknown
ALKBH8,0.342426648,0.310399047,0.069054743,0.073207034,0.030829237,0.034966263,0.036866852,0.040179526,0.03152383,0.03054682,Cytosol_3
ALMS1,0.160551646,0.174834403,0.083393707,0.079616022,0.070025185,0.070689298,0.097529842,0.089206858,0.08853412,0.085618919,unknown
ALOX12,0.176686707,0.171593186,0.080485972,0.084686039,0.073405144,0.072169339,0.070265531,0.071142285,0.104584168,0.09498163,unknown
ALOXE3,0.091749705,0.093749466,0.062992462,0.072017024,0.073657853,0.090621635,0.118746475,0.114020545,0.139795238,0.142649597,unknown
ALPK1,0.268828378,0.229855061,0.079095206,0.077766926,0.054725163,0.047685276,0.075172872,0.063562136,0.049919912,0.053389069,unknown
ALPP,0.076162318,0.075591749,0.054497986,0.058690803,0.104025105,0.1037744,0.146748621,0.136383284,0.123061362,0.121064371,unknown
ALPPL2,0.049945021,0.079966508,0.028427604,0.050590645,0.130789174,0.154747854,0.126622885,0.119833752,0.141522662,0.117553894,unknown
ALS2,0.177091538,0.194822095,0.098763741,0.104131708,0.077291874,0.067223725,0.079072634,0.074757714,0.067891511,0.05895346,unknown
ALS2CL,0.153774424,0.1690255,0.104404511,0.099759469,0.078512541,0.073457898,0.083941924,0.084055218,0.07196765,0.081100866,unknown
