,Map1_01K,Map1_03K,Map1_06K,Map1_12K,Map1_24K,Map1_80K,Map2_01K,Map2_03K,Map2_06K,Map2_12K,Map2_24K,Map2_80K,Map3_01K,Map3_03K,Map3_06K,Map3_12K,Map3_24K,Map3_80K,Map4_01K,Map4_03K,Map4_06K,Map4_12K,Map4_24K,Map4_80K,Map5_01K,Map5_03K,Map5_06K,Map5_12K,Map5_24K,Map5_80K,markers
Q80W68;Q80W68-2,0.0,0.32179954728370197,0.5936242454728364,0.6995724346076456,0.5876509054325956,0.19286971830985883,0.053313003018108596,0.5690895372233403,0.6978118712273641,0.6697686116700199,0.4003206740442649,0.0,0.0,0.4776031187122737,0.6371981891348086,0.5011695171026156,0.5328785211267609,0.21592681086519108,0.0,0.3279992454728374,0.5148578973843055,0.9734029175050297,0.5007985412474844,0.4021063883299797,0.0,0.15525025150905408,0.5860035211267605,1.0,0.38245095573440585,0.4930835010060367,unknown
Q8BGW1;Q8BGW1-2,0.09432288803371865,0.530584570276709,0.16775517683709018,0.13390018935923265,0.09669293262476308,0.052717610408649564,0.09805631910084926,0.29094129863783547,0.10385193329668337,0.2325942214892187,0.3359965793170855,0.07621281534420624,0.054520798973795484,0.19057113187954305,0.06724329607232328,0.1627512064015637,0.00778938366623915,0.013619204691222343,0.039762995540895886,1.0,0.22746319711685342,0.23481766538391086,0.22548408771608394,0.050027487630566005,0.043139698246900025,0.7104391912528258,0.13724024189114944,0.17250992608881613,0.21268096023456107,0.0,unknown
P97367;Q3TYM2;B1AWK4;P97367-3;P97367-2;P97367-4;Q60954;A0A0A0MQB8;H3BLB6;Q60954-3;Q60954-2,0.4357798784604995,0.10501012829169465,0.03782781904118839,0.028137069547602953,0.022242403781228867,0.01957056043214042,0.31482781904118834,0.017655638082376753,0.0,0.004442876434841332,0.0033153950033760976,0.0031550303848750833,0.42054692775151753,0.052927076299797364,0.0,0.003439027683997283,0.004579135719108701,0.0,0.3387508440243087,0.13440918298446983,0.08038487508440227,0.01613504388926399,0.006074881836596881,0.0,1.0,0.14918298446995265,0.01732613099257256,0.014137744767049272,0.008679945982444306,0.0,unknown
P50096;F7DEU6;E0CYE2,0.17672068408778321,0.3560186569395445,0.1753991508700586,0.2724451354422053,0.19445075644322182,0.15509776953895876,0.03900436524547027,0.5345093583687128,0.14341326317048314,0.612270525623392,0.8854272558751412,0.9305148597739631,0.0,0.5116964659451048,0.3849668121748489,0.5052442743526876,0.19872630508879963,0.5229623871314951,0.0,0.6708724511152305,0.6065299288405187,0.7237337798241944,1.0,0.6210010165640132,0.0,0.4005023022185014,0.5838366321832207,0.8702983914369428,0.3498475153979547,0.34979369730311466,unknown
Q80Y55,0.08349689634844092,0.7823282588341335,1.0,0.30055137496965584,0.20247251794569376,0.11069112598397807,0.06660193501404421,0.27796580781634617,0.5025488088219976,0.3455803308249803,0.18588272011651588,0.10952248846967375,0.07916565523459416,0.33600582584873495,0.5457225092762752,0.34691542116031326,0.2689149356729188,0.0,0.0,0.45046294690848426,0.46176786767000516,0.3335541145056685,0.2385754412733632,0.09039081735270627,0.0,0.265246038076082,0.4972778028227608,0.40819086590144477,0.22111523390089075,0.08610812497832583,unknown
Q8BG79;Q8BG79-2,0.5877114661654146,0.039701597744361,0.023620770676691806,0.11765272556390981,0.24990601503759446,0.9895911654135385,0.31647086466165447,0.0,0.0,0.04029370300751888,0.09660479323308258,0.6169877819548887,0.6282659774436103,0.04543703007518804,0.0,0.1506931390977447,0.19174107142857216,0.7523026315789519,0.31889097744360995,0.0,0.0,0.05734492481203022,0.10576597744360955,0.5596569548872191,0.2712640977443617,0.0,0.0,0.031426221804511316,0.09409069548872198,1.0,unknown
Q8K273,0.7865580968532564,0.22125939434770958,0.37234722206089016,0.5515222618452995,0.42386367596324764,0.45199735157801785,0.5884607789613079,0.20648398750130714,0.3832080753638674,0.7938064096458312,0.4223536107981279,0.18708545807245947,0.519566959774187,0.24517650338603092,0.2837180127542429,0.6162343621136265,1.0,0.18432087723170235,0.20204671909303204,0.12152539813448922,0.23514037798092624,0.272589994075898,0.24339927284554363,0.0,0.28360185389538717,0.11815679122768252,0.219691249753162,0.4208900091765496,0.13416348197795275,0.1579760480433037,unknown
O35492,0.2702449314426351,0.14006797140513366,0.11218965026535689,0.11098926855401783,0.21267013778440083,0.6014799685255585,0.33508563392543356,0.024796169493228066,0.08168957492759223,0.043630610570725564,0.13875876847868018,0.4227620498568599,0.4149938892702294,0.027446384624399474,0.06300246103363433,0.0,0.19962833369607128,0.3008822889286983,0.9244445932597829,0.060911419530897064,0.0205538162763055,0.07260718889688794,0.1237581825182905,1.0,0.5764510890492389,0.024578527062999168,0.011479298856540187,0.014803201017896919,0.4325057340409517,0.8221359093268147,unknown
Q9CWD8,0.0,0.3095617052591944,0.5361708682035216,0.1102822132087416,0.0,0.0,0.0642723896561756,0.718197532131917,1.0,0.040321062449727024,0.0,0.0,0.07895124163543349,0.21873662952884576,0.8574044599613239,0.037627286885386135,0.0,0.0,0.03386900788964762,0.46519826804264863,0.9806951789289948,0.08534168506443499,0.0,0.0,0.04216426212113427,0.620920401841488,0.5168318187263606,0.09107494309527443,0.0,0.0,unknown
Q8BUY5,0.0,0.6560675342947593,0.8740063313401325,0.07122194864579677,0.0,0.0,0.029634892718958868,0.7387829757298634,1.0,0.11802321491382364,0.0,0.0,0.04125079141751676,0.5444671122054174,0.9959901512486831,0.1234920858248334,0.0,0.0,0.0,0.6098346816742886,0.5346605698206124,0.059285262047133365,0.0,0.0,0.025380232149138288,0.3215758002110449,0.6766232852620474,0.10116778051354221,0.0,0.0,unknown
Q8BRM2;Q8BRM2-2,0.22743687033887294,0.22746630904095272,0.3416197828077985,0.4960421300536448,0.4726547167342674,0.19010205416721235,0.11182454533560121,0.2442496401936417,0.2903866282873222,1.0,0.3576802302760698,0.26088577783592876,0.07888917964150213,0.13174800471019257,0.4484822713594149,0.5237145100091599,0.4314078241528202,0.3857451262593231,0.0,0.47491168389375943,0.3076115399712158,0.7619717388460046,0.4162305377469591,0.18751799031793873,0.11619782807798035,0.12698220594007636,0.26390488028261205,0.1476056522307995,0.25777508831610707,0.36971738846002944,unknown
Q3V1C9;Q8R3X6;Q9R087,0.0,0.0,0.10806069887233714,0.13889739663093395,0.14622024223861868,0.0,0.08525337602672983,0.37024919949881663,0.539990254768202,0.7233398301545311,0.42395238758178966,0.17911387999443118,0.0,0.17643742169010163,0.311130446888486,0.5199777251844627,0.07427606849505768,0.19415634136154808,0.0,0.15470207434219638,0.44090213002923523,0.7165181678964216,0.282204510650146,0.062411248781846,0.0,0.13565710705833212,0.2965961297508006,1.0,0.6569330363357923,0.20217875539468147,unknown
Q9R0N7;E9PZA8;Q8CF96,0.0,0.2620782836554218,0.33042499181133445,0.5529397314117283,0.2976948902718646,0.1555191614805112,0.0,0.15810678021618127,0.2506591876842462,0.42024238453979795,0.6152964297412397,0.1995004913200139,0.0,0.0824189321978384,0.2737921716344592,0.5325908942024257,0.8163282017687544,0.3622625286603348,0.0,0.106890763183754,0.1311251228300038,0.6790452014412075,0.8998935473304973,0.38756550933508094,0.0,0.0,0.502088110055684,0.704061578774978,1.0,0.20252210940059,unknown
D3Z7P3;D3Z7P4,0.0,0.6118931508843436,0.6400756969211729,0.20612853919499188,0.0,0.0,0.0,0.5504767450323891,0.8871824732513278,0.1761263556299586,0.0,0.0,0.0,0.483834340199432,1.0,0.1703180726399302,0.0,0.0,0.0,0.6221413494431907,0.8927723997379736,0.14578935875973495,0.0,0.0,0.0,0.5485843220030571,0.744624790741684,0.0,0.0,0.0,unknown
P98084;A0A0U1RPM0,0.20808395127118673,0.8691737288135591,0.6004502118644066,0.6648569915254232,0.5015161546610174,0.1880958686440681,0.061008342161016894,0.4103614936440681,0.17421875000000056,0.6885593220338977,0.5152542372881356,0.09525291313559327,0.0,0.5473450741525426,0.28114406779661005,0.5612884004237287,0.4823755296610173,0.1881885593220335,0.0,1.0,0.8006488347457619,0.9185646186440674,0.540856726694915,0.4246490995762715,0.0,0.9616657838983047,0.5625728283898299,0.4007282838983044,0.6622748940677959,0.4348119703389833,unknown
P62838;Q3UT95,1.0,0.5227602049832138,0.35837603816928876,0.477301643399895,0.4737674500795205,0.42711609825057506,0.4922601166283805,0.4107616186605421,0.27131118572185947,0.2341756494080233,0.25225304824173955,0.18988337162042843,0.23873475879130643,0.4330712139954066,0.23994522000353447,0.11382753136596635,0.27104612122283195,0.05502297225658255,0.2353330977204457,0.24368262943983085,0.10012369676621294,0.26849266654886117,0.23839901042587072,0.11053189609471699,0.36152147022442194,0.25407315780173245,0.0,0.11637215055663544,0.10641456087648006,0.038132178830182134,unknown
Q9JME7,0.12877462579427387,0.3881902533698455,0.4064552149522779,0.7272485576795265,1.0,0.9072926913567118,0.11616196527796264,0.21227766995453676,0.25442533166724235,0.535346821577646,0.6664716986148413,0.437481721745141,0.0,0.0,0.18326376518756765,0.48592242043974243,0.8834977268497592,0.3187461781830752,0.0,0.314412570122032,0.2815781777576898,0.3899715523888016,0.5268391247706918,0.6227368197165878,0.0,0.0,0.20819663414245101,0.2546327067769124,0.5817669422805947,0.7225427378831788,unknown
Q7M6Y2,0.8817440293090898,0.3104413645318487,0.10352020184564306,0.0683596585214114,0.08199806449383065,0.07399336397884755,0.6900252307054208,0.1561365914353851,0.060031797601354756,0.06153872740469351,0.0966128642035047,0.0,1.0,0.12048353091625456,0.04176891438841454,0.07510455189575886,0.041556354335879384,0.0,0.8741748176822325,0.15730653578958267,0.0,0.034645560432723835,0.08267721978363805,0.07482286662288737,0.8140185946842711,0.23739328794110467,0.04745792002212,0.0,0.06260152766736934,0.022740469360246075,unknown
Q99LX5,0.9617117984669307,0.12592735256731286,0.08317476214321481,0.10186048303224066,0.2891914795269823,0.7870266938869839,0.5722044605369592,0.05802935171988746,0.032684026039058615,0.11761103193251438,0.287777820577019,0.5561033858480029,0.19698778937637226,0.031110897114903075,0.05502869689149107,0.20072031123608533,0.2177034782943643,1.0,0.8604059936057931,0.16748199221909782,0.0,0.2817379916027886,0.41377450791571985,0.7221216440044683,0.8163013751396325,0.10115172759138708,0.0,0.16396903046878028,0.34837641077000137,0.7225068371788451,unknown
O70279;Q3UFM6,0.8387436318470807,0.16275525241042452,0.0544524441076166,0.1143951833607005,0.2499894741274057,0.6947496947496951,1.0,0.1175950486295311,0.0,0.14853690370931805,0.18203865100416838,0.8771420150730497,0.598543219232875,0.14508020714917294,0.0,0.2336954233505957,0.340895120205465,0.5517662414214141,0.36218264494126623,0.10229464022567457,0.0,0.11097637994189706,0.27909140667761423,0.5998063239442554,0.4625489453075667,0.19520020209675407,0.0,0.0,0.10028630373457999,0.2741021430676601,unknown
Q9EQG7,0.02357816988100128,0.3000769388592538,0.8387874435781719,0.9038264259335268,0.31028416085350913,0.1666341813705376,0.0,0.266418752564629,0.35156442347148187,0.6690090274928203,0.280585761181781,0.0,0.0,0.09343455067706215,0.19176754205990987,0.43655621665982886,0.3175266721378755,0.13529441936807604,0.0,0.21721891670086194,0.5693475584735344,1.0,0.5585761181780894,0.20486253590480127,0.0,0.051815757078375185,0.3769337299958969,0.600276979893313,0.30881206401313177,0.1785904800984825,unknown
Q9D404;D3Z6F9,0.07225742101344435,0.44349072109913934,0.7666718177092833,0.09352654425916337,0.0046905862354775785,0.0,0.008301420282932712,0.7092985684784316,0.48642231993594065,0.058096736580363406,0.0,0.0,0.00926162145456078,0.5081128921231202,1.0,0.08445415337931844,0.0,0.0,0.0,0.3002964190888277,0.43027127263532094,0.08316451961844808,0.0,0.0,0.013868620316648659,0.7176432575193508,0.760012924434206,0.08866442830451089,0.0,0.0,unknown
Q9QYK7;Z4YLT8,0.04759000157207983,0.2135576167269298,0.4980977833673954,1.0,0.7152334538594561,0.2331394434837286,0.0,0.16725986480113214,0.255148561546927,0.5411098883823299,0.6289262694544886,0.23023109573966374,0.0,0.11421160194937952,0.28678509668291124,0.5992768432636376,0.788775349787769,0.4083949064612479,0.0,0.13881150762458794,0.287165540009433,0.8262851752869051,0.48627574280773517,0.7507310171356708,0.0,0.0,0.5803490017292879,0.3674579468637008,0.6072630089608557,0.5400723156736367,unknown
Q8CCH7;Q8CCH7-3,0.530674884437595,0.0779525423728813,0.044999691833590205,0.03747180277349763,0.0,0.0,0.740696456086285,0.0,0.0,0.0,0.0,0.0,0.5128258859784292,0.017529738058551597,0.0,0.0,0.0,0.0,0.8730724191063147,0.01435808936825883,0.0,0.0,0.0,0.0,1.0,0.025396610169491476,0.0,0.0,0.12110939907550068,0.0,unknown
P59110;M0QWX4,0.4413518131763822,0.031595468641225144,0.0019687994430732255,0.0036685019935447072,0.0038653249794316736,0.004637997595088926,0.44437693816847035,0.005400164546547695,0.0052760584773115715,0.003809569014619324,0.0,0.0,0.19500031643566884,0.005208657679893674,0.0,0.0,0.0,0.0,1.0,0.023800392380229116,0.0,0.0,0.0,0.0,0.3060439212708055,0.04012720713878867,0.0,0.0,0.0,0.0,unknown
Q9D1C9,0.5006889195075329,0.02998088803946845,0.002671540957375886,0.0,0.0,0.0,0.5145562024978909,0.014347304324636675,0.0,0.0,0.0,0.01675407795902044,0.5053113471709842,0.034177074536646104,0.000832214765100673,0.0,0.0022053424596648764,0.004258900395573136,0.9308413707275903,0.0,0.0,0.0,0.0,0.0,1.0,0.006547402106760302,0.0,0.0,0.0,0.0,unknown
P59997;F6YRW4,0.8989132452106501,0.05941476089332469,0.0,0.0,0.0,0.0,0.578382446951106,0.0,0.0,0.0,0.0,0.0,0.8175406759738538,0.023732291258532153,0.1119955457488708,0.0,0.0,0.0,0.7825046913987577,0.0,0.0,0.0,0.0,0.0,1.0,0.024411770771039114,0.0,0.0,0.0,0.0,unknown
P10637-4;P10637-3,0.21803284766247644,0.12550328105883568,0.02865087309531648,0.09768286805323866,0.06890965039113157,0.2846179512846178,0.05464353242130966,0.1772290809327842,0.14545286026767448,0.10709598487376303,0.2092092092092081,0.18025803581359126,0.12835798761724634,0.31891150409668867,0.14147110073035893,0.21417714010306493,0.3381900418937448,0.4609053497942383,0.23086049011974974,1.0,0.9996663329996653,0.544322099877655,0.27164201238275254,0.4722500278055826,0.46472398324250064,0.8516664812961107,0.6510584658732805,0.0,0.10341081822563299,0.786378971564157,unknown
P52760,0.05738147590942389,0.6147436639277845,0.5260579408247483,0.15777302009798233,0.07293908884002576,0.0,0.031435404852833304,0.22458820352582598,0.5061721251398356,0.08824595918682221,0.0,0.0,0.0,0.3402576862245874,0.6310612197662292,0.14012074219804743,0.017309724954673426,0.0,0.0,0.7086564055086194,0.8538363615322258,0.16372912085792513,0.08072946803996431,0.0,0.11276279751571928,0.6595687227558519,1.0,0.15021795316900038,0.06936118504802666,0.0514967403464104,unknown
Q9Z130,0.2562852156765502,0.020628488390239095,0.0,0.026922367058708974,0.0655273623978962,0.03407025698734804,0.628892171678135,0.08427014477395449,0.012990309982740297,0.11198680374427987,0.169298946457303,0.1855190164346173,0.8163199954387168,0.11002564982884105,0.02123674101438841,0.09310025256615001,0.28909399358520804,0.22522132408363332,1.0,0.03192478409489423,0.00549098520459281,0.09953790003669137,0.23593640061410126,0.19951497075595115,0.751316836211456,0.15406191102406902,0.013451107425277626,0.25645724672176407,0.23389660393513614,0.1702082534105768,unknown
Q9D8Y1;D6RG44,0.013960435056746509,0.282660781841109,0.4271358764186624,0.13239281210592663,0.0,0.0,0.0,0.5585592686002511,1.0,0.1637531525851196,0.0,0.0,0.0,0.45825189155107077,0.8460750315258517,0.14277269861286243,0.0,0.0,0.0,0.5030658890290027,0.6261349306431263,0.09008511979823441,0.0,0.0,0.024413619167717483,0.40744010088272337,0.5339139344262289,0.06384536569987379,0.0,0.0,unknown
O70421,0.06888133398089676,0.22225999676218158,0.5254654362959351,0.5662295612756989,0.5347255949490028,0.20488586692569175,0.05760077707625049,0.2408709729642217,0.3919702120770589,0.49279585559332884,0.33925853974421116,0.12102638821434365,0.05913874048891033,0.13816739517565108,0.21604986239274634,0.49661648049214663,0.4053747774000315,0.06268738870001606,0.0,0.239281204468188,0.37131293508175406,0.809778209486804,0.4542334466569518,0.25627327181479603,0.0,0.25672656629431684,0.8171604338675711,1.0,0.35178889428525073,0.165692083535697,unknown
Q99K46,0.0,1.0,0.5061656555651849,0.4214002723783588,0.37900829515909423,0.14103627584499218,0.3562151789030585,0.7395691469605055,0.32815401758078483,0.4675250711897988,0.5003466633651112,0.45204283768726083,0.0,0.5358053732821597,0.3297387643927201,0.5877367834592051,0.202302835211093,0.0920081713507491,0.0,0.5213878915438906,0.15746564318435066,0.2297697164788904,0.41314844620527463,0.23874582146836737,0.0,0.2760616565556524,0.1149250959514672,0.4025999752383316,0.3224526433081596,0.21790887705831344,unknown
O08915;D3YW40,0.2612572237292135,0.6530958839485792,0.22494869678028082,0.2622479065927587,0.191586271966034,0.10856704800094363,0.02530251208868969,0.1376223611274912,0.20544875574949917,0.19227739120179263,0.15984903880174528,0.1516570350277156,0.0,0.1655407477296853,0.16068404292959065,0.2142658332350516,0.2956480717065695,0.13141408184927472,0.14521523764594912,1.0,0.3425875692888315,0.3837716711876405,0.21554664465149181,0.0061710107323976904,0.0,0.7025120886897027,0.28781695954711645,0.13476589220426927,0.09728269843141908,0.10987144710461128,unknown
Q9D7M1,0.3280959115502591,0.24684257022935224,0.08327045646709,0.012982335076191547,0.19417766537879588,0.4008940521644176,0.03341889642568709,0.1704955202602528,0.05900440959570474,0.25499444535020854,0.08739189286540279,0.47043144273023385,0.0,0.03299424060543767,0.07190712170559857,0.23929734628028024,0.25544943372904594,0.43005122410831687,0.04102478549193651,0.32343228066716384,0.2514303697159729,0.21609293895951653,0.4551893320391444,0.4634549542547093,0.07629775956139113,0.28255915796817266,0.046552894294824,1.0,0.5917237613889276,0.5832685606821792,unknown
Q8BVU5;A2AH27,0.10942392199945059,0.6020152430650919,1.0,0.12446786597088709,0.054974594891513344,0.01611319005767648,0.028797033781928022,0.4893058225762152,0.7356323812139524,0.1539120433946717,0.029885333699533136,0.0,0.0,0.5408026641032682,0.6830884372425163,0.10937929140346031,0.07074464432848125,0.030326489975281506,0.0,0.9777190332326264,0.8451489975281529,0.0877128536116453,0.0,0.0,0.0,0.5433260093380943,0.660069349079923,0.10763869815984656,0.013569417742378506,0.0,unknown
B2RUE8,0.09846859402346472,0.387291761197899,0.19775393790108178,0.5041809813962521,0.4671193362286881,0.33105918195371614,0.08212873533415418,0.3075938290011009,0.23923964477863385,0.347426589745251,0.3566798470214551,0.2512154015686776,0.11444545277759724,0.26082517663836036,0.3100570428469559,0.6849679133985851,1.0,0.31469177416218225,0.0,0.18838724314513428,0.23578790432358762,0.29221494781875834,0.36872042522849485,0.2088708109159261,0.09076294807804443,0.11415699747196428,0.13221300317624884,0.4460037596421845,0.21141505153302553,0.18929474298308113,unknown
P08122;B2RQQ8,0.20048996234853017,0.1401621150589431,0.08421762220285726,0.06521267325430338,0.02748557241742152,0.0,0.26628960391969786,0.6687492806760793,0.1541704345538544,0.09489814373324983,0.030703211061968654,0.0,0.11403462619818776,0.3073280610315509,0.22687887407309873,0.11430920241363952,0.029114943851630135,0.012940102924976517,0.08036040183489217,0.8465003863797012,0.43845053517699345,0.09022705973265772,0.0,0.0,0.19358445273836253,1.0,0.4147251771592036,0.1179609016622545,0.06299797767218564,0.01241035168773938,unknown
Q6PCL9;Q8BY05,0.23566980850428623,0.024984006482705684,0.005381818569539822,0.008169275387043123,0.02088753358638632,0.025282552138866373,0.2059751780611592,0.0,0.01707361282893335,0.021907919989764147,0.0363703245617776,0.019780782189619133,0.4118970443980037,0.032135241182240794,0.0,0.016797458096984692,0.026583358212138017,0.0578517507570264,0.2527615473194866,0.0,0.0,0.0,0.03036209323154356,0.1492834904252144,1.0,0.0386989806798311,0.008565914615942331,0.009099884846675493,0.02493815839979528,0.04596536870388539,unknown
Q9CPS6;F8WH96,0.12236086919276969,0.5707718226207138,1.0,0.37443248336712226,0.2731646726249964,0.21285228862682423,0.05609491447988346,0.4999000599640217,0.8413808857542624,0.27315325090659903,0.2185345935295971,0.1476742525913023,0.0,0.42954227463521916,0.770566231689558,0.31178435795665416,0.30715856200565367,0.18006624596670606,0.0,0.5226578338711065,0.4247165986122611,0.504982724650924,0.24788269895205753,0.2007338454070418,0.04394791696410727,0.7993204077553465,0.6665143770880333,0.5060392336026953,0.3373404528711343,0.13485337369007222,unknown
A0A0R4J0T0;Q8K3A0,0.03842488789237661,0.7726550822122531,0.9589289050822072,0.0935514760837067,0.018034146113602344,0.0,0.005828895739910305,0.6706721786248121,0.6370866031390122,0.0782009062032886,0.0,0.0,0.0,0.4027816704035867,1.0,0.0981373785500743,0.01758454783258593,0.0,0.0,0.531413490284005,0.6487528026905816,0.07688364162929744,0.0,0.0,0.0,0.49072776532137424,0.598724775784752,0.012391395739910271,0.0,0.0,unknown
P70665;P70665-2,0.05033793452656119,0.21233295907359584,1.0,0.6007969530854385,0.31977192171366786,0.10576580146621738,0.022955330999713718,0.3064526781586405,0.518746009730751,0.5889307179182328,0.26323668626026325,0.0,0.0,0.2603086542060177,0.5014860313057243,0.4849305417960047,0.4921295378993006,0.10442727252713369,0.0,0.1375008255729474,0.6208088413358842,0.5443277634678444,0.17390088721572722,0.0286925126037469,0.0,0.17030359069193982,0.6885278383197913,0.3078616559892549,0.21536226140941725,0.07805296876031936,unknown
