,n113,n114,n115,n116,n117,n118,n119,n121,markers
Q9CX84,0.0003458016174504896,0.0004305755674317749,0.0002509446218619938,0.000480771671988582,0.0010548714189096105,0.0007055760048218267,0.00023757080798857166,0.00010959472271595132,unknown
Q9CXE7,0.00043931609629076375,0.000533279144979648,0.002441217358293306,0.000517115815881638,0.00043944459717530036,0.00030160742161195896,0.0003875515115817282,0.0002934515264508171,unknown
Q9CXJ1,0.0005381154387541216,0.0005292060430326179,0.0003144829267876278,0.00043119604068761556,0.0007770169727069115,0.00048583806112680744,0.0007394219748392422,0.00011844541067586627,unknown
Q9CXW2,0.0009036856613286264,0.0013447147762266846,0.0006297557055642845,0.0009379877132779876,0.00034759762660884657,0.00011281445578369819,2.617880582402393e-05,9.348538119552039e-06,unknown
Q9CXW4,0.0006146471288155063,0.00044349261360743274,0.0,0.0003095182010611692,0.0004386595370673879,0.0003831609800970962,0.0014973598262844486,0.0002733580531078762,60S Ribosome
Q9CXY6,0.00036691319369866243,0.0003975077818300394,0.0002250091388470408,0.00042326020409856233,0.0003271108012313871,0.0005952199896975567,0.0005729092055391363,0.0007729360726245494,unknown
Q9CY27,0.00060373757404234,0.0005730430834327471,0.0017837639845259513,0.0006435567784025904,0.0004241769116758959,0.00040386559283188503,0.00038382072234255583,0.00013213457814457386,Endoplasmic reticulum
Q9CY57,0.000272246575520181,0.00019991366680507922,0.00020108825704179265,0.00022984196870809337,0.00017094146164123674,0.0004882921889766078,0.0019341291649341529,0.0005677797447736837,unknown
Q9CYA0,0.0004083637332211737,0.0005884158614718762,0.0006743582340071983,0.0009498278497136854,0.0006143864790695249,0.0004183146387285574,0.00033262772874679555,9.30208409075225e-05,unknown
Q9CYD3,0.00026861881839897287,0.0003676288911818337,0.0003268610236273756,0.0008212730440869767,0.000727513267614491,0.0006595927747188351,0.0004148343068607366,0.00014007734231966036,unknown
Q9CYH2,0.0005255138244046453,0.0007144051108933919,0.0006219952657529917,0.0006510686361380654,0.0005422092130352408,0.0004919559538841771,0.00024321731659592707,0.0002522127459198535,unknown
Q9CYN9,0.0003443967281866096,0.00048288285880256554,0.0005520141922526908,0.0006159406499464565,0.0004626527789660687,0.0008041421014947822,0.0003080076174273061,0.0003094557925794365,unknown
Q9CYR0,0.0007150499465087052,0.0006214794228373624,0.000782624750168429,0.00043126567437858576,0.0007666871946095718,0.00044149827016974933,0.0002521149318751604,0.00017482707996368266,unknown
Q9CYZ2,0.0005216003811172792,0.0005257165814196777,0.00044137726813028866,0.00043232002429873445,0.000299574152690996,0.00028306523256398433,0.000253680889102332,0.0010478889472681219,unknown
Q9CZ44,0.0003117289931909206,0.00032442176213239634,0.0002837737019031974,0.00042625146331930474,0.0006057137583384143,0.0004720161700587588,0.00021594468226147386,0.0009133785851649407,unknown
Q9CZ83,0.00024024990062823147,0.00024794272816142945,0.0003142927883252919,0.00033268291963944294,0.0012952289891674988,0.0007878625811987628,0.0002912594617836426,7.390307112331777e-05,unknown
Q9CZG9,0.0010418593333680558,0.0006205913967118693,0.0006555604627420692,0.0005224572090938501,0.0004026983802548238,0.00039508820473182295,0.0004694680039412222,0.00017997598001708793,unknown
Q9CZP5,0.0003526693618137818,0.0003982396844080012,0.000861182475001524,0.00047451632238580986,0.0008022825702756277,0.0004292590398531565,0.0004977034998468516,0.000333538363288538,unknown
Q9CZS1,0.0003419141089043676,0.0002432857205982731,0.00032209899816190935,0.00038884447482250353,0.0012120507794108452,0.0006731801197391747,0.00030575561581761793,0.0001441432214034316,unknown
Q9CZV8,0.0008864282875025258,0.0005768998681553901,0.0005413600549417666,0.00044958701835897373,0.00023523216517916872,0.00038522020071528096,0.0004938162225829467,0.0005553409259930381,unknown
Q9CZX5,0.0006724869231324247,0.0005694196873404448,0.00046200903687156807,0.00046631761994748,0.000317438655479617,0.00035828499187142614,0.0008191966652424972,0.00045203895802619867,unknown
Q9CZX7,0.0005569660348405865,0.0006257000570802406,0.0006780811356410551,0.0006857353211915541,0.0003374102850359108,0.00017549344873681754,0.00017748842516978114,0.0007937704954324071,unknown
Q9CZX9,0.0005805902361374612,0.0005879895857659279,0.0006591606451442578,0.0006915828616694948,0.0005247538876135267,0.0005007903113100945,0.0004028536624368218,0.00017193433935466194,unknown
Q9D0D3,0.0003622641400911486,0.00040744689141044915,0.0003377306465217272,0.0003487908932816755,0.0007016429850632062,0.0010094079400569742,0.0003863862271270039,0.0001580891688229768,unknown
Q9D0F6,0.0002627183223238393,0.00024215762859220022,0.0003329656372945499,0.00022214676715693615,0.00024956202258255474,0.0012001391460667856,0.0007496392840800276,0.000471722064128681,unknown
Q9D0F9,0.00037758875653160715,0.00033871844935852647,0.00022714863026915733,0.00017802779500076269,8.866155358512695e-05,7.81706057405959e-05,8.720316106068706e-05,0.0020443593507698593,unknown
Q9D0I8,0.0003341756171223077,0.0003919789827261425,0.0006543292302860703,0.00048286660251873725,0.0003589349149518741,0.0004347473431849841,0.0009901804392349351,0.000511702082730908,unknown
Q9D0J4,0.0004258856157651644,0.0003313392142723794,0.001341681885573672,0.00023724382213825878,0.0002864472008370256,0.00018996520140221465,0.00013031910855292183,0.0013676070619828332,unknown
Q9D0J8,0.0006365214012838947,0.00048390814472619616,0.0011682174311055235,0.0002911674239873275,0.00028788401450129743,0.0004133422987017674,0.000573462003770002,0.0006346421161593456,unknown
Q9D0K2,0.0003040386134831205,0.00021018717495301876,0.0005232280344686975,0.0003576922287255353,0.0011294935380158496,0.0007253472435629226,0.00039648992345715745,0.0001411390418733183,Mitochondrion
Q9D0L7,0.00031073651856694794,0.0004016229537907218,0.0003227371298486515,0.00026108054982667574,0.00035268414090358397,0.0003790414847864551,0.00033989417656390166,0.0012492550371593603,unknown
Q9D0N7,0.0002769316973872399,0.00011023601807915072,0.0019759296212227134,0.00010652364838794184,0.00010914758753371302,6.310325300671055e-05,0.003033105637572003,9.721439580721118e-05,unknown
Q9D0Q7,0.000380727754952972,0.0003632735777267427,0.00046742182064740955,0.0003989013954551224,0.000561559368209077,0.0005059856273764715,0.0011892714987205195,0.00023661494845706195,unknown
Q9D0T1,0.0004599599630733577,0.0004594045655577752,0.0006053068381527616,0.00029721753181287316,0.00021020087776500552,0.0002904596694712246,0.001699209311641893,0.0004069821326678624,unknown
Q9D0W5,0.00044284477212045765,0.00043591983837875395,0.00023141230692677093,0.00028766865907670373,0.00022613555884607727,0.0004646978827565148,0.00025249272740982155,0.0012313643880622466,unknown
Q9D142,0.00025725558298599153,0.00034811293407326684,0.0003636317931056147,0.00023907789657534443,0.00018015855522942833,0.0006046409936115961,0.00028673634809613124,0.001306959761873459,unknown
Q9D1A2,0.0003573052785591399,0.0003843460700029502,0.00023211799330767513,0.0002392833453146994,0.00019899413785162107,0.00021183485544227015,0.000156806412763014,0.0016937322764815467,unknown
Q9D1B8,0.0004553053178594411,0.00040760996171449235,0.00034433806978586754,0.00043608085012989344,0.0003338830525468483,0.0010760223789051475,0.0006932970351261596,0.00012105086685763091,unknown
Q9D1D4,0.00026089483416978366,0.0003844421109710395,0.0008393165197494412,0.001076661641748483,0.0007072566779984955,0.0005078826052700216,0.00029880752991640476,2.4086220726775974e-05,unknown
Q9D1G1,0.0005976017227154934,0.000746179102485828,0.0003799119432391732,0.000825617935517527,0.0004179411146090924,0.0003710536751628472,0.00017445962464428445,0.0003719255626521615,unknown
Q9D1I6,0.00029771956325435207,0.0003206275919964033,0.00024347781818777998,0.00032615171688622074,0.001121654709325511,0.0007188589680459411,0.00039212814589628556,0.0001811180173609252,unknown
Q9D1L9,0.0009734426461180116,0.0008941985364132651,0.0023483751232119343,0.0006361384867060404,0.0002614483743486409,8.602217475185525e-05,7.957843391845133e-05,0.00018859815048349738,unknown
Q9D1M4,0.0003985083839639129,0.0002830501325882559,0.0003652724473383321,0.00021560104934573697,0.0001495137399538343,0.00011984034094668022,0.00016944966432148374,0.001854504463331123,unknown
Q9D1Q4,0.00070034487396981,0.0006851375791726954,0.0016202020838169372,0.0005439202385275539,0.0004265794931895353,0.00035820866981455424,0.0003975084233449806,0.000152424598784256,unknown
Q9D1R1,0.0002349734133459169,0.00032125336486284195,0.0005234253524962497,0.0005298278505825147,0.001102722665254098,0.0006272625254251591,0.00038759473150347574,8.601432953131716e-05,unknown
Q9D2M8,0.0004045071048794646,0.00039631253587304327,0.00041208084075091317,0.00029596931961170617,0.00022640939909869626,0.00037004144467480413,0.0002680537625543318,0.001313936095077876,unknown
Q9D2N4,0.0013707324781958466,0.0008914623148404281,0.0005336290653695217,0.0005583613778422657,0.0003497531008870275,0.00025330905351747025,0.00016708191325111633,0.00015312897150275044,unknown
Q9D2R6,0.00025555929926558344,0.00023521755102044316,0.0002496514279282305,0.000436405932900043,0.0012311689110887567,0.0008119327683697793,0.000285005125966271,4.1246983499521174e-05,unknown
Q9D2V8,0.00030752764397480847,0.00035560929751485894,0.0008416040703946601,0.000917331326095119,0.000613968827088413,0.0005813650462609785,0.0004627004168637118,6.871544742750453e-05,unknown
Q9D338,0.00022200886988871688,0.0002118150312806425,0.00033569261369227637,0.00035417292461960645,0.0012068359268248743,0.0007213317727364241,0.0005375125529177945,8.610157243400347e-05,Mitochondrion
Q9D358,0.0005269106749272188,0.0003889759444518311,0.00026763580863972024,0.00017974515442828164,0.0001648120798230509,0.00024139629880530123,0.00016198403568319197,0.001625354165018643,unknown
Q9D3B1,0.00042721883985783794,0.001147614860936864,0.0007317344174473492,0.0005597614920357127,0.0004887082345838203,0.00044692662499393226,0.00037923459106787406,7.643394460973866e-05,unknown
Q9D3D9,0.0001566538763174774,0.00016800460652584813,0.00014607764527839877,0.00040665296630628447,0.0014007005219520872,0.0007931399758866404,0.0002830184110421237,6.023579404219731e-05,unknown
Q9D3N8,0.0013526183645614749,0.0011183264720496875,0.000434148284880252,0.0006452571717247755,0.00021628679363065799,0.00023854787426403446,0.00018685297673980418,8.609840303831106e-05,unknown
Q9D5T7,0.0005227911290126286,0.00036435137555361,0.0004510376179140903,0.000370760358017657,0.00026026268430565374,0.0005256855993210299,0.0011126701833522347,0.000488484839799986,unknown
Q9D5V5,0.0011021528716055147,0.000854800190822701,0.00044851007229912226,0.0004844393303111957,0.00027364597302934713,0.00022015972891292106,0.00016197753608322902,0.0005429409215604194,unknown
Q9D662,0.00033101117237203617,0.0002768936504182884,0.0009427101193155178,0.0003254928298591992,0.0003051791753918442,0.00038932479073801497,0.0017703902749818601,0.00027836374518608016,unknown
Q9D6F9,0.0005143137062599674,0.0004623896068959708,0.00038237014936902343,0.0005476961055452084,0.00033194979051495683,0.0003118477728267598,0.0005724579862869474,0.0007589451210819666,unknown
Q9D6K5,0.00030825112100715975,0.0003176297127818229,0.0003020752383039561,0.0003044206198410477,0.0004444332097128327,0.00043597006177643796,0.00022748730345880904,0.001202676135877385,unknown
Q9D6N5,0.00035175815595884824,0.000481415756207826,0.0005944760279261803,0.00027854240027032275,0.0002694404906240535,0.0006514325658627568,0.0008048894754710156,0.0006161921234992921,unknown
Q9D6S7,0.00023026694015764265,0.00022268696121015483,0.0002813131002083892,0.000408648400049709,0.0011620590814349554,0.000788625928232191,0.00034667103330897824,0.00013327936728485694,unknown
Q9D6U8,0.00013178388042596267,0.00013306041518225018,0.00012644631365824277,0.00041860513322363433,0.0013691761231173151,0.0008965935075694066,0.0002702769468528449,3.2200749244161935e-05,unknown
Q9D6W8,0.0008246293549807905,0.0011153984976086761,0.0005653913751434444,0.0011201705439414218,0.0003630675747930448,8.979547352717422e-05,0.00011454388402436514,3.264267526661212e-05,unknown
Q9D6X6,0.0007530401325846058,0.0003220007826381231,0.00021179049458780493,0.0004538029340697937,0.0005825745163277754,0.0009346109441023713,0.00047415070795508546,4.194679148718191e-05,unknown
Q9D6Y7,0.0006808693683640907,0.0012191842742151641,0.00048773813887586587,0.0008860420478071987,0.00040618539242110683,0.00021626747253121475,0.00011580847501578502,0.00010785674827632237,unknown
Q9D7B6,0.00020371512105604243,0.00025971739216220724,0.0003542120324296967,0.0004242433426263576,0.0010741298436201584,0.0008497108117471398,0.00036773683742153307,0.00010456188786471391,unknown
Q9D7E3,0.0008117129014601807,0.0006685113126744381,0.00031024837240481185,0.00031863127997186697,0.0004154894339589271,0.0005885120262234177,9.804763817378898e-05,0.0005802771773487231,unknown
Q9D7E4,0.000493468132099986,0.0006060975664921105,0.0008707258734466662,0.0006940359724902301,0.0004714937044051817,0.0003733703071321724,0.0002865377413095554,0.00040609427308378884,unknown
Q9D7I8,0.0006009905562693549,0.0007003534859744769,0.00046925097946259306,0.0003329445680040658,0.0006036307095214477,0.001032674231312743,0.00014564398431142752,0.0,unknown
Q9D7P6,0.000529148315989454,0.0006447212458714684,0.0006104743700246403,0.0005501313652837064,0.000420371613043435,0.0005293467574823521,0.00044194071827854844,0.0003471009846385848,unknown
Q9D819,0.0003611630843481557,0.0002913984184529671,0.00028904202217992623,0.0001416317949504487,7.135055671193052e-05,5.774795666328919e-05,5.9369350588392146e-05,0.0021571832939515268,unknown
Q9D823,0.0005500237612450716,0.0005230042069277381,0.0005325046435025035,0.0003862253389822537,0.0003672276412144291,0.00047243383882013344,0.0009055960758095826,0.00040282728079566826,unknown
Q9D892,0.0003202551146660885,0.000330514106878546,0.00037458460246844554,0.0001426394350575737,9.220817222472093e-05,0.00010539267103444746,0.0001227459937474454,0.002029087226531638,unknown
Q9D898,0.0006837973823408632,0.0006667858773343069,0.0004161721508060683,0.0005899011408549698,0.0003274561934422418,0.00035397164461752805,0.0007256932364072301,0.00033348267651735447,unknown
Q9D8C2,0.0009157181987454126,0.0010294432690987783,0.001361041288487629,0.0006596608902341303,0.00025803520789585455,0.00022279847980770552,0.000264788154617239,0.00011295042657209158,unknown
Q9D8M4,0.00038813687003293326,0.0003687283500473391,0.0009635058499812059,0.0003108472328287463,0.00034888118354297134,0.0003814125531568934,0.0006754076991617714,0.0008181184136503731,unknown
Q9D8Z2,0.00033324282565582136,0.00032868053235770786,0.00043845906956226907,0.0003960406133702792,0.0010187735537898097,0.000619823262224488,0.0003661172710682981,0.00025476749442102846,unknown
Q9D9B0,0.00036069055809461327,0.0005336323891323559,0.0003647734628026756,0.000665814666587163,0.00038986925959328485,0.00014230345907234284,9.128148158859193e-05,0.0011128210297481412,unknown
Q9D9G3,0.0011777311757107801,0.0009256825861453044,0.0006675308097098089,0.0006919187376001691,0.0003539887412063606,0.000323950188901607,0.00015483283776673818,3.9002752433052026e-05,unknown
Q9D9Z5,0.0004796935570115553,0.00047010168729797895,0.0006890636495340553,0.0004931827690448572,0.00033665096287376853,0.0005110732045873414,0.0003648224390438066,0.0006746263304854557,unknown
Q9DAW6,0.0004803643593036832,0.00023356378111554917,0.0,0.0002637355301392439,0.0002912527381345668,0.0006250660494514837,0.000916266567239778,0.0008039656462282193,unknown
Q9DB50,0.0006219103169888805,0.0007033387254293525,0.001177854968361515,0.0008011164913117871,0.000329501522728249,0.00016665077852539824,0.0003505399327605475,0.0003857534381549647,unknown
Q9DBC7,0.001842421429726399,0.00107460990644496,0.0003356306557793408,0.0005498208454635966,0.0002380175285954541,9.744229012389818e-05,6.336478187272206e-05,0.00010220169967712314,unknown
Q9DBL1,0.0002301580574128729,0.00026762566383741707,0.00018754424610426993,0.00044538327475800117,0.0012345720715973194,0.0007594635639234313,0.00031543277493300127,7.183271566078335e-05,unknown
Q9DBT5,0.0003616532165059226,0.00033103140769446144,0.00031559735049811966,0.00028876857350540274,0.0003021749172510029,0.0003834491505093668,0.0010627675552403958,0.0008475997330408206,unknown
Q9DBU0,0.00029835098217089866,0.0005621294890162624,0.000563215371556414,0.0011628837294313955,0.0006616467329223259,0.000396072021504245,0.00020732777474245535,7.856929182638706e-05,unknown
Q9DBY8,0.00025162699468364076,0.00029771644259830274,0.0005006962416803874,0.0002879972075217693,0.0002831337198647647,0.0005704353289597723,0.0016862665629662622,0.0003523421423196206,unknown
Q9DBZ1,0.0003935477094489969,0.00047161834314088613,0.0005783526054911056,0.0008229423629862985,0.0006540745108555585,0.0005572616666421017,0.00038655832773248097,0.00011096329263162835,unknown
Q9DC16,0.0006735695990751568,0.0007139748829920089,0.0007566992296617143,0.0006424147158798498,0.0009099906810563336,0.00034192470842891537,8.412300208905464e-05,2.3927713540812658e-05,unknown
Q9DC23,0.0004920712972582619,0.0005954603351285996,0.000532280632036847,0.0008806242595710071,0.0006192590891155729,0.00048740256693141485,0.00024854023265694325,0.00010875329527941939,unknown
Q9DC51,0.0017034922183908844,0.0009621262880017216,0.0006420718670683458,0.0006421871300607228,0.00028608869435661766,0.00020692939860635694,0.0,0.0,unknown
Q9DC71,0.0003291533413130669,0.00033354239003352944,0.0004241247408314201,0.000328417031639864,0.0010185927911265848,0.000629279629362191,0.0003353804592474677,0.00032544391870332405,unknown
Q9DCA5,0.0003558572042361106,0.00041702985858966033,0.00024806357356324445,0.0004034740557208968,0.0002897702385057757,0.0005556903535266126,0.000917734351007837,0.0006418356748911804,unknown
Q9DCI3,0.00041704004909996295,0.0005649188096611745,0.0008610669163226517,0.0004979088207460649,0.00046374163544941806,0.00040454170402508835,0.0006855705974657242,0.00038890115402640056,unknown
Q9DCJ5,0.00018204936606567998,0.00017743673340980454,0.00017656672059504646,0.00037871454239805604,0.0012689678320833573,0.0008377762878598647,0.0003760802380020219,7.955260052119091e-05,unknown
Q9DCS9,0.00046410159915388907,0.0005119567941983881,0.0,0.000427201860438365,0.0009025941194820893,0.0005307131802218056,0.0005204928513384174,0.00022889261248344608,Mitochondrion
Q9DCT5,0.00048295499427196534,0.00045354131043673547,0.0008791926686384026,0.0008407633276157501,0.0006452838471666147,0.000492773138577908,0.0004113882020343457,3.261673169254346e-05,unknown
Q9DCT6,0.00013957707854064157,0.00012847109635832622,0.00014998075851464137,0.00014589783381002548,0.00023474178906115052,0.001492604264753718,0.0007416553408771615,0.0004749265552387302,Nucleus - Chromatin
Q9DCZ4,0.00038569559561604756,0.0002461340550908563,0.00013082447479298155,0.00040593910090159645,0.00128022516728867,0.0007960445680038142,0.00022291537313300457,1.2670563097102464e-05,unknown
Q9EP52,0.0006603611432345052,0.0005131968698625781,0.0008982539496723655,0.0006764433767151323,0.00042075278863858986,0.0004888412884557355,0.0004895186841858453,0.00018503688354547113,unknown
Q9EPL8,0.0002789376907962337,0.00028049174798211825,0.0002450928508075878,0.00022021124022652652,0.0001483018074870233,0.00021190547206498164,0.00022017287079745268,0.0018391074616042346,unknown
Q9EPR2,0.0005052309303132162,0.000583330577604484,0.00037608034641017316,0.0007719565485277669,0.0007088781661136165,0.0005857718660620579,0.00024069117888256402,6.455920817163573e-05,unknown
Q9EPR4,0.0006030589382435518,0.0005157654141793185,0.0011740351699275888,0.0005314549895737816,0.00042138090053290845,0.0004638123472156811,0.0003910959837913082,0.000360006808072881,unknown
Q9EPR5,0.0003181740902376924,0.0003912473340247794,0.0,0.0004653025203094873,0.0002902314576435811,0.0001970813221604169,0.0,0.00159962658076059,unknown
Q9EPU4,0.0002655326307722597,0.00029572679860015715,0.00030347454887335917,0.00024589639115613104,0.0002465348034393587,0.0007729007814172233,0.0013045871870276265,0.0005002571286587439,unknown
Q9EQ80,0.00052365462865058,0.00042809599820314994,0.0010299584119624755,0.000416693291997056,0.00037520019484912865,0.0004400101224251247,0.0002715323121844067,0.0007463925238820515,unknown
Q9ER88,8.500501550034714e-05,0.00016331269621068338,0.0002499323994168357,0.0003810409817914542,0.001424502148584127,0.0007626686162206682,0.0004327270260990342,2.1342950020164123e-05,unknown
Q9ERR7,0.0004865955548066794,0.00045584771301425826,0.000611400898738392,0.0006060264726332789,0.00048538223052240425,0.0004445206805007425,0.0004373535424253012,0.00048091241518242555,unknown
Q9ES97,0.0007175914261650433,0.0004200389523066348,0.0,0.0010473012323679843,0.0006995821499422665,0.0003375365367265394,0.0,0.00029604138244408344,unknown
Q9ESW4,0.00035963476281730315,0.0004197490590249549,0.0005018257612525991,0.00042335942926887977,0.0008101352747351141,0.0007200836444200047,0.0003835908420343727,0.0002261054599885842,unknown
Q9ESX5,0.0005155421546068003,0.000523028626392647,0.0005696807791705555,0.00043093716527342895,0.00034706434054407656,0.00032848879128277535,0.00038957581295738736,0.0008507247127242209,unknown
Q9JHJ0,0.0005906892828582969,0.0005381597865667985,0.0003985484986863509,0.0005093357995397744,0.00028085674197019363,0.0002333630015201919,0.00015907005755489765,0.0010632701803532196,unknown
Q9JI59,0.0007766798869780427,0.0009095885252581439,0.0012730225353320742,0.0007922105004173367,0.0003906644660353383,0.00027361238647001653,0.00019500888223820744,5.943664808763477e-05,unknown
Q9JIG8,0.0005002987317595443,0.0005788750813176616,0.0014897037849183816,0.000785289156263337,0.0005166497266080951,0.0004345099429074591,0.0003783095819288631,3.024730301725144e-05,unknown
Q9JIM1,0.0012274426800025294,0.0008938692267831446,0.0010184431878767556,0.0006576321164311857,0.00035540108506235536,0.0002905050125151881,0.0001600780565265307,0.0,unknown
Q9JIX8,0.00015302006500481037,0.000137431022484681,0.00020800238035231192,0.00015073452541263332,0.00014470704806493096,0.0007106553382279451,0.0021713115695960105,0.00041801633076120033,unknown
Q9JIY5,0.0003958574814959049,0.00046674876229393025,0.0004504099894012888,0.00042347766177266505,0.0009988217901781597,0.0006064108829440946,0.0004233901727870377,8.91679509864568e-05,unknown
Q9JJ00,0.0007014397094888212,0.0012121771221081255,0.0003192120845314968,0.0008742025175481816,0.0004984753123060874,0.00025787550475872984,0.00015354073373654662,0.0,unknown
Q9JJ11,0.0005517336029045608,0.0004749550263789805,0.0006990637144320906,0.0003986671215094251,0.00034724151076816987,0.00040369904758422604,0.0005648139876373811,0.0006767516355887687,unknown
Q9JJ78,0.0003981222444319214,0.00030802417086167285,0.0003327007598197303,0.00019626940964334163,0.00011688079950094051,0.00013971767480461532,0.00014037013152531016,0.0018915618538228203,unknown
Q9JKK1,0.0009083041524995276,0.0012409648148072345,0.001050558957556514,0.000778163345499356,0.0002474685417148248,0.0001866856683500624,0.00011763655037351552,7.999925059830582e-05,unknown
Q9JKL4,0.0002891203169053825,0.00033687566558024157,0.00030074644480145344,0.00040171066552138757,0.0008013307207752068,0.0006516933778438666,0.00027738347259318445,0.0005370324270308837,unknown
Q9JKV5,0.0009757075893837957,0.0010538120114909743,0.001320043084777977,0.0007506779647692761,0.0002803282893297126,0.0002165134860235617,0.00014178298883767032,4.920686777122418e-05,unknown
Q9JKX6,0.0006470163820719558,0.0003576860059790645,0.000622491642022238,0.0004635985730541562,0.0005220434754427667,0.0005461252503379952,0.00047933585377533955,0.00040731774817068706,unknown
Q9JKY0,0.00030451943398357374,0.00034570977367476334,0.00031443312018781774,0.0005898535542751106,0.0005847348709297342,0.0007134422183253496,0.0008320923546865512,0.0001645032591241275,unknown
Q9JM76,0.0005073051815370898,0.0006431731393224155,0.00020200137011646863,0.0005754353655210661,0.00031871237925710827,0.0005298526090565321,0.00039422721153196483,0.0005671725210127823,unknown
Q9QWL7,0.00022299800725898364,0.0004122065018702842,0.0002243553278549308,0.0012269462475717212,0.0005121075253118805,0.0003813511315471741,0.0007221967659679418,0.00010355685723561569,unknown
Q9QXK7,0.00024493417941903636,0.00024223032093926967,0.00021834773694511046,0.00023731727864209908,0.00019130182223861997,0.000427187772412541,0.0018814875444641826,0.0006171082511361744,unknown
Q9QXV3,0.0001926307958374879,0.00023299481493334155,0.00020564679019621332,0.00015790886041464587,0.00023835209967491787,0.0012803808949011183,0.0013345439805995418,0.00018612306183634828,unknown
Q9QY33,0.0007201477952490544,0.0007108726503572481,0.0013787355456066905,0.000525290737174097,0.00032757419379023887,0.00022543603836417057,0.0002725617114757987,0.0004975465213989854,unknown
Q9QYM8,7.647179844084193e-05,0.00011201474469410655,7.02969470394755e-05,0.0004010566515117562,0.001403449123265793,0.0009336681372936259,0.0003013684172767125,2.3481164771272375e-05,unknown
Q9QYP6,0.0005122610973754253,0.0004355956527472036,0.0002110581884419253,0.00025976334808278323,0.0001455680461589289,0.0001674491272386454,0.00010468801395886995,0.001672581424765304,unknown
Q9QZE7,0.0004972224189171174,0.00044715363666170057,0.0002755155074221865,0.00027533756058004767,0.00020890880641382013,0.0002762008978977569,0.00031711080625182545,0.0013490696008340408,unknown
Q9QZM0,0.0005874223923519197,0.0008312171977703579,0.0006673840754147464,0.0005872983047362087,0.00030079194296566694,0.00025574538342605955,0.00026006646219202065,0.0006249842559755686,unknown
Q9R099,0.0004709221718326818,0.0005267943695308015,0.0005693124848237791,0.0007396350279800598,0.0005903806421897093,0.0005747484859115128,0.00026431995661095045,0.0002152596047509362,unknown
Q9R0A0,0.0006706257954054773,0.0004816376861749173,0.0007325213177581262,0.00045382685376056046,0.0005559378726798892,0.0005989726356967543,0.000519770688717595,0.0001785541935858553,unknown
Q9R0M4,0.0003670923188081595,0.0007555507416860859,0.001260655494214732,0.000693641780447198,0.000248308624179568,0.0003026525728605211,0.00024078223421579483,0.0005960201680028804,unknown
Q9R0P9,0.00021720945584505894,0.0002422170821828649,8.57093940759733e-05,0.00013260809870699008,7.011688170382553e-05,3.978680094615702e-05,4.050505190030744e-05,0.002371702320305988,unknown
Q9R0Q3,0.0003921030512451218,0.0006571958147054681,0.000266099505264107,0.0010285712897279008,0.0005752452703303123,0.0006069257794678801,0.00020687775627201556,1.9188347885362878e-05,unknown
Q9R0U0,0.00036467192897661976,0.0003572254100432864,0.00030535076105223775,0.00032281262753384223,0.0003229118850630736,0.0005770315160866835,0.0011291735328206572,0.0005519772915796965,unknown
Q9R1C0,0.00039177408316750956,0.0004351642572669213,0.0004870360850555157,0.00045731772195420036,0.0003337876790423483,0.00047319505803945355,0.00034308564940611967,0.0008889104183898718,unknown
Q9R1C6,0.00036853552976187854,0.0003950281336081966,0.0004450251562598438,0.0005058229974655433,0.0003773079723472084,0.0006734433103459804,0.0008191144646470133,0.0003740377914213792,unknown
Q9R1C8,0.0004181335222298853,0.0003979747500261992,0.00016204480581928713,0.00044509407990511274,0.000398610751945174,0.000412680635647727,0.0010737200562852033,0.0005411726994472938,unknown
Q9R1P3,0.00037050406992336713,0.0002802514041467934,0.0001524726736656871,0.00016191088914673126,0.00011626817307730269,0.00012110757269526436,0.0001252874920853339,0.002030690290204227,Proteasome
Q9R1Q9,0.0007457329974472838,0.0005655871421302466,0.0005329747671841415,0.0006794570846561411,0.0004287509262529746,0.0004656449113081954,0.0002867940842747306,0.00032033215818347814,Endoplasmic reticulum
Q9R1T2,0.00034555451124698364,0.00029500437816530384,0.00028223725831098443,0.0001925100062064478,0.00026074625876360013,0.0002218048420522374,0.00023606860970919123,0.0016744536885795816,unknown
Q9R1X4,0.0008007388172246718,0.0008252360687161752,0.0004918366831569459,0.0006478838474861412,0.0004264717477850216,0.0004502139035556796,0.0003060467959615528,0.00014703855448506713,unknown
Q9WTL7,0.000502518967078985,0.00042772614393108663,0.0003540271116884575,0.00027841331268841713,0.0002326071511150624,0.0003147091790611519,0.00040483809476336304,0.0012235993226740421,unknown
Q9WTN3,0.001332886091965437,0.0009199395422273242,0.0013411766709055379,0.0006619645316372899,0.0003699922241460392,0.0001178639864802286,0.00010581610029383604,1.794475529343366e-05,unknown
Q9WTQ8,0.0002942320962355861,0.0003676642248059394,0.0005040288741744275,0.00045281289361157626,0.000957344326910233,0.0006391545565651735,0.0004747611654719615,0.00016102824292245344,unknown
Q9WTX6,0.0006386831843925243,0.0005269293579571077,0.00042570807261692675,0.00034026269105666114,0.000305831123642792,0.0006375277517641109,0.0007198423158646415,0.00042053169123075696,unknown
Q9WU79,0.00018580323595669904,0.00014880624228331767,0.00020754375324357537,0.0003685150665933853,0.0013490126397857959,0.0007528079350553522,0.0004977925119650642,3.0408194759702527e-05,Mitochondrion
