,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,markers
AT3G28715,0.9178065592967787,0.5318518973356008,0.38394102184971873,0.27314333443438943,0.2345369424122563,0.18209081521424433,0.07255802679848833,0.07710880116039263,0.054939017853111005,0.09219808746914163,1.0,0.5598528699874502,0.32869897710772783,0.28408455469332883,0.23320309830269206,0.17834366616744124,0.0,0.09051374388129904,0.05900644890692131,0.08647114477726141,unknown
AT5G60640,0.84378440564402,1.0,0.7673323251049284,0.5838224916842948,0.4643463210841134,0.4056804957474921,0.1499784050355662,0.12063913880747174,0.06157955808455538,0.05370229368016931,0.772855022624271,0.8241120036027801,0.914901772876131,0.7432606145684533,0.5614583144295203,0.40515597951696486,0.0749998018035017,0.07998540372025538,0.07413653675985203,0.0,ER
AT3G09440,0.19136481562032098,0.04325481794267153,0.0,0.11427921290595433,0.2733590453685102,0.7946046842101763,0.6060902656951845,1.0,0.8336081517413059,0.9440158499387629,0.4272614174273507,0.14339474839263416,0.14943282092059795,0.46592781436483904,0.6511261452844235,0.9526460411608593,0.37147855159689636,0.5709258560499932,0.5705925114995819,0.49779093672570995,unknown
AT1G77510,1.0,0.9527802031241395,0.7182206460750811,0.4500804292477217,0.3965087997846957,0.2387242158512498,0.06194916215762987,0.05379135174224685,0.01712807957908777,0.0,0.8819137440946007,0.8183615212247587,0.7189772968055874,0.5083325097331259,0.3217301158039226,0.23074435886543573,0.29210841622098516,0.07054325599425222,0.03610373538256845,0.01036793343661577,unknown
AT5G02500,0.13407844423720697,0.14898338922299875,0.0760552605750472,0.16459245723268426,0.29451699462777436,0.4662922308435032,0.32556617049687403,0.4563553143093734,0.3771677184790405,0.3908427765769893,0.061364579990878104,0.0,0.04332036008124113,0.05075863158708043,0.16643872787301764,0.25580327648452494,1.0,0.5849620946080745,0.40992507184634874,0.2618780141303266,unknown
AT3G18820,0.9668326997888561,0.908507433292149,0.7317158011510276,0.5836129871757275,0.47891912421455285,0.35598498717313204,0.1152504468229155,0.09572725484279296,0.09515843942067534,0.11254323935389778,1.0,0.712360308591466,0.557789365207962,0.5687322790434806,0.4743654231971363,0.3875819819020976,0.0,0.21760706410721223,0.17316122011830226,0.35265477106806964,unknown
AT4G36750,0.8324669564967588,0.9466434263199642,0.7027751490704717,0.5352223768148878,0.41930380128065614,0.27034063924544777,0.07877786035194063,0.08015932037995138,0.011512759124811594,0.0,1.0,0.7283336870171803,0.5860251794992125,0.5293309764067576,0.4006886657486971,0.25457149287315595,0.21610116715030445,0.0474930696126822,0.045271600595211466,0.06938644379077465,unknown
AT2G30930,0.8263294859851152,0.5968351620916135,0.33484142318985083,0.27627549561083065,0.15784200741047297,0.09606121103939687,0.03564580328025173,0.05077909907479156,0.0,0.023207691273750112,1.0,0.4796823885328959,0.2882769531225786,0.15925791160798494,0.13445867421677427,0.055748532218109256,0.12482172541625995,0.05836117377153624,0.052629377167154184,0.044580645880064405,unknown
AT1G52280,0.7831371018590576,0.5089182508592854,0.3830907145849231,0.24518817868642176,0.24909398470725444,0.18869991972679745,0.025366885783090137,0.06352800366060735,0.15350590140435746,0.3036009557304476,1.0,0.5891644652230916,0.4133245311826123,0.2855490288525932,0.3048467625237179,0.23383829403620582,0.0,0.022507734682103063,0.033808975867808226,0.021090104634110415,unknown
AT1G77120,0.2072514260444906,0.179646133317952,0.09345041625809927,0.11528900886350962,0.23432759377823925,0.39762284132202813,0.46186761415854344,0.6217595077964277,0.7319156209263425,0.9224356386149084,0.1447357028320932,0.033744314087404595,0.0,0.007020274941839215,0.08497953740554885,0.25254652131279925,1.0,0.8753877572052068,0.7313047962930919,0.8358469031551019,unknown
AT5G20290,0.8307054681160868,1.0,0.6526952975605655,0.4984679647811948,0.47762036653238826,0.19928059005867277,0.13139226945743523,0.10699621758344165,9.789907768916857e-05,0.0,0.8496807249518085,0.7620754214804869,0.4973851868436571,0.49968440133976905,0.2830000949938304,0.23386502550018387,0.3509948579966379,0.2479521389719996,0.16029105819945857,0.01232715426873044,Ribosome
AT3G25220,0.8896022228010344,0.7390425316109838,0.7671111103826845,0.57166128066221,0.3024886751433061,0.20674210725076161,0.0703060932766556,0.025670445182882574,0.010548176917363794,0.012416003798876316,0.7049793415581321,1.0,0.7563095399702073,0.5184029816574469,0.26815607624889665,0.257664501514857,0.06575856081889757,0.00988354003992116,0.014434111670997262,0.0,unknown
AT4G39080,0.8358860996178542,0.5615180297839389,0.3002019939769158,0.16202963819979768,0.14200445516505256,0.06958132243782184,0.0749921311204101,0.026217490984757365,0.04963064489365174,0.0,1.0,0.5601004891765693,0.2521169753583874,0.13722519857743778,0.09114376992983131,0.08149875651269226,0.05679640327955417,0.019116483167793245,0.021843272930153486,0.002220454052588884,Vacuole
AT4G20260,0.5829984056862023,1.0,0.8648704532330089,0.6519001176096721,0.5190924174447126,0.3808684848580351,0.25141774336142986,0.20651734916903855,0.041301664852195455,0.0,0.5810439815191617,0.7242285658610739,0.9723141218004898,0.7561715073682587,0.4571117941113231,0.2980049920971808,0.45150205773810137,0.054472065204440895,0.1604157090006755,0.043701853326296454,PM
AT1G07920,0.20111791974891668,0.7113635972264162,1.0,0.15785944001491262,0.30288584864866136,0.2905293503762288,0.13905528150648913,0.0,0.10388711343758417,0.25289648123011277,0.2787182359138012,0.18799688603835016,0.30070893426107365,0.2878478389027902,0.23510878703455348,0.44612223146632324,0.3851394864378444,0.5661946198922214,0.07963570924524466,0.3921223338028021,unknown
AT2G31390,0.19090600284679166,0.0,0.0360280097252894,0.12704018821078267,0.244892156621233,0.42252163007729704,0.7997815282861308,0.9015584713452758,1.0,0.9843313080069427,0.24664309308350454,0.09005807526522612,0.06206616838566889,0.16194667001853458,0.30655005929435736,0.5046484360036988,0.5866725971102024,0.9788069239698508,0.9973374852572541,0.7723297998767131,unknown
AT5G62690,1.0,0.4340824322728484,0.8736839919979279,0.6947541374922814,0.6635458797123975,0.37491459634331253,0.0,0.05757384944242508,0.203123227602128,0.1512363342541532,0.41087788356419325,0.639553529538022,0.6036974744787692,0.5273598382549296,0.31609181408754217,0.4739448118418684,0.5447452203660271,0.1639163602989928,0.21578192683366898,0.5569455741141152,unknown
AT3G19820,0.9102637130428808,0.7375305544627032,0.4005491489428605,0.3531005081108635,0.3055292409169653,0.19308932941672963,0.09063993880377301,0.03479269464538175,0.01968251219342301,0.009767130079892602,1.0,0.7126530569079513,0.4659725211194147,0.3329577952733485,0.2224682150376272,0.17536694496350672,0.08382851060917902,0.023353220471116824,0.03834449649528163,0.0,unknown
AT3G16420,0.1772578276755713,0.1350514784172676,0.14540725974237084,0.2880931107255194,0.380714879191551,0.41257977364517806,0.7132910831964409,0.7807845199084986,0.6426001981698217,0.7027226357464942,0.11596253204454046,0.0,0.06752003310520178,0.19432349654195252,0.26724155600399613,0.35769332484092436,0.8064257533461178,1.0,0.852530482713421,0.716805587822559,unknown
AT3G42050,0.9474992810052629,0.4967474130915754,0.30963366508678913,0.1930006230290111,0.16752228521475507,0.15189917794482274,0.07118244198659512,0.04616840534731766,0.022931006215657437,0.04882125980070335,1.0,0.5037049904022457,0.30048290557532126,0.21398648729764305,0.17525579024550195,0.11259955931860754,0.14237188567874248,0.00673773112331512,0.0,0.0002662121506898253,unknown
AT4G21150,0.45879821213744193,0.935842229981602,1.0,0.7425839308161546,0.6339822575667837,0.506208439000013,0.20835189785906744,0.06874812971790807,0.010623238916151873,0.0,0.3546796474666351,0.6776169343116267,0.9325325093328921,0.7776423278718791,0.6296372170387112,0.4981284979797766,0.21243593965573349,0.23147536555758402,0.0767013447244896,0.17428855205579472,unknown
AT5G41290,0.7842041754725402,0.7454481699326819,0.8768409990662561,1.0,0.8742969905229222,0.7080732325513325,0.02439651982256728,0.10825245343324681,0.0,0.04482372398623722,0.8413701567575878,0.9230353311500744,0.909052682105812,0.8442802495325402,0.7910052378710342,0.6632313690412962,0.06965535966898616,0.059549097025842476,0.0140207897798295,0.051135997821729604,unknown
AT2G29550,0.5609335329400902,0.2797945569633343,0.6332806481275357,0.3498110688098966,0.29721091635383,0.04778881147287515,0.7569319416530694,0.4913392506474115,0.5991030963175442,0.6695320628921274,0.6497350358829762,0.7133354183693756,0.42133005528727363,0.41262907501466733,0.0702513613054641,0.0,0.3522363572404242,0.5348385719701308,1.0,0.5313700306180323,unknown
AT5G62200,0.874857518418935,0.5551073077505115,0.3275700652596197,0.16488463303571738,0.11898080519250351,0.09124094534413342,0.037414573704368535,0.006000034715321643,0.01630692667701856,0.0,1.0,0.49729966154536664,0.2556311504729198,0.1374945683237406,0.09097802184344335,0.07746366625549012,0.06490154070597386,0.0232570124641091,0.03731246164740893,0.008024720666966759,unknown
AT5G02490,0.33022603440269427,0.31047703922951136,0.0,0.29287532094422636,0.32836264623671874,0.3656709803910572,0.30382870594664085,0.3586691417700989,0.41932596143694423,0.4412075514998653,0.236408255202366,0.17474375266012762,0.2512804797572895,0.251439410812044,0.23748113119061648,0.3309215452305261,1.0,0.13688193553096803,0.23136351433348973,0.3001233571403299,unknown
AT1G75780,0.9377578984387848,0.4899093516504983,0.8064589597630799,1.0,0.6308168848740588,0.5207075599361045,0.11089119537636093,0.08075368640566018,0.23424354244796264,0.0,0.320158838390739,0.6120744892938175,0.8142270200010187,0.7998838481631902,0.40078898047515,0.2597397668151108,0.25079568356422577,0.7812025504793363,0.34118799847671494,0.23147991385154135,unknown
AT5G54500,0.9011761685313922,0.8230908803342414,0.7422969344656574,0.640325809994165,0.5406812590744979,0.4650728776121219,0.8562521911323094,0.8220893278435629,0.8884432634012182,0.0,1.0,0.8119121667802526,0.750666506549688,0.6182744717718849,0.5254110217308791,0.4432129703300869,0.31124725027909805,0.684682806978568,0.8194099924842859,0.7146115109468355,unknown
AT2G36530,0.13924515700010678,0.03189377816268778,0.017716925335369508,0.07312721206973426,0.13853652819764486,0.259944676820682,0.8287380213763923,0.7843755855402134,0.9884743496763188,0.923451237717628,0.14182460405435784,0.03903566985661545,0.0,0.025996678831878582,0.09598175315408912,0.2174478882227945,0.7456639732684708,0.9876664885138655,1.0,0.9318864104404484,Cytosol
AT1G56330,0.8725410680627925,0.2883606409821328,0.48789329867997483,0.5171266058883476,0.35619765343548876,0.24203878021638092,1.0,0.08106537313555884,0.0,0.0,0.6621435124128735,0.7333827785485999,0.5197680859622152,0.4734862270557057,0.2272953784351996,0.06965386898382497,0.41414738138439366,0.7453461837726404,0.0,0.0,unknown
AT5G44340,0.35476086300985527,1.0,0.4360718249986309,0.14694014030341587,0.1478051687869129,0.0,0.34336799435782106,0.4023762613777104,0.4418686917078908,0.3451580924234932,0.2978505879286764,0.4567012759154536,0.3889987770953783,0.14837156688116798,0.03665367158960025,0.2101322114349942,0.5187239023956931,0.4213853667896684,0.3678809503224006,0.7716507733979696,unknown
AT3G55440,0.06689328479066012,0.09449526114205777,0.07956674350520884,0.19273140303020725,0.5875890164334591,1.0,0.36128968650076876,0.5430746358758186,0.48354106300486194,0.5737959279181433,0.114063632937246,0.0,0.09436218308071019,0.2949033657533376,0.5907830270401515,0.883723559955788,0.4317581432182084,0.4729155253840737,0.4677530305608954,0.6327145398355802,unknown
AT4G20890,0.3387817303038656,1.0,0.5518624018683018,0.31470051298893736,0.37838399246237797,0.34329273015583534,0.746983866291144,0.01594778414743912,0.5316867431209319,0.49155290525271994,0.6627326920528807,0.5437015308807752,0.37881442148346567,0.4558894661009083,0.4496087268565159,0.7219897929884862,0.0,0.38207939385382317,0.35841492938800096,0.7599617129866979,unknown
AT3G12580,0.15058660860988424,0.2303261033811971,0.3030704781983571,0.05686954035623274,0.22120005531658435,0.41235518047152153,0.3216899053408349,0.4613208011211512,0.3199775984144133,0.4110380306177528,0.1581514194797096,0.11389047199795978,0.03853325303807235,0.0,0.17638042431361942,0.2535772668877233,1.0,0.34942320810325045,0.2854033584436607,0.5130748949037325,Cytosol
AT1G11580,0.5509656390751396,1.0,0.0,0.22930257840043786,0.48598359489738174,0.41268996666685037,0.4629067466392348,0.6607888591457889,0.2825919695913253,0.4901286175800785,0.8141225330875185,0.5565020258332074,0.4006474252782646,0.34144602667315016,0.40832044543322854,0.4434449727485105,0.2923118237228156,0.41156347794779824,0.3832053918470161,0.5237938494247272,unknown
AT4G34180,1.0,0.6844525134468477,0.6754984214486345,0.5943106024586565,0.3790201935060288,0.2005689302280427,0.11415957799346545,0.0,0.1072071243902843,0.08054433149895232,0.8923641593345725,0.9048485787478012,0.7232511972495257,0.5900674578378029,0.37097579689455407,0.25004559141098237,0.05388060285879444,0.004471079546570344,0.01360197327677544,0.03225524938336365,unknown
AT2G47470,0.8023906335461684,0.7976966506236037,0.843269827450472,0.6492358837221223,0.413064809257432,0.3255660120079242,0.3584085574530824,0.2698782208296662,0.17116940382611803,0.12556460749273393,0.5720946962837119,0.987074948961369,1.0,0.8538309755183867,0.5960975473778893,0.335829246997307,0.0,0.14007389433885975,0.22339567416128997,0.04784761361314169,ER
AT5G48580,0.3742144246438139,0.630765460087238,0.6004990505771836,0.36174247820961486,0.3191680751176323,0.23143199977073292,0.08136228849793511,0.07575220154938846,0.04777326953592699,0.0,0.26434112887166505,0.380499858349287,0.35004874914467876,0.2852870164165437,0.22204870520344808,0.16976746076389032,1.0,0.018553046867996702,0.005119681366484524,0.02704359691258501,unknown
AT3G52930,0.28454174262586424,0.11314067917565115,0.10806845184301357,0.04017491914795021,0.058144417416763926,0.0844315934568799,0.2843684466226573,0.7046620885313296,0.8075845724665612,1.0,0.20170338380987723,0.10360367347530733,0.05543543596600084,0.0,0.05783752585441425,0.07685297344848907,0.7611617372441326,0.5709492800481843,0.8261291837494795,0.8314437220381841,unknown
AT1G49300,0.8323203355098435,0.6310607162659861,0.43782592974167267,0.3485699623963512,0.33183397530086906,0.19617439339515003,0.0,0.14424407712468712,0.05592097744959799,0.08667806892767986,1.0,0.5617120965209927,0.3158726879018598,0.3033944392129511,0.1733095032825058,0.14120327151625103,0.4201896410716665,0.04123159182747209,0.03324141118636816,0.07447379359177059,unknown
AT3G03520,0.8857582933115373,0.6214823054973022,0.3127967778751191,0.21398860781025458,0.1921809291086529,0.11647690980575484,0.04242575416060884,0.02897232769216722,0.027161983861849086,0.03775214325024055,1.0,0.5590538050365439,0.3130740583858386,0.2215029393307868,0.13822051070139046,0.10284453690993442,0.11315857537950615,0.024231018702312316,0.0,0.00691058792717398,unknown
AT3G09260,0.8791303950880753,0.6335182554815884,0.4914981848844937,0.842805287387776,0.3024407171312458,0.35436748786412414,0.09143461412991177,0.23547447626303053,0.1879081954424828,0.016197473147535963,0.7940372830946276,1.0,0.655920324797091,0.6133799017164051,0.30963720534317857,0.1637633602830804,0.3675721180711139,0.04664994549873021,0.08381495471136102,0.0,ER
AT1G09630,0.5741749813363834,0.5609227284271515,0.0,0.6266387309686555,0.7221629764161981,1.0,0.5768215859315753,0.8806630506906009,0.562872995651962,0.7001659410435078,0.9417467663749687,0.8903925655372,0.9763730955158885,0.9657748109382283,0.7462847736524563,0.5650182399318235,0.3290608906065566,0.24605597955584926,0.4156624686099142,0.12805339974315028,unknown
AT1G02130,1.0,0.7552595570542642,0.3417959946789101,0.7802173555905986,0.7687864848270972,0.6276348416691927,0.33001641659214426,0.339062770921748,0.2816623414164546,0.1382415795617674,0.8247369491682046,0.8894823915651658,0.7834636816559974,0.6913723207283863,0.8130292327804773,0.6593698548874155,0.27962187421512574,0.2934404599215782,0.0,0.1281605704061819,unknown
AT4G34870,0.0,0.014158829358989124,0.21443021130814696,0.5228142771574719,0.7369937826967452,1.0,0.509705331327588,0.6114140805921007,0.5266348374372231,0.3236541988921796,0.02783406633170951,0.132223874689643,0.23431872545141616,0.5575549720450321,0.6952092890655113,0.7701791713444425,0.4964579180160077,0.438833794242959,0.48967928912232384,0.6175144633728239,unknown
AT2G31610,0.8805398456863313,0.6358050398378093,0.6068427758125228,0.6099621047870362,0.5421857721105435,0.4944186005708969,0.19944386488825053,0.22394796312598786,0.17995732855811486,0.2198661452544039,1.0,0.7642309506707274,0.6900704731452062,0.6619973069582983,0.6003725311583602,0.45282882595387824,0.09004777928320007,0.0,0.2123242919352004,0.12109728611999582,unknown
AT5G19770,1.0,0.5254537761700503,0.5759442494943046,0.5003419733293007,0.48699894284458495,0.37245670022061855,0.004218756867259467,0.0,0.06736261353673705,0.04916853550722203,0.6460126666166045,0.60336583907118,0.6373128258821181,0.44670794390637963,0.40438772183538607,0.4169982035094874,0.009068144856474546,0.13396851908194027,0.12167297046901654,0.16245069423343553,unknown
AT1G56070,0.15713375237677377,0.0,0.02377081055480842,0.1547253743220693,0.20776236899722342,0.2912119206132238,0.8439744024596814,0.8374070336485105,0.9966725638666146,1.0,0.20111319355113516,0.07715016530854513,0.038544630755928795,0.11479377067009121,0.22773014586600648,0.3252124019003492,0.7056780429179916,0.8929011700037546,0.9929166050537876,0.9366181008113157,unknown
AT2G21660,0.017118825483328857,0.0,0.005124623058939201,0.14640095211444118,0.1986706632451988,0.29940200536800843,0.8400551708328755,1.0,0.8864933199985842,0.8267765849015988,0.26143292712908583,0.11031706760206758,0.10991627687036332,0.1937957192630244,0.3205905657113538,0.38358008711853087,0.36679289957566275,0.7330315016357726,0.9525208526347725,0.7880642562036877,unknown
AT1G54270,0.3703760226122847,0.17372877643874288,0.20447836144986803,0.16055556399615784,0.15174004348775993,0.0,0.8084873410068182,0.7800490105792732,1.0,0.7930071342635944,0.3397123362778597,0.32303670924550704,0.35769065032708225,0.22251764774452445,0.39045410973369366,0.5426386220103719,0.48561503692408103,0.6526865370883174,0.5684851366768957,0.5595854678061657,unknown
AT2G24180,0.7231546865855715,1.0,0.924009270544072,0.8738689865315056,0.6954130933771262,0.39407515921717046,0.3017611669835982,0.13398718833232534,0.05862666135802046,0.0,0.7838426425440708,0.9036169507906745,0.8437046785314233,0.8205250359059667,0.6372463525852804,0.3973682893495796,0.2783334093158635,0.15408106221550882,0.11329432896788369,0.17288347623114492,unknown
AT5G15090,0.0454550218997203,0.06764382738003584,0.2412778900052602,0.3163324359953957,0.5013225960608213,0.6376254637591375,0.8999746810462421,0.8516088755372522,0.8087358914452419,0.8523388511544312,0.0,0.07651198219637198,0.12692629317023177,0.26154064327612203,0.38590471766264195,0.5162310803621061,0.9629132673124899,1.0,0.9061280738462859,0.9861594689272645,Mitochondrion
