Majority protein IDs,R1_C2_03,R1_C2_06,R1_C2_12,R1_C2_24,R1_C2_80,R1_C6_03,R1_C6_06,R1_C6_12,R1_C6_24,R1_C6_80,R1_Con_03,R1_Con_06,R1_Con_12,R1_Con_24,R1_Con_80,markers
Q16836;Q16836-3;Q16836-2,0.004154375,0.007446779,0.0750088,0.121956108,0.131281284,0.003690359,0.007499011,0.07385016,0.11376154,0.120320932,0.003302402,0.007474997,0.080800126,0.128095026,0.121358101,Mitochondrion
Q16775;Q16775-2,0.019683614,0.032052946,0.075937795,0.106301919,0.106809327,0.0180227,0.030094775,0.081329002,0.096711913,0.110644484,0.014127923,0.030160738,0.102382195,0.078495976,0.097244691,Mitochondrion
P53701,0.004077807,0.007803575,0.068174393,0.154316644,0.094210898,0.003736251,0.007535397,0.071718075,0.135428652,0.098545625,0.003095651,0.007297598,0.068543223,0.100719782,0.17479643,Mitochondrion
P38646,0.003429406,0.006347268,0.07620903,0.125932552,0.126618039,0.003110655,0.006284032,0.07247741,0.117072631,0.112839748,0.002572805,0.006111717,0.080483899,0.127106448,0.133404361,Mitochondrion
P10809,0.003647856,0.006628049,0.066788977,0.119394367,0.136314893,0.003343112,0.006605372,0.069113369,0.119411811,0.129703677,0.002872913,0.006526264,0.070276873,0.125115947,0.13425652,Mitochondrion
P61604,0.003474088,0.006570939,0.078230683,0.119987254,0.124068784,0.003167121,0.006383091,0.075638952,0.121082694,0.125131767,0.003090765,0.006302516,0.081306031,0.119321875,0.126243437,Mitochondrion
Q9NSE4,0.003790747,0.006995285,0.079556948,0.120302563,0.130256718,0.003508458,0.007324966,0.082773872,0.126531764,0.115204312,0.002841647,0.007299385,0.077056292,0.110752319,0.125804725,Mitochondrion
O43837;O43837-2,0.003200512,0.005812263,0.066317583,0.133055925,0.127253384,0.0028636,0.005914263,0.064265427,0.112921713,0.115572351,0.002520536,0.005914491,0.084372297,0.12622047,0.143795184,Mitochondrion
Q16891-2,0.003339699,0.006860855,0.075547272,0.111797356,0.124544098,0.00294527,0.006646215,0.059057271,0.117995152,0.141680214,0.002576387,0.006687123,0.076776296,0.122349411,0.141197383,Mitochondrion
P26440;P26440-2,0.006186429,0.011782112,0.09785365,0.135877513,0.099391508,0.006085212,0.012539568,0.139179768,0.087657899,0.148151332,0.004628386,0.011653884,0.139586379,0.026574881,0.072851479,Mitochondrion
O15091;O15091-2;O15091-4,0.005659321,0.010928805,0.095009485,0.107941764,0.130310336,0.00520974,0.009999771,0.08177303,0.111284978,0.08026988,0.004112522,0.010879564,0.094200621,0.143835964,0.108584218,Mitochondrion
Q15031,0.00454713,0.00770774,0.084900529,0.125381285,0.070013349,0.00390027,0.007995538,0.114549254,0.12831628,0.179837051,0.0030809,0.008415728,0.06188827,0.066906266,0.132560409,Mitochondrion
O95202,0.003365231,0.006332076,0.062509091,0.120633031,0.146141373,0.003069771,0.006087004,0.066641889,0.120508922,0.12041791,0.002829581,0.005965295,0.076079893,0.106559177,0.152859756,Mitochondrion
P36776;P36776-2;P36776-3,0.00335828,0.006021516,0.074759702,0.126975399,0.132207739,0.002910182,0.006014138,0.067201219,0.119037847,0.123718967,0.002357012,0.005887951,0.077108743,0.125499828,0.126941478,Mitochondrion
Q8IVS2,0.007263112,0.013735334,0.109444064,0.096464884,0.052162337,0.006087477,0.013024794,0.117989831,0.087412091,0.185161208,0.005279393,0.013642174,0.07440484,0.112659911,0.10526855,Mitochondrion
Q9HCC0;Q9HCC0-2,0.003422441,0.006228407,0.078995591,0.100544768,0.14904077,0.003093452,0.006304799,0.071592144,0.107252,0.121439152,0.002509716,0.006440457,0.080924916,0.122634028,0.139577358,Mitochondrion
P40926;P40926-2,0.004857674,0.008872188,0.09111264,0.120658312,0.122660986,0.004351461,0.008722157,0.082970693,0.10677197,0.114435312,0.003533872,0.008722836,0.090200687,0.115261274,0.116867939,Mitochondrion
P23368;P23368-2,0.001428223,0.0025724,0.03109267,0.044796077,0.050084434,0.001347748,0.002720788,0.022202766,0.053333424,0.643899876,0.001042476,0.002663172,0.030627481,0.051690601,0.060497864,Mitochondrion
Q99797,0.01108278,0.020334569,0.201917181,0.032661509,0.048587918,0.010836981,0.022678441,0.18709208,0.03011307,0.135192257,0.008052586,0.021909387,0.051577944,0.15472053,0.063242768,Mitochondrion
Q9BYD6,0.004243791,0.008145849,0.083074548,0.100631414,0.118202528,0.003884655,0.007755266,0.079293899,0.116787965,0.123870957,0.003619653,0.007914837,0.086905063,0.134414032,0.121255542,Mitochondrion
Q7Z7H8;Q7Z7H8-2,0.004471562,0.008148777,0.08779601,0.056216218,0.083403067,0.004048807,0.00863769,0.088169807,0.13649659,0.124632116,0.003525712,0.008099599,0.098850039,0.160203487,0.12730052,Mitochondrion
Q9BYD1,0.003805947,0.007808048,0.097937224,0.162076321,0.105214957,0.003572426,0.007409589,0.062875511,0.113256805,0.111747211,0.003005583,0.007045144,0.073492987,0.119966111,0.120786137,Mitochondrion
Q9P015,0.004292727,0.008281879,0.03076139,0.119808437,0.484795855,0.003916768,0.008122309,0.017609348,0.112602733,0.055065947,0.003390708,0.007650346,0.020812729,0.03632894,0.086559881,Mitochondrion
P49406,0.003958205,0.008030627,0.078387586,0.135713902,0.09936548,0.003801898,0.008039667,0.072418585,0.131243681,0.111825844,0.003368437,0.007475515,0.086942283,0.141088213,0.108340076,Mitochondrion
P09001,0.004561559,0.007910295,0.086902532,0.116977504,0.113464276,0.004024165,0.008083137,0.082566296,0.128362968,0.119113634,0.00317893,0.008407135,0.090860335,0.101865199,0.123722036,Mitochondrion
Q9BZE1,0.004423738,0.007999148,0.09303852,0.148137592,0.130600548,0.004016384,0.007679967,0.072475604,0.085969475,0.077303985,0.003123698,0.00785306,0.061428459,0.137357244,0.158592577,Mitochondrion
Q9NYK5;Q9NYK5-2,0.005060834,0.009315912,0.111781232,0.152555875,0.074686335,0.00443087,0.009149468,0.041072082,0.139322873,0.056956541,0.003806613,0.009281919,0.091684066,0.154741142,0.136154237,Mitochondrion
Q9BYD3;Q9BYD3-2,0.004125298,0.007492967,0.076566408,0.125124654,0.116743926,0.003668683,0.007561973,0.081629444,0.125787808,0.10547992,0.00316113,0.007171097,0.093127957,0.133947484,0.108411252,Mitochondrion
Q9H9J2,0.004069294,0.007639821,0.070431543,0.131605537,0.11563462,0.003622467,0.007580702,0.082486494,0.135543434,0.111327856,0.003213624,0.007689468,0.073121276,0.140189157,0.105844707,Mitochondrion
Q9BRJ2,0.003927852,0.007722311,0.075976693,0.103868186,0.099578815,0.00341207,0.007145362,0.068056744,0.162803764,0.094755676,0.003022276,0.006884056,0.097376424,0.139885441,0.125584331,Mitochondrion
Q9H2W6,0.003829083,0.007115585,0.066395383,0.082802123,0.138091001,0.003362595,0.007106964,0.07639611,0.111992776,0.12256326,0.00291944,0.007119521,0.078746356,0.173503995,0.118055811,Mitochondrion
Q13405,0.004047095,0.007964472,0.08486085,0.131596633,0.115709558,0.003806539,0.007989907,0.081169844,0.130354233,0.098394212,0.003673397,0.007522589,0.090982852,0.119955242,0.111972574,Mitochondrion
Q8N5N7;Q8N5N7-2,0.002978172,0.005813852,0.078405719,0.100834035,0.090771643,0.002929767,0.006077124,0.061182142,0.153060415,0.082841576,0.002448515,0.005728637,0.072184624,0.079736476,0.255007304,Mitochondrion
Q9BYD2,0.004479911,0.008554735,0.094416659,0.111761537,0.104632066,0.003728955,0.007879167,0.087014189,0.094826157,0.106753058,0.003288481,0.008085596,0.127458972,0.142683909,0.094436609,Mitochondrion
P82664,0.002813548,0.005238279,0.061805073,0.175125826,0.080923183,0.002690657,0.004964537,0.063385672,0.152440924,0.062585266,0.002563522,0.005158238,0.062676221,0.19331013,0.124318922,Mitochondrion
Q9Y3D3;Q9Y3D3-2,0.004750047,0.009368544,0.110779814,0.134649693,0.025063962,0.004836214,0.009100966,0.089966458,0.129510302,0.110765669,0.003689046,0.009275422,0.099034655,0.138150609,0.121058597,Mitochondrion
Q9Y676,0.004533447,0.009544172,0.099082529,0.10567316,0.126475761,0.004759715,0.008741784,0.09057791,0.1097242,0.104541177,0.003877973,0.009613142,0.093544399,0.120271004,0.109039625,Mitochondrion
Q9Y399,0.0041474,0.007991258,0.096447404,0.114329122,0.10957768,0.003590873,0.007902512,0.100614733,0.139313462,0.111747244,0.003214979,0.00762361,0.063692886,0.100781622,0.129025215,Mitochondrion
P82650,0.003869946,0.007314825,0.073302111,0.119875064,0.127453263,0.003451091,0.007039029,0.076419398,0.115890059,0.118967209,0.003205014,0.007854282,0.08635133,0.163824794,0.085182586,Mitochondrion
Q9Y3D9,0.004381198,0.008244883,0.091462839,0.149083521,0.03419759,0.0036769,0.008003793,0.080292259,0.104461655,0.12187888,0.003776755,0.007950739,0.091999636,0.1537844,0.136804951,Mitochondrion
Q9BYN8,0.005965771,0.0115069,0.124218504,0.172254114,0.054673284,0.005506262,0.010493162,0.074561611,0.167779604,0.135022703,0.005254208,0.011435424,0.145654023,0.052359033,0.023315394,Mitochondrion
Q92552;Q92552-2,0.003972806,0.007319504,0.092278055,0.104311095,0.132256705,0.003433291,0.007053412,0.079031038,0.121583357,0.109619926,0.002820177,0.00725203,0.097823556,0.138837056,0.092407992,Mitochondrion
Q92665,0.0036861,0.007013525,0.07399053,0.125397209,0.128556979,0.003328142,0.00693556,0.069158678,0.094229168,0.130651557,0.003020579,0.006958565,0.09747845,0.135010786,0.114584173,Mitochondrion
P82930,0.003931904,0.007668713,0.088464719,0.118772964,0.125483842,0.003485343,0.007711087,0.077217286,0.124342993,0.11916603,0.003165905,0.00723241,0.076990075,0.140190253,0.096176477,Mitochondrion
P82673,0.003951817,0.007748266,0.076246275,0.11946301,0.125336342,0.003472403,0.007086576,0.058797944,0.122799911,0.12412117,0.003080751,0.007499735,0.087369924,0.119067596,0.133958279,Mitochondrion
P82675,0.004952031,0.010029468,0.103035594,0.098626471,0.020733682,0.004493498,0.010830776,0.117722809,0.138023038,0.138177383,0.0038675,0.009169252,0.062607487,0.146331945,0.131399064,Mitochondrion
Q9Y2R9,0.004771265,0.008453811,0.097017207,0.135815399,0.129697073,0.004243831,0.008620092,0.106613258,0.107721419,0.111639435,0.003566698,0.008365067,0.037914179,0.117837813,0.117723452,Mitochondrion
P82933,0.004431034,0.008412497,0.07988969,0.098569176,0.144355294,0.003874794,0.008594256,0.086192144,0.106880212,0.099448134,0.003416,0.008721217,0.085134139,0.112767061,0.149314353,Mitochondrion
Q9Y6C9,0.004089458,0.008384723,0.077665766,0.105736616,0.1119845,0.003772912,0.007211117,0.07019944,0.125570016,0.134640864,0.003174278,0.008095369,0.075019237,0.116260461,0.148195244,Mitochondrion
P00403,0.00391936,0.007626401,0.073771107,0.113810568,0.121413779,0.003537204,0.007218299,0.073339625,0.110531683,0.126783547,0.003024367,0.007002272,0.079789999,0.132124803,0.136106985,Mitochondrion
Q6UB35,0.005821683,0.010831215,0.110652986,0.126573506,0.121986597,0.005133858,0.010117224,0.081394647,0.105551235,0.059242268,0.004058205,0.01054494,0.100281169,0.127941233,0.119869236,Mitochondrion
Q96I59;Q96I59-2,0.003695974,0.005947922,0.063990225,0.124863994,0.120383855,0.003319418,0.007186367,0.051519726,0.050067188,0.088272764,0.002803314,0.006914566,0.178345067,0.063706826,0.228982794,Mitochondrion
O95299;O95299-2,0.003630423,0.00731623,0.073343521,0.108399551,0.133409853,0.003258274,0.007024982,0.072073127,0.124635444,0.1206227,0.002707215,0.007068531,0.072575182,0.130931937,0.133003031,Mitochondrion
Q16795,0.00363003,0.007387541,0.08080278,0.107997289,0.130426289,0.003250724,0.007172749,0.068557453,0.117695609,0.131053673,0.002834384,0.006803115,0.076964407,0.131611348,0.123812609,Mitochondrion
P28331;P28331-2;P28331-4;P28331-5;P28331-3,0.003562229,0.006846662,0.068907038,0.114490334,0.134060386,0.003215514,0.006665888,0.070442053,0.119428916,0.168169771,0.002464776,0.006918622,0.071955876,0.115162939,0.107708997,Mitochondrion
P19404,0.004126628,0.008492073,0.102144723,0.047547646,0.131639148,0.003690871,0.007482805,0.080857533,0.15248374,0.069439132,0.003326221,0.008012056,0.092239655,0.149871688,0.138646082,Mitochondrion
Q9BYT8,0.009376692,0.017000841,0.0662687,0.121965019,0.091710875,0.008665689,0.015960391,0.070156214,0.089138095,0.186506904,0.007422033,0.016963121,0.077242259,0.069462871,0.152160296,Mitochondrion
P04181;P04181-2,0.003198463,0.006074772,0.068823527,0.127027548,0.134121046,0.00289954,0.006058345,0.077145736,0.106186767,0.132926352,0.002417182,0.005835004,0.080299231,0.111927937,0.13505855,Mitochondrion
Q02218;Q02218-2,0.004091056,0.007794025,0.0832965,0.131342292,0.107896652,0.003698298,0.007501691,0.081049414,0.125980968,0.098308208,0.002869121,0.007662023,0.093574402,0.130570586,0.114364765,Mitochondrion
P55809,0.003503491,0.006510058,0.073184254,0.123436292,0.131213936,0.003181395,0.006536857,0.079957568,0.119919444,0.128305774,0.002535259,0.006731213,0.072389582,0.1155572,0.127037679,Mitochondrion
P11498,0.003342466,0.006178863,0.078445972,0.114849488,0.128734187,0.003037536,0.006273719,0.070059305,0.112890508,0.131423488,0.002271128,0.006148533,0.080019171,0.122470607,0.133855029,Mitochondrion
P08559;P08559-4;P08559-2;P08559-3,0.004623712,0.008591652,0.086199511,0.111857708,0.103520744,0.004271873,0.008473333,0.094412808,0.134474356,0.09066045,0.00343929,0.008711866,0.099050892,0.143821828,0.097889978,Mitochondrion
P11177;P11177-2;P11177-3,0.004097736,0.007555534,0.08648836,0.144869369,0.090831709,0.003729854,0.007597396,0.085851153,0.137697135,0.086366383,0.003093721,0.007573098,0.095864958,0.14412775,0.094255841,Mitochondrion
O00330;O00330-3;O00330-2,0.007138122,0.012626776,0.048570229,0.118946083,0.15157087,0.005534266,0.012256983,0.040017487,0.167598383,0.149088223,0.004800047,0.011962159,0.038123542,0.138958772,0.092808058,Mitochondrion
P35232,0.003524413,0.006951741,0.064698912,0.119691114,0.136563256,0.003258171,0.006542051,0.068586651,0.117338078,0.135046855,0.00283384,0.006684976,0.070491739,0.119891558,0.137896643,Mitochondrion
Q5JRX3;Q5JRX3-2;Q5JRX3-3,0.003795277,0.006831909,0.06753302,0.117838658,0.104082477,0.003328281,0.006740439,0.065557132,0.111496522,0.066956868,0.002603402,0.006788139,0.078483476,0.109325904,0.248638495,Mitochondrion
Q10713;Q10713-2,0.003414551,0.006328882,0.069668182,0.133956619,0.150272643,0.003095914,0.006186788,0.070056462,0.097317852,0.103133792,0.002463348,0.006396046,0.08029962,0.126860182,0.140549119,Mitochondrion
O75439,0.003217144,0.005917208,0.074457876,0.111491553,0.137895967,0.002917905,0.006061283,0.073524159,0.120852826,0.129024855,0.002450484,0.00587004,0.077132066,0.122050104,0.12713653,Mitochondrion
Q8TCS8,0.004331898,0.00796359,0.077774198,0.128008352,0.130308638,0.003973974,0.008101607,0.079757556,0.099410176,0.121025707,0.003234202,0.008193618,0.09480347,0.101690015,0.131422999,Mitochondrion
O00411,0.004884657,0.009054489,0.095317797,0.103613975,0.136033015,0.004338164,0.00908874,0.090016519,0.137482537,0.120976684,0.003320809,0.009427624,0.097399732,0.099689744,0.079355514,Mitochondrion
Q9H2U2;Q9H2U2-2;Q9H2U2-3;Q9H2U2-6,0.004109463,0.007507495,0.075136529,0.107227595,0.124957142,0.003786245,0.007776859,0.075882265,0.127908809,0.135854852,0.003013046,0.007687332,0.080790632,0.107628318,0.130733417,Mitochondrion
P30405,0.004384951,0.008587314,0.089992827,0.116484813,0.126710112,0.00405087,0.008335913,0.083552826,0.112580238,0.128901976,0.003372004,0.008156893,0.090028509,0.115465342,0.099395413,Mitochondrion
P32322;P32322-3,0.005022806,0.010357576,0.103521244,0.107940068,0.127461088,0.004299279,0.010034575,0.086349927,0.10879511,0.111583637,0.00366192,0.010769406,0.089256804,0.109866905,0.111079655,Mitochondrion
Q8IXI2-2,0.00886908,0.015204501,0.100982856,0.156774975,0.121153627,0.007743074,0.013849815,0.095764255,0.054298857,0.070730608,0.005926728,0.014867539,0.117393108,0.118434873,0.098006104,Mitochondrion
Q9NP81;Q9NP81-2,0.003793955,0.007572113,0.067949866,0.186303382,0.104256178,0.003494199,0.00723832,0.097928219,0.134786463,0.092862091,0.00289892,0.007443485,0.070672863,0.127837932,0.084962015,Mitochondrion
P21912,0.004227288,0.007959144,0.08679483,0.105212866,0.080908427,0.003743041,0.007945766,0.076551744,0.10157663,0.122388485,0.00305889,0.007635546,0.101953851,0.111960078,0.178083415,Mitochondrion
P34897;P34897-3;P34897-2,0.003233702,0.006179973,0.0764392,0.123467146,0.130393591,0.0028485,0.005982635,0.071215778,0.117627042,0.121155609,0.002381455,0.006168211,0.081357956,0.125909372,0.125639828,Mitochondrion
P53007,0.004575094,0.009001183,0.075823895,0.044648546,0.143784572,0.004421133,0.008596348,0.081786285,0.135557927,0.118565004,0.003736571,0.008549764,0.085818112,0.154301902,0.120833664,Mitochondrion
Q9UBX3;Q9UBX3-2,0.003592535,0.00709061,0.072776223,0.120552073,0.133918798,0.003425386,0.006893015,0.064260899,0.129720553,0.130787462,0.002770061,0.006786931,0.077847945,0.128835799,0.110741712,Mitochondrion
Q02978;Q02978-2,0.003726895,0.007069895,0.06867077,0.120284487,0.14008316,0.00328934,0.006582476,0.063334186,0.11039809,0.140730175,0.002987141,0.006462908,0.065486591,0.122708638,0.138185248,Mitochondrion
Q9UJS0;Q9UJS0-2,0.003370661,0.00642466,0.066486282,0.126065272,0.130421374,0.003211444,0.006468137,0.062296488,0.122722216,0.139108253,0.00254469,0.006258858,0.066885592,0.121852684,0.135883387,Mitochondrion
Q6NUK1;Q6NUK1-2,0.003413015,0.006446722,0.05653845,0.123656342,0.141982867,0.003123889,0.006162491,0.062405593,0.129944937,0.137536051,0.002802822,0.006109727,0.066615965,0.121607156,0.131653974,Mitochondrion
Q00325-2;Q00325,0.003667097,0.006854875,0.066481783,0.119132361,0.132213357,0.003297797,0.006650084,0.063454961,0.113614086,0.140053292,0.002762689,0.006390543,0.067327283,0.124615984,0.143483806,Mitochondrion
P05141,0.003629084,0.006792523,0.069394798,0.145352283,0.13657411,0.003318595,0.006598156,0.060929431,0.1135548,0.084811408,0.002662059,0.006786018,0.072341056,0.146377146,0.140878534,Mitochondrion
P12236,0.003606613,0.006676217,0.069612014,0.11855811,0.136426813,0.003249843,0.006581998,0.062197064,0.120473539,0.133847025,0.002716198,0.006571558,0.068070181,0.122190522,0.139222303,Mitochondrion
P04179;P04179-4;P04179-2;P04179-3,0.003039706,0.005615669,0.077952949,0.114522054,0.13731947,0.00277459,0.005875589,0.070624608,0.121063987,0.133230762,0.002421203,0.005761258,0.082874685,0.104220036,0.132703433,Mitochondrion
Q04837,0.003994977,0.00778784,0.084547867,0.123767116,0.114738541,0.003627994,0.007360347,0.080856012,0.119669311,0.111377958,0.003605494,0.007157946,0.088751946,0.122005443,0.120751208,Mitochondrion
Q9P2R7;Q9P2R7-2,0.004289625,0.007947909,0.103239204,0.079743533,0.172283031,0.004074753,0.007980456,0.038834342,0.092149795,0.152926349,0.003273827,0.008264061,0.107168353,0.115187244,0.102637519,Mitochondrion
P53597,0.002895244,0.005428415,0.07208284,0.215542588,0.11246222,0.002808555,0.0056397,0.06485479,0.113655247,0.115194182,0.002263363,0.00551468,0.067689818,0.108565469,0.105402888,Mitochondrion
Q96I99;Q96I99-2,0.00360062,0.006496527,0.081579996,0.111294619,0.130857509,0.003402578,0.006908671,0.077233889,0.113541314,0.117934851,0.002693538,0.006383194,0.081882884,0.136158045,0.120031767,Mitochondrion
