Majority protein IDs,R1_C2_03,R1_C2_06,R1_C2_12,R1_C2_24,R1_C2_80,R1_C6_03,R1_C6_06,R1_C6_12,R1_C6_24,R1_C6_80,R1_Con_03,R1_Con_06,R1_Con_12,R1_Con_24,R1_Con_80,markers
O43747;O43747-2,0.106623147,0.086494977,0.047528684,0.043488652,0.045302779,0.100417681,0.093499523,0.052517533,0.043943624,0.042115099,0.086055843,0.101425529,0.054012028,0.045129285,0.051445614,Large Protein Complex
Q9BXS5;Q9BXS5-2,0.108542442,0.093436371,0.053267336,0.043518048,0.047476221,0.08737209,0.093832462,0.055177449,0.043456586,0.047838166,0.075004507,0.095908522,0.055719,0.044744563,0.054706237,Large Protein Complex
P48444;P48444-2,0.066447964,0.073636822,0.076066252,0.074070914,0.0636349,0.055654288,0.065216181,0.064525345,0.063868642,0.055410157,0.050291584,0.077854562,0.073725124,0.072365712,0.067231555,Large Protein Complex
O15143,0.070340014,0.088267122,0.061514981,0.055163173,0.054797143,0.078079548,0.094882539,0.061089344,0.049667676,0.053476578,0.06828319,0.098660378,0.062559344,0.050497122,0.052721849,Large Protein Complex
O15144,0.06867383,0.089395007,0.063737115,0.058724565,0.057255668,0.076664565,0.084424496,0.061305439,0.05292646,0.050523635,0.068231182,0.095717365,0.061632685,0.053936224,0.056851763,Large Protein Complex
O15145,0.068480817,0.089340811,0.067212684,0.05957904,0.059005025,0.07570528,0.084089367,0.057734408,0.051486515,0.051072363,0.063832378,0.095031256,0.063911067,0.057105725,0.056413264,Large Protein Complex
P59998;P59998-3;P59998-4,0.065338626,0.088723251,0.067326728,0.054836226,0.062811378,0.068597091,0.082884466,0.061988338,0.050325931,0.051696542,0.066541596,0.098166734,0.066139764,0.053422652,0.061200679,Large Protein Complex
O15511;O15511-2,0.070600347,0.078298465,0.063391574,0.056693106,0.061857432,0.079548835,0.084148035,0.059525988,0.048308937,0.057363034,0.075832391,0.096288957,0.06584878,0.049435157,0.052858961,Large Protein Complex
Q9BPX5,0.083993657,0.080027334,0.064400181,0.05891662,0.062026759,0.062327021,0.077050999,0.063711252,0.05560259,0.054362517,0.064745044,0.086414866,0.062311888,0.060642528,0.063466741,Large Protein Complex
P78371;P78371-2,0.034308189,0.077080826,0.072624773,0.08263207,0.056425547,0.034970094,0.068038666,0.077915909,0.091633161,0.058088866,0.040001123,0.087286626,0.076622216,0.085137316,0.057234618,Large Protein Complex
P49368;P49368-2,0.035883349,0.073733683,0.071614087,0.083844156,0.06027778,0.036445042,0.066835104,0.07754189,0.091721988,0.059196786,0.039037308,0.084932215,0.075471751,0.083010448,0.060454413,Large Protein Complex
P50991;P50991-2,0.045332687,0.088225516,0.073505293,0.068114757,0.052631618,0.04579707,0.079697074,0.075923036,0.072819774,0.053057671,0.047564676,0.097763809,0.076881288,0.069537393,0.053148337,Large Protein Complex
P48643;P48643-2,0.036342947,0.078646896,0.074599302,0.080813018,0.056463583,0.037191345,0.069621387,0.076598799,0.088165336,0.058424896,0.038840236,0.089581647,0.07418274,0.083527613,0.057000254,Large Protein Complex
P40227;P40227-2,0.03360039,0.073865623,0.07564101,0.084252657,0.058942169,0.035928119,0.067455183,0.078511559,0.091326996,0.059553691,0.038795267,0.086613038,0.074471023,0.082769767,0.058273508,Large Protein Complex
Q99832;Q99832-3;Q99832-4;Q99832-2,0.03702855,0.080637306,0.073706716,0.077666052,0.057261107,0.038472832,0.0688525,0.078668149,0.084078074,0.059559624,0.042059359,0.091415109,0.075192343,0.079172702,0.056229577,Large Protein Complex
P50990;P50990-2;P50990-3,0.033946239,0.075966534,0.075000771,0.084226893,0.056998531,0.035964068,0.067463022,0.076672021,0.095048922,0.058835536,0.037794909,0.084939229,0.074754193,0.084096754,0.05829238,Large Protein Complex
P09496-2;P09496;P09496-4;P09496-3;P09496-5,0.061880292,0.076823618,0.054762691,0.057468739,0.092151039,0.053421522,0.073964249,0.053694182,0.053442071,0.083583996,0.059086519,0.081671427,0.053138589,0.055036141,0.089874924,Large Protein Complex
Q00610;Q00610-2,0.060655291,0.072589732,0.055218481,0.058074298,0.087865251,0.05896944,0.073626997,0.053287644,0.055322129,0.080209432,0.04868473,0.087519758,0.058966299,0.057855224,0.091155291,Large Protein Complex
A5YKK6;A5YKK6-4,0.168326613,0.088131158,0.030591439,0.020858188,0.025399055,0.169255828,0.096782462,0.028214467,0.019965822,0.024633788,0.142607674,0.102469894,0.031961763,0.022033591,0.028768257,Large Protein Complex
Q9H9A5;Q9H9A5-2;Q9H9A5-3;Q9H9A5-4,0.160709618,0.098770474,0.030865569,0.020164663,0.02693359,0.193043213,0.09033586,0.029957854,0.02108708,0.025656691,0.114436313,0.102424203,0.032022674,0.022179931,0.031412267,Large Protein Complex
Q9UKZ1,0.2136383,0.085862596,0.025583344,0.019108515,0.024231493,0.151782048,0.084715339,0.028732085,0.018095105,0.02355509,0.149650063,0.096101861,0.028600151,0.024507791,0.025836219,Large Protein Complex
Q9NZN8;Q9NZN8-2;Q9NZN8-4;Q9NZN8-5,0.196416478,0.090152837,0.027848528,0.018077937,0.027463847,0.166204164,0.097747559,0.028554385,0.020460462,0.023767992,0.131765041,0.095483197,0.030041576,0.018418892,0.027597106,Large Protein Complex
O75175;O75175-2,0.186297185,0.09511356,0.029124065,0.019480023,0.025074611,0.139553233,0.093928503,0.028634849,0.018865211,0.024411687,0.156133916,0.107764307,0.027580451,0.020113573,0.027924827,Large Protein Complex
Q9UIV1;Q9UIV1-2,0.171168434,0.085391176,0.032068832,0.021342478,0.025141745,0.157403786,0.080741411,0.030114924,0.021920482,0.028899606,0.16370419,0.098143059,0.030873098,0.022632774,0.030454004,Large Protein Complex
Q9UFF9;Q9UFF9-3;Q9UFF9-2,0.164011349,0.084320984,0.031806631,0.023088062,0.026071055,0.164532714,0.08672599,0.032567936,0.021446042,0.026959618,0.142584928,0.106795741,0.033156013,0.023039289,0.032893649,Large Protein Complex
P53621;P53621-2,0.073701291,0.069719428,0.071185758,0.073532938,0.069360925,0.062136753,0.058660702,0.061013143,0.06289735,0.058057936,0.055431921,0.069275997,0.070885126,0.071628438,0.072512294,Large Protein Complex
P53618,0.067501631,0.074593146,0.07385986,0.074193732,0.069126272,0.056513908,0.062839752,0.064342564,0.063223744,0.055780622,0.04920418,0.076964181,0.07020808,0.07251049,0.069137838,Large Protein Complex
P35606;P35606-2,0.068082452,0.066564492,0.070200706,0.079013084,0.071725996,0.057734523,0.056786073,0.062701793,0.0643898,0.058940975,0.056625555,0.067188241,0.068997919,0.077210003,0.073838387,Large Protein Complex
O14579;O14579-2;O14579-3,0.071792079,0.071431446,0.067492099,0.07348319,0.07093666,0.06030863,0.060292847,0.060348086,0.065109709,0.059373508,0.05955343,0.071332805,0.0691911,0.070580762,0.068773649,Large Protein Complex
Q9Y678,0.066555358,0.075108651,0.07491568,0.076357246,0.067132748,0.055697085,0.062299306,0.065280831,0.062358799,0.05346075,0.051175601,0.077623384,0.073805903,0.070661153,0.067567506,Large Protein Complex
Q9UBF2;Q9UBF2-2,0.057734359,0.071356836,0.077015273,0.075234695,0.074186054,0.053364553,0.061884583,0.065893347,0.071955053,0.057945495,0.046998108,0.072356211,0.076311487,0.072567347,0.065196599,Large Protein Complex
P61201;P61201-2,0.089173049,0.099494785,0.043455709,0.050707199,0.062136534,0.086059767,0.079032516,0.062911174,0.051726462,0.045245082,0.077915856,0.075058523,0.056728778,0.056690272,0.063664296,Large Protein Complex
Q9BT78;Q9BT78-2,0.092722226,0.081712653,0.054341025,0.052402794,0.061823442,0.071172347,0.082180745,0.049891798,0.049952956,0.056987274,0.072421377,0.102748571,0.05025404,0.059553548,0.061835203,Large Protein Complex
Q92905,0.059175453,0.099281736,0.055514978,0.054049332,0.057584839,0.085649288,0.084142391,0.04317225,0.062126157,0.058533626,0.060161852,0.108084105,0.045695878,0.060495505,0.066332609,Large Protein Complex
P61923;P61923-5;P61923-4;P61923-3,0.061353845,0.068791201,0.068757968,0.072603158,0.076480825,0.050133233,0.056466353,0.074287458,0.068467181,0.052693672,0.05910081,0.072293488,0.072485332,0.072930199,0.073155276,Large Protein Complex
P19784,0.090377616,0.111496726,0.05751618,0.048892684,0.035821325,0.087655297,0.099119473,0.056939589,0.047189121,0.038760922,0.076625677,0.107734515,0.054607018,0.048192659,0.039071199,Large Protein Complex
P67870,0.085735685,0.112842501,0.051467424,0.048371173,0.041663648,0.077849716,0.088226128,0.057375353,0.047573323,0.039026553,0.076980287,0.111140305,0.071145683,0.049238857,0.041363363,Large Protein Complex
P14868;P14868-2,0.079598711,0.047139761,0.073754915,0.120091154,0.030177799,0.081692354,0.050070287,0.072604561,0.08945724,0.024596859,0.06882565,0.047629236,0.073076206,0.109657448,0.031627819,Large Protein Complex
Q14204,0.147088774,0.096099386,0.041261266,0.031189747,0.030117186,0.141172221,0.09402562,0.039229124,0.029752976,0.029990828,0.110809007,0.102506507,0.04264898,0.03198655,0.032121827,Large Protein Complex
Q13409-3;Q13409-2;Q13409;Q13409-6;Q13409-7;Q13409-5,0.15605863,0.0902119,0.040598249,0.030533147,0.029560855,0.14497566,0.091629826,0.037238633,0.029959466,0.030988186,0.116863114,0.099855241,0.040301642,0.030873883,0.030351566,Large Protein Complex
Q9Y6G9,0.152435826,0.099892067,0.037731334,0.031072821,0.029366155,0.145515744,0.09039941,0.039194396,0.031357385,0.031431401,0.109190703,0.100955589,0.039252602,0.031060605,0.031143962,Large Protein Complex
O43237;O43237-2,0.139583921,0.094441887,0.043445495,0.034512124,0.036449965,0.129330443,0.088799133,0.040575115,0.031172505,0.033976805,0.106700028,0.10689307,0.044940825,0.033492716,0.035685966,Large Protein Complex
P51808,0.142346655,0.091382138,0.041594679,0.03276821,0.03079868,0.154401289,0.08833024,0.038339563,0.029423504,0.030116191,0.119854383,0.09353085,0.043332586,0.032257618,0.031523414,Large Protein Complex
P24534,0.162081971,0.101155607,0.035832154,0.025462077,0.022660304,0.127347121,0.091961551,0.032931723,0.023821106,0.023036043,0.173674248,0.098285088,0.033794978,0.024894271,0.023061757,Large Protein Complex
P29692-2,0.164311259,0.097873434,0.039177738,0.028820703,0.025826807,0.125187232,0.083214748,0.03663706,0.026968603,0.025689212,0.16137228,0.092586893,0.039557331,0.027319832,0.025456869,Large Protein Complex
P26641;P26641-2,0.164028573,0.103613149,0.036575749,0.025901334,0.02246784,0.126222191,0.096162379,0.034511857,0.024205795,0.023399884,0.155746218,0.101347222,0.03670244,0.025930914,0.023184454,Large Protein Complex
P13639,0.170323523,0.09560914,0.037750079,0.02757713,0.023150074,0.154969991,0.091581552,0.033899521,0.024965779,0.022951327,0.131640255,0.097103033,0.037693482,0.026881515,0.023903601,Large Protein Complex
Q9BY44;Q9BY44-3;Q9BY44-4;Q9BY44-2,0.179437295,0.093508853,0.030424335,0.020534792,0.020888607,0.167072449,0.094871833,0.028787825,0.020433502,0.019945257,0.146791115,0.101728745,0.032058511,0.021344645,0.022172236,Large Protein Complex
P19525;P19525-2,0.183268261,0.100422732,0.032991536,0.022405081,0.019681785,0.152227465,0.099409857,0.029906089,0.021774423,0.019541321,0.136508792,0.10251537,0.033907423,0.023426078,0.022013787,Large Protein Complex
Q9P2K8;Q9P2K8-2,0.18773919,0.090052754,0.032050191,0.021984682,0.025460638,0.142726234,0.086660006,0.029698351,0.021377531,0.02387163,0.157607082,0.09459968,0.034718222,0.024005836,0.027447972,Large Protein Complex
Q14232,0.134547223,0.106350952,0.042904648,0.030820621,0.0262967,0.126999009,0.103252804,0.040682744,0.029043098,0.025534994,0.121998161,0.109073566,0.043504249,0.032605029,0.026386202,Large Protein Complex
P49770,0.117904866,0.113126969,0.040420316,0.032270737,0.020973062,0.143908874,0.115622799,0.039687744,0.02689777,0.019628664,0.118343947,0.115380149,0.041654943,0.031645047,0.022534111,Large Protein Complex
Q9NR50;Q9NR50-3;Q9NR50-2,0.138115476,0.11647954,0.041056179,0.028550692,0.019387906,0.124342254,0.119946799,0.041423265,0.030240606,0.01966337,0.092124891,0.123941034,0.050645335,0.033459947,0.020622705,Large Protein Complex
Q13144,0.16069334,0.106436474,0.03828411,0.026296991,0.018424457,0.139354248,0.098488944,0.040077026,0.028190262,0.016340726,0.12245563,0.117243604,0.039505645,0.028482157,0.019726385,Large Protein Complex
Q14152;Q14152-2,0.144831222,0.103361824,0.038245691,0.025723886,0.017267054,0.131736139,0.106188948,0.040282104,0.026711907,0.016889123,0.147113536,0.113615058,0.042541349,0.027275369,0.018216791,Large Protein Complex
P55884;P55884-2,0.146535757,0.106739927,0.041542796,0.027800553,0.018745232,0.133789884,0.105132561,0.042983036,0.028268508,0.018403605,0.127439068,0.110431462,0.043411667,0.029025494,0.01975045,Large Protein Complex
O15371;O15371-3;O15371-2,0.154939328,0.102047155,0.040564912,0.026605116,0.01832068,0.138643788,0.105247621,0.041420192,0.027670115,0.017990694,0.123312363,0.112821395,0.043241078,0.028060731,0.019114833,Large Protein Complex
P60228,0.152280503,0.097023312,0.040528902,0.027059215,0.018903907,0.137168318,0.1066058,0.043209711,0.028278036,0.018502108,0.12653658,0.112767037,0.042522974,0.029393921,0.019219676,Large Protein Complex
O00303,0.145139258,0.102445538,0.041798719,0.029588121,0.020711582,0.124437881,0.103823249,0.045636408,0.030137164,0.019832399,0.12963236,0.108604415,0.044704667,0.031493443,0.022014795,Large Protein Complex
O75821,0.145497371,0.10079316,0.039990908,0.028102304,0.019003061,0.134042231,0.109718917,0.042750098,0.02814203,0.017950576,0.128882893,0.114123966,0.043501371,0.028572477,0.018928638,Large Protein Complex
O15372,0.138884956,0.100214931,0.040582042,0.027357089,0.01879744,0.133616653,0.111938003,0.043492059,0.028317493,0.018798905,0.133055157,0.111576692,0.044540349,0.029440974,0.019387256,Large Protein Complex
Q13347,0.151199517,0.102155402,0.039915304,0.027087847,0.018895972,0.137301701,0.106768167,0.041564491,0.028524748,0.018749157,0.134350523,0.104595703,0.041652283,0.027593763,0.019645422,Large Protein Complex
Q9UBQ5;Q9UBQ5-2,0.152009772,0.101582074,0.039187343,0.026764865,0.018246542,0.146548121,0.103206683,0.041761262,0.026986108,0.017650389,0.131579495,0.106479045,0.042343529,0.027258728,0.018396043,Large Protein Complex
Q9Y262;Q9Y262-2,0.145859754,0.100785544,0.040975759,0.025920099,0.018460512,0.13830691,0.107823533,0.042996328,0.02728204,0.017910684,0.132279206,0.111160384,0.043238699,0.028409866,0.018590683,Large Protein Complex
Q7L2H7;Q7L2H7-2,0.142288167,0.105372106,0.042407595,0.028135997,0.01984715,0.130768006,0.104908207,0.042888504,0.03041271,0.019895087,0.126567141,0.111567737,0.044955948,0.029714285,0.02027136,Large Protein Complex
P60842;P60842-2,0.130763578,0.103241522,0.044553783,0.031656482,0.026561714,0.121417801,0.10462632,0.045846475,0.032247115,0.027078276,0.111170296,0.111891679,0.046851259,0.033583606,0.028510093,Large Protein Complex
Q14240;Q14240-2,0.131219678,0.116022027,0.042893091,0.028966734,0.024647718,0.116420672,0.102118606,0.041313802,0.028742292,0.024831204,0.122296587,0.115530547,0.046447583,0.031429595,0.027119862,Large Protein Complex
P38919,0.147098263,0.115433626,0.037918595,0.024703032,0.020827896,0.131832575,0.103316454,0.034094225,0.022739055,0.020521249,0.126797,0.127289276,0.039737966,0.025222486,0.022468303,Large Protein Complex
P23588;P23588-2,0.133953869,0.112803571,0.043478519,0.028221407,0.020866074,0.121687053,0.106970441,0.042924937,0.027874154,0.020088918,0.136992329,0.112720326,0.042888071,0.028291571,0.02023876,Large Protein Complex
P06730;P06730-3;P06730-2,0.155752857,0.098575491,0.039397364,0.025730312,0.021742223,0.145311297,0.099888769,0.036022139,0.024262823,0.020033469,0.145276475,0.097963622,0.04028731,0.026026795,0.023729055,Large Protein Complex
O60573;O60573-2,0.154331716,0.076397323,0.032317056,0.02413962,0.033664573,0.168822549,0.080481695,0.033438629,0.022532485,0.033043227,0.160615784,0.087933503,0.031168326,0.025535476,0.035578037,Large Protein Complex
Q9NRA8;Q9NRA8-3;Q9NRA8-2,0.149641989,0.104079367,0.039261055,0.024959004,0.018896388,0.127453679,0.095969911,0.0373989,0.02465572,0.018216296,0.14128308,0.122061964,0.050516699,0.026029032,0.019576917,Large Protein Complex
Q04637;Q04637-3;Q04637-9;Q04637-5;Q04637-4;Q04637-6,0.158067042,0.100009054,0.038078416,0.025238414,0.020374568,0.146640764,0.101941673,0.038025467,0.024248807,0.019934037,0.131921092,0.10635228,0.041033469,0.025781135,0.022353781,Large Protein Complex
P78344;P78344-2,0.159886319,0.093833831,0.036322964,0.025049376,0.025049376,0.143228251,0.093678148,0.037091178,0.025059576,0.024900672,0.141258057,0.101263662,0.038916426,0.027009369,0.027452797,Large Protein Complex
Q15056,0.122247887,0.108294867,0.041943363,0.032266269,0.032477743,0.11011669,0.113860357,0.041364667,0.029052716,0.03350368,0.114246155,0.116746696,0.040981012,0.031088157,0.031809742,Large Protein Complex
P07814,0.082282361,0.052776318,0.075025649,0.102544854,0.033026174,0.086429948,0.056434702,0.073142657,0.082413733,0.02639504,0.065698271,0.056640517,0.073236494,0.099842354,0.034110928,Large Protein Complex
Q9NV70;Q9NV70-2,0.068410625,0.079944974,0.06763734,0.063690384,0.067356295,0.064316572,0.066702989,0.055349429,0.06304283,0.069339224,0.058486121,0.088060765,0.05715239,0.055827698,0.074682366,Large Protein Complex
Q96KP1,0.058932555,0.074000557,0.063038049,0.074132081,0.075158454,0.064749479,0.062762897,0.050673154,0.06053344,0.076138835,0.056199594,0.080295163,0.062223083,0.063675498,0.07748716,Large Protein Complex
O60645;O60645-2;O60645-3,0.061000097,0.076730747,0.054373042,0.066492172,0.069912945,0.067206086,0.067855099,0.056168908,0.062110543,0.067475189,0.066426479,0.079986893,0.06506276,0.061352306,0.077846733,Large Protein Complex
Q96A65,0.064545531,0.072771106,0.068530169,0.065501844,0.072039053,0.061857602,0.066581501,0.054048512,0.060384688,0.066306781,0.059852068,0.081743149,0.059466018,0.065501844,0.080870133,Large Protein Complex
O00471,0.094018056,0.062752447,0.05822922,0.062489594,0.074700302,0.063844712,0.060601062,0.054992508,0.05040299,0.079380007,0.056591978,0.074686427,0.060029877,0.074808218,0.072472605,Large Protein Complex
Q9UPT5;Q9UPT5-5;Q9UPT5-6;Q9UPT5-2;Q9UPT5-1,0.065338592,0.065607287,0.055889352,0.068778689,0.080640569,0.070094091,0.060603946,0.0547865,0.058399043,0.069212611,0.061487832,0.078685913,0.06613425,0.067297258,0.077044067,Large Protein Complex
Q8IYI6,0.056661362,0.064474466,0.065103088,0.066062774,0.082151675,0.058400444,0.06839458,0.052917549,0.05695174,0.07923991,0.056536116,0.081162473,0.063734958,0.066823024,0.081385841,Large Protein Complex
P13807;P13807-2,0.209741306,0.064848233,0.025504502,0.016872923,0.029493142,0.218887411,0.066480461,0.02497778,0.017210156,0.031522639,0.12989346,0.089800685,0.031064865,0.018459186,0.025243251,Large Protein Complex
P16403,0.010700525,0.088261621,0.050950383,0.040234403,0.057385723,0.01739431,0.08000601,0.062211156,0.050005903,0.067654793,0.020973458,0.186371588,0.09530658,0.07157009,0.100973458,Large Protein Complex
P62805,0.003726923,0.040264337,0.059423556,0.057950984,0.116874917,0.007510382,0.039031058,0.055560683,0.070357406,0.083749927,0.008820972,0.095017735,0.118095049,0.083163527,0.160452543,Large Protein Complex
Q71DI3,0.004373579,0.037327643,0.054159592,0.075847435,0.094859081,0.007399783,0.036386472,0.049873856,0.073665011,0.095617473,0.009436531,0.093372304,0.095235549,0.131046407,0.141399283,Large Protein Complex
Q13151,0.093741096,0.120253584,0.038769537,0.026468356,0.023316311,0.118224493,0.124762673,0.039323579,0.026150801,0.024327978,0.109311846,0.146243209,0.0467276,0.031511341,0.030867597,Large Protein Complex
P22626;P22626-2,0.088209819,0.141730762,0.038092395,0.022955125,0.019474702,0.103441779,0.125724948,0.036847018,0.023510762,0.019339638,0.103263936,0.179962067,0.046365431,0.027245933,0.023835685,Large Protein Complex
P51991-2;P51991,0.086667331,0.115543097,0.037152419,0.022640256,0.018828405,0.113808416,0.148693296,0.034952488,0.022233718,0.018251068,0.101189724,0.186291394,0.044852623,0.026351583,0.022544181,Large Protein Complex
Q99729-3;Q99729-4;Q99729-2;Q99729,0.116853335,0.115776742,0.043182005,0.027000758,0.022286998,0.120254966,0.111647274,0.040781657,0.025933768,0.019715304,0.131071443,0.120765463,0.049556145,0.030030382,0.025143761,Large Protein Complex
P07910-2;P07910-4,0.076301394,0.149531615,0.03823797,0.022171872,0.017356074,0.094325312,0.134042765,0.037954956,0.022761171,0.016974151,0.094840638,0.198121805,0.04839071,0.02755619,0.021433377,Large Protein Complex
Q14103-3;Q14103,0.139192488,0.114013657,0.037204045,0.026047623,0.020460856,0.132191306,0.095102644,0.035254274,0.02279882,0.018879723,0.134088275,0.130749024,0.042091671,0.027936768,0.023988825,Large Protein Complex
O14979;O14979-3;O14979-2,0.108008371,0.121825544,0.040793345,0.025745924,0.022970318,0.125634846,0.109315705,0.040615277,0.025705352,0.023537431,0.120162073,0.135462395,0.045152629,0.029066103,0.026004687,Large Protein Complex
P52597,0.088361466,0.100310813,0.054522175,0.04347948,0.043553678,0.08409785,0.100935154,0.051869178,0.038505563,0.0430533,0.072265227,0.122560885,0.061194482,0.043323848,0.051966901,Large Protein Complex
P31943,0.122501669,0.118999999,0.04407814,0.030144647,0.028953449,0.109050208,0.097245479,0.037376385,0.026352749,0.023911675,0.11557404,0.131902549,0.049325597,0.032195806,0.032387609,Large Protein Complex
P31942;P31942-2;P31942-3;P31942-4,0.093218345,0.134977807,0.045427461,0.027080469,0.023740611,0.103162501,0.120313798,0.040277078,0.024587188,0.022555903,0.10289779,0.152094141,0.050395044,0.030819391,0.028452473,Large Protein Complex
P61978-2;P61978,0.126528306,0.117909394,0.041897523,0.028690576,0.026284945,0.11222225,0.102204361,0.040151844,0.026458904,0.024759452,0.117720836,0.131789674,0.044749611,0.030021429,0.028610895,Large Protein Complex
P14866;P14866-2,0.084539403,0.132647334,0.038437616,0.02423325,0.021123818,0.106816616,0.132408288,0.037681405,0.024184061,0.021076468,0.087982579,0.184437487,0.047836706,0.029665102,0.026929868,Large Protein Complex
Q8WVV9;Q8WVV9-4;Q8WVV9-5,0.185352198,0.089006815,0.037835763,0.026994239,0.026036741,0.131150194,0.091591609,0.02859962,0.021496495,0.024572399,0.130947906,0.108342197,0.039938437,0.028500162,0.029635224,Large Protein Complex
P52272;P52272-2,0.092924953,0.128417088,0.038530529,0.024505586,0.022801708,0.110504022,0.12202202,0.039035455,0.025259044,0.022232439,0.101864295,0.164272691,0.04853719,0.030231676,0.028861305,Large Protein Complex
O43390;O43390-3,0.126822126,0.105277036,0.038063985,0.023593535,0.021315118,0.145710634,0.105832143,0.036450705,0.024205144,0.021122317,0.142806234,0.113058446,0.044786232,0.027157124,0.023799222,Large Protein Complex
Q00839,0.150062734,0.112479384,0.037815599,0.025876588,0.015514428,0.135385626,0.10477412,0.035757224,0.024038676,0.013463911,0.133582638,0.124043827,0.042970049,0.027402361,0.016832836,Large Protein Complex
Q9BUJ2;Q9BUJ2-2;Q9BUJ2-4;Q9BUJ2-3,0.167254582,0.108901211,0.033130409,0.022575559,0.020440586,0.128922232,0.089165932,0.028737595,0.018134645,0.015941095,0.163035118,0.113725496,0.040679724,0.026116384,0.023239434,Large Protein Complex
P41252,0.078276586,0.050344872,0.074320391,0.109316566,0.030983898,0.085762269,0.05568604,0.07347307,0.086000006,0.024561329,0.06395138,0.054617441,0.075850445,0.105470095,0.031385613,Large Protein Complex
Q15046;Q15046-2,0.06704725,0.049581476,0.079063841,0.121701304,0.032654537,0.071653417,0.054080456,0.080610818,0.090842882,0.026401738,0.054827292,0.053879986,0.0789132,0.105599998,0.033141806,Large Protein Complex
Q9P2J5;Q9P2J5-2,0.078215032,0.05235427,0.074792674,0.104216538,0.033217931,0.081493039,0.055012162,0.073000296,0.088121227,0.027099789,0.064309068,0.055729714,0.074690424,0.103254188,0.034493647,Large Protein Complex
P56192;P56192-2,0.078114267,0.050272716,0.076270169,0.11182166,0.032641776,0.083683691,0.054884199,0.070267568,0.083850774,0.026915789,0.067117749,0.053327236,0.0744632,0.10362223,0.032746976,Large Protein Complex
Q9H3P2,0.127599923,0.107016129,0.029606878,0.020126947,0.017211804,0.153573488,0.098695815,0.027850419,0.017064343,0.015327483,0.177666467,0.135654248,0.033200992,0.021329496,0.018075567,Large Protein Complex
Q8WX92,0.157558189,0.118951147,0.033159976,0.020748746,0.017840068,0.123523787,0.105722779,0.031759019,0.01784788,0.016502128,0.153381358,0.125971556,0.036038448,0.021351314,0.019643605,Large Protein Complex
P18615;P18615-3;P18615-4,0.173134832,0.106160887,0.030917374,0.02095878,0.018560264,0.144883781,0.087900857,0.028535071,0.020584746,0.016384268,0.160583158,0.118667834,0.032382202,0.020927471,0.019418474,Large Protein Complex
Q99471;Q99471-3,0.119732386,0.093572777,0.038773491,0.033858656,0.057828591,0.097997423,0.084399927,0.035795955,0.030685367,0.054363292,0.10385381,0.102268379,0.03739999,0.034741967,0.074727989,Large Protein Complex
O15212,0.129653309,0.098317851,0.033476423,0.029371115,0.042356593,0.115818966,0.101346632,0.035785952,0.027536386,0.038185472,0.13043233,0.106665467,0.037936319,0.029805621,0.043311566,Large Protein Complex
P62714,0.09145095,0.0817855,0.062869533,0.052049674,0.073221094,0.072602506,0.068217931,0.049250778,0.044351075,0.057013632,0.089509148,0.08887749,0.04764114,0.049438097,0.071721452,Large Protein Complex
P30153,0.077699169,0.079404173,0.050549181,0.057044538,0.073000195,0.069299927,0.072095016,0.056025405,0.05555884,0.065327676,0.066059774,0.086655278,0.056681176,0.057929291,0.076670361,Large Protein Complex
Q14738;Q14738-3;Q14738-2,0.077376406,0.084797196,0.054988278,0.056209058,0.079031719,0.056261202,0.078067568,0.052541605,0.043447099,0.066155248,0.046491893,0.083293203,0.059764044,0.065592912,0.09598257,Large Protein Complex
P25786;P25786-2,0.105116645,0.096527552,0.051030955,0.057875882,0.027389495,0.097814787,0.09164961,0.059821037,0.056038373,0.021843094,0.087276023,0.110438721,0.055774151,0.05549111,0.025912563,Large Protein Complex
P25787,0.104226169,0.100589227,0.053575599,0.056632881,0.028035404,0.095144366,0.085302816,0.057823153,0.058140418,0.021781553,0.099829479,0.09790197,0.055811228,0.060243091,0.024962646,Large Protein Complex
P25788;P25788-2,0.122040723,0.092078882,0.054850135,0.054791786,0.025448584,0.09591023,0.093625481,0.051382941,0.054083162,0.021231993,0.086539246,0.106975443,0.061195409,0.055736617,0.02410937,Large Protein Complex
P25789;P25789-2,0.102917685,0.09653676,0.05277545,0.058957152,0.028094117,0.100788304,0.085759926,0.058074361,0.054883898,0.021360942,0.09337517,0.10827362,0.05807797,0.054237866,0.025886779,Large Protein Complex
P28066;P28066-2,0.095084849,0.088755761,0.050683863,0.063594542,0.035671465,0.087460237,0.083243596,0.056771175,0.064605381,0.028002294,0.083994504,0.106026661,0.062240431,0.060965537,0.032899704,Large Protein Complex
P60900;P60900-2;P60900-3,0.090456155,0.098834574,0.052388199,0.058666419,0.028343255,0.103513341,0.089805744,0.057237611,0.054324747,0.02107613,0.098519859,0.105765304,0.057415251,0.059788204,0.023865207,Large Protein Complex
O14818;O14818-2,0.103659294,0.096375011,0.051980356,0.054309891,0.029480893,0.102180907,0.090404052,0.056061708,0.054975883,0.02341592,0.099654732,0.106228528,0.054397446,0.051528228,0.025347152,Large Protein Complex
P20618,0.111149053,0.094425867,0.052236332,0.056011935,0.026088457,0.095070168,0.087896952,0.060486963,0.060336626,0.020318385,0.08647949,0.108242541,0.060601505,0.056997716,0.023658011,Large Protein Complex
