Protein_ID,lps_rep1_set1_126_cyto,lps_rep1_set1_127N_F1.4,lps_rep1_set1_127C_F8,lps_rep1_set1_128N_F10,lps_rep1_set1_128C_F12,lps_rep1_set1_129N_F14,lps_rep1_set1_129C_F16,lps_rep1_set1_130N_F18,lps_rep1_set1_130C_F20,lps_rep1_set1_131_F22,lps_rep1_set2_126_F5.7,lps_rep1_set2_127N_F9,lps_rep1_set2_127C_F11,lps_rep1_set2_128N_F13,lps_rep1_set2_128C_F15,lps_rep1_set2_129N_F17,lps_rep1_set2_129C_F19,lps_rep1_set2_130N_F21,lps_rep1_set2_130C_F23,lps_rep1_set2_131_F25,markers
Q15646,0.066054172,0.002190503,0.004894469,0.007859534,0.007998832,0.016134685,0.048551921,0.106670266,0.177510705,0.076489165,0.002339623,0.004789913,0.008124445,0.01158595,0.024135203,0.117847355,0.066292229,0.110865918,0.061375819,0.078289293,unknown
Q15648,0.01535549,0.005758205,0.009376584,0.009867226,0.009679308,0.020844114,0.04907578,0.094001615,0.159320002,0.081815023,0.00330453,0.005147524,0.009607177,0.011528225,0.027684396,0.074300311,0.067795544,0.127483047,0.065568967,0.152486928,unknown
Q15650,0.082684698,0.002232265,0.004269834,0.005629156,0.010393244,0.012360663,0.068897835,0.091288678,0.139148463,0.102525082,0.006707785,0.012837683,0.018140781,0.020082266,0.035418168,0.085645207,0.061912751,0.106259569,0.058133256,0.075432615,unknown
Q15652,0.013422879,0.006002566,0.005267648,0.009656572,0.013573985,0.031439451,0.060279034,0.073353504,0.141759082,0.146913014,0.003354745,0.004289915,0.007927482,0.01304521,0.027443338,0.091232663,0.06700886,0.160761343,0.064677465,0.058591245,Chromatin
Q15654,0.144801401,0.025856573,0.017909636,0.022113245,0.026849283,0.026580602,0.055006671,0.052462804,0.074015862,0.051664143,0.038028967,0.044904757,0.051211966,0.049025616,0.05295559,0.062872349,0.054437222,0.060591651,0.037643691,0.051067972,unknown
Q15691,0.2960525,0.00296504,0.010968796,0.002652784,0.004422114,0.008129481,0.03774434,0.047633576,0.053495147,0.036330254,0.005707281,0.010073697,0.013854262,0.015963896,0.03763559,0.168172072,0.062908255,0.126178953,0.035010329,0.024101631,unknown
Q15717-2,0.075036601,0.002473371,0.003429546,0.007127766,0.014045436,0.016364036,0.062199177,0.092817557,0.120456838,0.112038772,0.002414621,0.007145455,0.010549494,0.01901992,0.033927243,0.121571153,0.064210513,0.160565096,0.038868757,0.035738647,unknown
Q15723,0.028219876,0.009151939,0.015009493,0.019522769,0.021390917,0.017760652,0.048254344,0.064342754,0.151130802,0.118864583,0.002863917,0.003596204,0.007574875,0.018095316,0.028969768,0.072401122,0.08921227,0.171961374,0.070409167,0.041267857,unknown
Q15738,0.009095339,0.002132218,0.00681968,0.009153418,0.019329854,0.025831734,0.101491944,0.121557606,0.132881747,0.07188463,0.004648619,0.010631758,0.015795048,0.02375949,0.041244896,0.182384559,0.064602982,0.098374076,0.036082567,0.022297835,Endoplasmic Reticulum
Q15742,0.21565125,0.002147137,0.005490744,0.006030305,0.009799253,0.011616361,0.038431516,0.038252252,0.092238854,0.072973698,0.005190293,0.006823015,0.007259747,0.014134182,0.036259779,0.066977597,0.076855102,0.147953041,0.081563617,0.064352258,unknown
Q15758,0.002426623,0.054291108,0.029673281,0.044393728,0.064168403,0.075592968,0.09429734,0.076265224,0.055905097,0.027940501,0.02845518,0.039076826,0.047896184,0.055990336,0.08659967,0.099450658,0.043351244,0.047746334,0.01609724,0.010382056,Plasma Membrane
Q15785,0.134330769,0.003521722,0.005965381,0.00786669,0.011065851,0.014522421,0.049279955,0.067859728,0.121379844,0.09485139,0.006107918,0.009732674,0.014848205,0.016491867,0.034647102,0.074963597,0.066324516,0.143958368,0.067013926,0.055268077,unknown
Q15800,0.005181548,0.001281886,0.003163656,0.004715495,0.005235096,0.00621997,0.037815361,0.114991091,0.287569713,0.033826184,0.022545953,0.032479499,0.049179452,0.043824338,0.047634936,0.172967901,0.038299886,0.033505623,0.036833663,0.022728747,unknown
Q15813-2,0.272501214,0.004113058,0.009036097,0.005132283,0.009329784,0.008157218,0.033579837,0.039990001,0.072857524,0.037984715,0.00643174,0.023655651,0.026435146,0.017616427,0.037819146,0.096911044,0.070765843,0.137891826,0.053413489,0.036377957,unknown
Q15818,0.019630839,0.006577395,0.014816592,0.021359964,0.03467552,0.043490212,0.111440445,0.113402478,0.079470817,0.048104529,0.006746122,0.02023374,0.038416834,0.034886054,0.066064118,0.160913684,0.069269862,0.062853127,0.028116965,0.019530705,unknown
Q15819,0.123762915,0.028772109,0.047002559,0.050304363,0.069346982,0.063545639,0.043679102,0.034771345,0.015549172,0.023265813,0.037853312,0.070239052,0.087277133,0.075917772,0.093728638,0.012189267,0.049189714,0.007577576,0.040434428,0.025593108,unknown
Q15833,0.219283034,0.008738922,0.012172656,0.013472159,0.018846105,0.022163209,0.053467386,0.053630047,0.061092276,0.038747835,0.015761877,0.026459584,0.037517459,0.036554188,0.04926295,0.112560937,0.058287401,0.103556774,0.035757506,0.022667693,unknown
Q15836,0.023748763,0.023706307,0.028289709,0.056301312,0.082727753,0.091669922,0.074347416,0.059972366,0.039596402,0.034581814,0.017597326,0.03866991,0.080701469,0.078258667,0.084233299,0.071714152,0.041761095,0.035332983,0.022239729,0.014549605,unknown
Q15843,0.234673125,0.00337362,0.007450155,0.007785039,0.018179653,0.012528605,0.035801599,0.05449188,0.076326313,0.044172758,0.006171023,0.00607559,0.010876987,0.009953642,0.029319465,0.195788135,0.026714432,0.122111911,0.058495908,0.039710161,unknown
Q15904,0.003572665,0.00303077,0.010468733,0.011292767,0.020294438,0.027149126,0.092667,0.121158511,0.126926219,0.059591317,0.014392324,0.02522427,0.039991927,0.047556067,0.061876989,0.125606109,0.073908062,0.065551438,0.042427729,0.02731354,unknown
Q15906-2,0.010495679,0.000891442,0.004709359,0.006924148,0.014072292,0.01822448,0.067130858,0.069556474,0.144978938,0.175673321,0.001250658,0.003352578,0.006978255,0.011521977,0.028658978,0.06055753,0.092576242,0.14908459,0.071720951,0.061641249,unknown
Q15910-2,0.064788621,0.004040594,0.013609176,0.004481253,0.011101392,0.019766379,0.057899441,0.062955436,0.144181329,0.113903251,0.004567866,0.005003053,0.007508407,0.010627794,0.036154483,0.053055228,0.079280358,0.15165646,0.099709757,0.055709722,Chromatin
Q15942,0.2611123,0.021171318,0.02046295,0.016614181,0.023866789,0.022763669,0.039967698,0.035971216,0.034572894,0.018111635,0.033599734,0.046110695,0.050511847,0.054322013,0.061056213,0.11507171,0.044636559,0.053528866,0.024935667,0.021612047,unknown
Q16134,0.002414368,0.002151397,0.0046016,0.007634466,0.018647955,0.01658194,0.08265081,0.153067683,0.120542246,0.081393075,0.003503962,0.00779116,0.013737559,0.016394083,0.038446476,0.164025383,0.093996473,0.104728096,0.041035133,0.026656133,Mitochondria
Q16186,0.264832291,0.003907503,0.016047739,0.002377418,0.002838099,0.006661476,0.024857004,0.03736444,0.08851464,0.04914007,0.034516657,0.038425959,0.043390408,0.03888698,0.041403044,0.056920435,0.059362537,0.076433798,0.061194516,0.052924986,unknown
Q16204,0.337003436,0.004206009,0.012818816,0.003440011,0.004799246,0.005530714,0.026191972,0.031768489,0.046959963,0.026054431,0.025525108,0.041852064,0.042900758,0.040323314,0.071259365,0.057766028,0.06078446,0.077272348,0.041363541,0.042179927,unknown
Q16270,0.007900821,0.018815247,0.043011686,0.063538786,0.07120478,0.06733979,0.074264108,0.068625714,0.042726996,0.046829157,0.021104446,0.03997648,0.049557252,0.055406744,0.064237266,0.084663019,0.066695804,0.058041627,0.030092255,0.025968022,unknown
Q16401,0.361208285,0.005565428,0.000987378,0.006011932,0.007975791,0.010812681,0.01423003,0.023135707,0.046808813,0.023683625,0.004487393,0.004620051,0.006097502,0.014129461,0.038492693,0.11276716,0.070485366,0.158259487,0.059898102,0.030343117,unknown
Q16512-2,0.221066953,0.007228329,0.010407832,0.008115296,0.014426109,0.014630129,0.047102631,0.048755135,0.070749686,0.057112726,0.014876702,0.023892984,0.033342906,0.028286366,0.045032404,0.105855962,0.058524286,0.101642991,0.051240719,0.037709853,unknown
Q16513,0.033354406,0.075322754,0.041033078,0.031215093,0.05387646,0.064088801,0.056835085,0.044925,0.050023663,0.04932566,0.053131957,0.049732423,0.057298026,0.072089064,0.09058902,0.021295359,0.052372291,0.027076927,0.041183124,0.035231808,unknown
Q16531,0.243198456,0.002212817,0.004953494,0.002737546,0.005373109,0.006257154,0.028517909,0.039531579,0.097872431,0.054279571,0.003045858,0.006605903,0.008798841,0.011282902,0.026391869,0.119459791,0.065920817,0.180121924,0.060503169,0.032934861,unknown
Q16537,0.19517047,0.02076118,0.026567174,0.016708028,0.022428953,0.033715562,0.050452199,0.03490863,0.04804511,0.039391823,0.059727188,0.070317876,0.077332547,0.068097649,0.061190041,0.045971345,0.036336743,0.032886119,0.029995682,0.029995682,unknown
Q16540,0.002648004,0.001214618,0.007504333,0.007971863,0.012881337,0.016885449,0.07430039,0.15912802,0.134447452,0.080330702,0.002068908,0.006478103,0.00737365,0.012226064,0.02544276,0.177548632,0.098573104,0.116825108,0.038188609,0.017962895,unknown
Q16543,0.28633239,0.008350065,0.016709183,0.009363817,0.010512211,0.013039754,0.039518006,0.04258735,0.029088742,0.030337807,0.019121063,0.024145415,0.0297893,0.027935264,0.04049804,0.178933944,0.044888584,0.094828718,0.030182869,0.023837476,Cytosol
Q16553,0.005577743,0.022709976,0.027047381,0.029029577,0.046704673,0.045748092,0.094266463,0.079511522,0.08500605,0.064398525,0.017726765,0.02617561,0.045333164,0.050742843,0.071378413,0.118141962,0.071297027,0.051516539,0.031180404,0.016507273,unknown
Q16555,0.294443373,0.007816354,0.013726602,0.015645805,0.018592648,0.018122821,0.030285291,0.031073295,0.039982864,0.03631786,0.017564356,0.032748087,0.037380625,0.029802369,0.044890802,0.09014293,0.061221208,0.106675749,0.043990832,0.029576129,unknown
Q16563,0.003084728,0.000984068,0.005662561,0.008144499,0.012605704,0.015978925,0.082126008,0.135641447,0.191866253,0.043905807,0.002074657,0.009929005,0.015478173,0.018894169,0.024695643,0.28835397,0.035246326,0.07212129,0.02278624,0.010420528,unknown
Q16576,0.279883232,0.001871339,0.012480978,0.002763134,0.002343566,0.006417981,0.024117982,0.030775845,0.076671251,0.057462215,0.003034759,0.006468051,0.009098128,0.009858246,0.023948686,0.077372565,0.069967878,0.18403535,0.079872997,0.041555817,unknown
Q16581,0.051905067,0.016966871,0.02132626,0.026122707,0.038076337,0.055391376,0.062697974,0.084061925,0.097335009,0.046116475,0.009599442,0.010444938,0.056058568,0.04358937,0.062623633,0.116895572,0.067373315,0.059512669,0.036330216,0.037572277,unknown
Q16584,0.010107935,0.029366573,0.031443507,0.050326665,0.062079721,0.086624701,0.084413091,0.054468984,0.041675891,0.058944698,0.006281343,0.020421209,0.04509643,0.055028483,0.075097057,0.078902358,0.057677293,0.062003563,0.04021154,0.049828959,unknown
Q16595,0.012934515,0.001282537,0.003657106,0.004454001,0.011672416,0.012395215,0.054931686,0.175206043,0.172895959,0.051676558,0.00127918,0.004441078,0.008406839,0.012738612,0.028822106,0.213167569,0.074503709,0.111135664,0.029246111,0.015153096,unknown
Q16610-4,0.029045356,0.003678097,0.015278473,0.017206206,0.027657199,0.035709045,0.10177104,0.125657777,0.091589685,0.049768535,0.007750996,0.015509368,0.024162926,0.030763591,0.054819235,0.172257204,0.069776149,0.067193732,0.034007623,0.026397763,unknown
Q16611,0.005914195,0.00379445,0.015007319,0.014574963,0.026602806,0.031123223,0.060972779,0.135224059,0.128998141,0.070748678,0.003014789,0.009427427,0.012367276,0.02657621,0.038374846,0.163328142,0.087835937,0.10727367,0.037874614,0.020966477,unknown
Q16629,0.190361927,0.001302985,0.000519753,0.002643108,0.004664038,0.005142242,0.0366764,0.059684957,0.115390501,0.050584168,0.001706739,0.002262712,0.004756723,0.005693252,0.014716288,0.110024899,0.053465154,0.209196986,0.070822316,0.060384853,unknown
Q16630-2,0.137421825,0.003625294,0.005643387,0.007443039,0.010934799,0.013510768,0.053363208,0.069748439,0.110617603,0.094167927,0.003574072,0.004782379,0.011013803,0.012513791,0.019975477,0.051177202,0.03801502,0.06907729,0.075393998,0.208000678,unknown
Q16637,0.07075113,0.004675962,0.009592264,0.008854089,0.018934873,0.020899558,0.053377851,0.066187831,0.124244891,0.098381336,0.002861747,0.004744701,0.012853968,0.0097687,0.030795027,0.068786806,0.070968972,0.144359754,0.079548342,0.099412198,unknown
Q16644,0.26438232,0.004639274,0.013799146,0.006319297,0.011290794,0.01298375,0.030430059,0.040918846,0.073282611,0.037293716,0.016522822,0.020895042,0.049439184,0.037454498,0.042752719,0.091896604,0.059130397,0.094484236,0.055821879,0.036262807,unknown
Q16658,0.366296834,0.002547833,0.001885762,0.005752528,0.006990895,0.00735933,0.018546623,0.02279688,0.041172989,0.024992039,0.010946136,0.021239414,0.024776564,0.022671592,0.039225933,0.099302044,0.069016282,0.127646503,0.055155969,0.03167785,unknown
Q16666,0.011320554,0.000655285,0.002165718,0.003075503,0.00525864,0.00766642,0.04339079,0.073002612,0.238777581,0.101943084,0.001112055,0.001960466,0.003929855,0.005875582,0.020004585,0.09023209,0.075841591,0.213653797,0.066381235,0.033752556,unknown
Q16678,0.031957242,0.010558337,0.006300968,0.012355687,0.026436148,0.029291448,0.084500716,0.107979753,0.105200196,0.085419505,0.007834471,0.010561753,0.027824548,0.026853607,0.03266511,0.169385578,0.071982259,0.085165136,0.028763972,0.038963565,unknown
Q16698,0.002254257,0.001498311,0.007242069,0.008278027,0.015671271,0.018658929,0.084132358,0.153848013,0.122001998,0.081014397,0.003195558,0.007278259,0.011798704,0.016486063,0.035095835,0.141544384,0.101087597,0.108705779,0.048268205,0.031939986,Mitochondria
Q16706,0.00418814,0.003022605,0.006704073,0.008147177,0.012587131,0.02166637,0.079867825,0.118107466,0.147594552,0.078255913,0.003328752,0.010053655,0.012968946,0.019438747,0.045801815,0.156692161,0.077089833,0.124989926,0.041777776,0.027717137,Golgi Apparatus
Q16718,0.003060336,0.001077021,0.004496407,0.005151242,0.014905539,0.016856057,0.096855954,0.152017291,0.097247629,0.099953876,0.001316948,0.002440616,0.005628763,0.005897419,0.022187798,0.174861914,0.110387478,0.135172486,0.031588666,0.01889656,unknown
Q16740,0.006967882,0.00168606,0.005713999,0.004869181,0.010571667,0.014227108,0.075390579,0.158809731,0.133149039,0.080823964,0.001592128,0.006127517,0.009186027,0.011612696,0.027668792,0.181226539,0.102691576,0.10494984,0.040828537,0.021907138,unknown
Q16762,0.003203751,0.001418286,0.006806626,0.007834361,0.013821721,0.018567493,0.087045014,0.160224072,0.131271745,0.074339682,0.002204723,0.007666586,0.012207383,0.018412713,0.0371376,0.149961559,0.099433943,0.10044172,0.042711533,0.025289489,Mitochondria
Q16774-2,0.104139442,0.00155014,0.003935109,0.006603707,0.013279578,0.017483565,0.064772244,0.106053532,0.111820265,0.068549678,0.003789086,0.012687247,0.016604201,0.015348004,0.034884922,0.143882718,0.096668212,0.102346671,0.04861754,0.026984139,unknown
Q16775,0.142721736,0.010351165,0.017181145,0.018943253,0.022334423,0.031301995,0.050023387,0.089865762,0.068943922,0.051318397,0.015518873,0.025013502,0.033296418,0.038583747,0.047730323,0.106134071,0.082718379,0.07057048,0.044461034,0.032987987,unknown
Q16777,0.00059568,0.000583489,0.002613449,0.005265923,0.015290548,0.028713932,0.07094289,0.055777839,0.015130492,0.305085758,0.001281938,0.001298199,0.002050833,0.003054705,0.02561529,0.012141892,0.151924406,0.134156788,0.126741492,0.041734457,unknown
Q16795,0.001118385,0.000484167,0.002752904,0.002477587,0.006208498,0.010598042,0.059277213,0.160337548,0.187409183,0.071937382,0.001316361,0.00343707,0.005209569,0.008681088,0.01703911,0.228126232,0.069370545,0.120901292,0.027472576,0.015845246,unknown
Q16798,0.001956723,0.00362587,0.011009308,0.008843572,0.019268679,0.021335863,0.080355304,0.14825637,0.1188816,0.086466712,0.002284645,0.00747263,0.005847931,0.006133621,0.019589431,0.21063501,0.081311539,0.12103823,0.021746994,0.023939969,unknown
Q16799,0.006819857,0.006416927,0.017927501,0.0215793,0.052121225,0.04788959,0.120973414,0.113973871,0.06274702,0.049551296,0.028873152,0.043101513,0.077892624,0.080223331,0.101252498,0.01863846,0.062919041,0.019060087,0.036959616,0.031079678,unknown
Q16822,0.00469665,0.001153157,0.005616326,0.00616986,0.014548543,0.019191048,0.072435004,0.146519628,0.143761601,0.072316364,0.002227513,0.006387084,0.00826252,0.0136579,0.026447605,0.210038972,0.087907888,0.10402741,0.034377774,0.020257151,Mitochondria
Q16836,0.00415818,0.000534845,0.001951957,0.002612985,0.007094526,0.009871944,0.06933898,0.170144942,0.149141609,0.080744765,0.00144298,0.003931715,0.005124384,0.00871693,0.018025405,0.231041517,0.076362551,0.116011998,0.027366514,0.016381276,Mitochondria
Q16842,0.10073145,0.00221244,0.013636054,0.015216011,0.029889785,0.020654142,0.067226948,0.097791642,0.103441582,0.049199945,0.014847967,0.025900445,0.038358544,0.054959447,0.071995731,0.084040691,0.073814529,0.071995078,0.038421049,0.02566652,unknown
Q16850,0.001539855,0.002825545,0.007944886,0.008230796,0.021835764,0.026484199,0.116989367,0.129366972,0.117102847,0.070645056,0.003809815,0.009199891,0.013524347,0.01873151,0.045131367,0.170190836,0.081259166,0.100927947,0.038306471,0.015953362,Endoplasmic Reticulum
Q16851,0.355541559,0.004218361,0.00877309,0.006287676,0.006463923,0.008263352,0.027478207,0.026035669,0.031952482,0.016970582,0.010815258,0.024659291,0.023613056,0.025527742,0.038857854,0.137363798,0.053080918,0.088448014,0.05879219,0.046856979,unknown
Q16854,0.014268495,0.001030111,0.003407453,0.00295415,0.008942718,0.015567983,0.076203445,0.149523852,0.161125366,0.065385965,0.00287959,0.006475755,0.01018606,0.016156407,0.03415877,0.190260182,0.081593589,0.105832629,0.036661335,0.017386144,unknown
Q16864-2,0.178949341,0.00935374,0.013593667,0.026560405,0.03608207,0.035994915,0.046648569,0.059703105,0.061514717,0.031599471,0.028409543,0.045620654,0.07101886,0.072673184,0.068671027,0.073776274,0.052936477,0.039726617,0.027535531,0.019631832,unknown
Q16875-4,0.113116671,0.006356055,0.004750669,0.013941958,0.022928085,0.031591307,0.034542461,0.074611113,0.105378729,0.092782951,0.004735137,0.011337074,0.015895818,0.019400841,0.032163781,0.046139576,0.05694414,0.08168065,0.085332634,0.14637035,unknown
Q16881,0.361512438,0.00387068,0.010018249,0.007714285,0.009163907,0.008675646,0.028487699,0.028309689,0.025782315,0.017655731,0.013340088,0.027918162,0.030954199,0.031538881,0.052782257,0.1261741,0.075987583,0.084980327,0.032427447,0.022706318,unknown
Q16891-2,0.001294059,0.000898954,0.004186497,0.005300718,0.009937843,0.012981093,0.071245109,0.151907325,0.16535742,0.072709941,0.001887835,0.004174995,0.006482028,0.010310251,0.02159433,0.224336357,0.075094921,0.116168696,0.028198053,0.015933576,unknown
Q1KMD3,0.27025234,0.001807298,0.000894044,0.006247663,0.010418605,0.013256392,0.030627478,0.036481886,0.072783886,0.06559901,0.002202986,0.003279432,0.006951471,0.007227853,0.019395242,0.075023213,0.071940594,0.175703656,0.065303999,0.064602952,Nucleus
