Protein_ID,lps_rep1_set1_126_cyto,lps_rep1_set1_127N_F1.4,lps_rep1_set1_127C_F8,lps_rep1_set1_128N_F10,lps_rep1_set1_128C_F12,lps_rep1_set1_129N_F14,lps_rep1_set1_129C_F16,lps_rep1_set1_130N_F18,lps_rep1_set1_130C_F20,lps_rep1_set1_131_F22,lps_rep1_set2_126_F5.7,lps_rep1_set2_127N_F9,lps_rep1_set2_127C_F11,lps_rep1_set2_128N_F13,lps_rep1_set2_128C_F15,lps_rep1_set2_129N_F17,lps_rep1_set2_129C_F19,lps_rep1_set2_130N_F21,lps_rep1_set2_130C_F23,lps_rep1_set2_131_F25,markers
P33316,0.001858467,0.000806605,0.007956652,0.006817916,0.012375848,0.01384142,0.065376538,0.184126915,0.130210805,0.076628835,0.003262314,0.005128235,0.00767089,0.012319394,0.022091064,0.167058661,0.098155642,0.124042763,0.038287953,0.021983086,unknown
P33527,0.002233047,0.021990908,0.019305564,0.023277443,0.050152883,0.053373198,0.123175144,0.090899548,0.078478555,0.041208951,0.012668841,0.022209808,0.035043824,0.052673603,0.081449916,0.153538808,0.045645151,0.057405189,0.021399267,0.013870352,unknown
P33778,0.000763577,0.00125886,0.007344442,0.012365485,0.028667268,0.038115895,0.098004561,0.051218844,0.015848315,0.246702579,0.001525768,0.006308876,0.011736453,0.016834093,0.054968289,0.022580226,0.101227273,0.118153234,0.114115897,0.052260065,unknown
P33897,0.002586028,0.001430587,0.005163328,0.005682842,0.011377036,0.017082412,0.074073782,0.134048047,0.157113543,0.074642992,0.003297234,0.005986843,0.008822461,0.015108536,0.028493788,0.21361476,0.065738279,0.11590495,0.040479031,0.019353521,Peroxisome
P33908,0.013698413,0.003249401,0.010427933,0.010167343,0.022138171,0.023693561,0.107857243,0.110553545,0.137892304,0.071090142,0.009004739,0.015735938,0.022967541,0.028400654,0.044164579,0.100981609,0.077107307,0.117053271,0.044170002,0.029646305,Golgi Apparatus
P33981,0.05584794,0.002800301,0.004746399,0.00868972,0.013504819,0.013418659,0.064087536,0.090871062,0.147360801,0.104471622,0.003412517,0.008343306,0.011345209,0.010781038,0.030831147,0.073977646,0.084008933,0.13770185,0.074700532,0.059098963,unknown
P33991,0.281868777,0.00189813,0.000344269,0.003043954,0.005811635,0.007686136,0.023063916,0.032350627,0.070324871,0.065476322,0.001574805,0.006209255,0.007251585,0.011709145,0.030057356,0.06145862,0.082956301,0.171305255,0.081597733,0.05401131,unknown
P33992,0.222717953,0.00150987,0.003332047,0.003393235,0.005343829,0.007764766,0.034097421,0.042207264,0.093348064,0.072369583,0.002288693,0.003680387,0.007965168,0.008324373,0.022269229,0.094026705,0.064919596,0.181747013,0.061405393,0.067289411,unknown
P33993,0.283211943,0.001286222,0.000639252,0.003947381,0.005754029,0.009776222,0.027767583,0.034006321,0.072530751,0.064339842,0.002791613,0.004596723,0.006792818,0.008826127,0.026587738,0.077236517,0.078848774,0.179951676,0.072088969,0.039019499,unknown
P34059,0.006745631,0.001619347,0.004962791,0.005516072,0.01089134,0.021208086,0.128686612,0.158039493,0.109149438,0.071733949,0.001907045,0.00534632,0.008428293,0.015715282,0.041154586,0.186174545,0.072119852,0.10204736,0.028823352,0.019730606,unknown
P34820,0.014955472,0.001685413,0.007552485,0.009347668,0.017115694,0.020046093,0.093059939,0.135626503,0.123307251,0.072275552,0.003703597,0.011109323,0.016176972,0.027863938,0.055430179,0.153246518,0.081551011,0.093733027,0.036037536,0.026175829,unknown
P34897,0.005308717,0.001299483,0.008022906,0.009276942,0.020790996,0.024448975,0.089103682,0.146913243,0.110328783,0.082704869,0.003132911,0.006850051,0.011706152,0.017061599,0.03506653,0.141394466,0.11229299,0.104039475,0.043685247,0.026571983,unknown
P34910-2,0.001171011,0.023257592,0.036409019,0.030239891,0.055321632,0.058776097,0.109464711,0.075555065,0.067245823,0.034962303,0.01622423,0.042365755,0.0511277,0.054033233,0.078306616,0.135808011,0.048956732,0.054474609,0.01713065,0.00916932,unknown
P34913,0.290907484,0.004900079,0.004150366,0.001207602,0.003907496,0.006533187,0.026655304,0.055636129,0.072165955,0.0339364,0.007213409,0.015316319,0.025472389,0.031363227,0.052787039,0.100834203,0.104044524,0.09292417,0.043230727,0.026813994,unknown
P34932,0.374364833,0.00400752,0.008690967,0.005646277,0.007826483,0.008761354,0.019577295,0.022406232,0.026410341,0.016903953,0.016658956,0.026217356,0.033851869,0.027751341,0.045464244,0.100785799,0.069316139,0.109784084,0.045138625,0.030436331,Cytosol
P35221-2,0.090051933,0.02986147,0.026578493,0.029531367,0.04160701,0.051650258,0.071453774,0.066433153,0.056468036,0.038518025,0.028078824,0.037587934,0.058276658,0.058358947,0.083268046,0.065088419,0.047537593,0.051426837,0.03154291,0.036680313,unknown
P35222,0.024142349,0.030713439,0.026256005,0.030236622,0.046507865,0.062222022,0.101698628,0.069223308,0.052996238,0.055627424,0.005394278,0.014148907,0.023268619,0.027385362,0.060187446,0.163329013,0.048622461,0.083655972,0.033518506,0.040865538,unknown
P35226,0.030768594,0.001360943,0.004043372,0.014612464,0.018931803,0.023803769,0.046945297,0.067032058,0.135922758,0.144585025,0.004931175,0.010281154,0.011206525,0.019828175,0.030728056,0.052648653,0.072415108,0.123150459,0.104187324,0.082617288,unknown
P35232,0.000958611,0.001205272,0.006582845,0.008599051,0.021353228,0.024752387,0.087608686,0.148785765,0.11087379,0.091931907,0.002661585,0.006515582,0.012342437,0.015368521,0.041279115,0.139161546,0.104454447,0.10308505,0.047459964,0.025020212,Mitochondria
P35236-3,0.252501019,0.003248528,0.008902874,0.011632537,0.011779521,0.019362885,0.032314399,0.037075358,0.060877071,0.0529546,0.007475998,0.022033665,0.016287903,0.01985526,0.033305136,0.095878375,0.060972099,0.152075108,0.062314453,0.039153211,unknown
P35240,0.043437134,0.043217138,0.033300333,0.035393545,0.054720821,0.061917927,0.093904711,0.056490609,0.040592057,0.037025725,0.020987657,0.032144972,0.049084497,0.052387323,0.073455995,0.091913584,0.056683939,0.056566923,0.031198859,0.03557625,unknown
P35241,0.127084682,0.011949218,0.010746205,0.014967304,0.016385706,0.017051038,0.058835521,0.071002193,0.128266449,0.039175641,0.012938813,0.020009404,0.026358628,0.024450857,0.027564843,0.222231621,0.037344091,0.088009067,0.025646415,0.019982304,unknown
P35244,0.300951471,0.001555367,0.004622409,0.001718025,0.004178634,0.005978168,0.021512279,0.036279997,0.075561617,0.047904831,0.003378437,0.008380192,0.004219903,0.01013755,0.023389426,0.102893565,0.0746726,0.178286629,0.055810949,0.038567952,unknown
P35249,0.106708937,0.001809559,0.000280585,0.004062487,0.007028117,0.010102108,0.052073633,0.069273185,0.130499945,0.117383815,0.00294819,0.006541576,0.011482158,0.014200165,0.033628862,0.082591561,0.075705606,0.150479871,0.065762716,0.057436924,Nucleus
P35250,0.08504293,0.001865851,0.006424454,0.006729006,0.011524219,0.015338659,0.052105576,0.063831011,0.135852133,0.116970601,0.003842603,0.004954835,0.010427004,0.012978505,0.029440524,0.067429069,0.076083579,0.138306243,0.086646539,0.074206658,unknown
P35251,0.030614332,0.001554217,0.002560388,0.004575039,0.010078695,0.01472721,0.053491245,0.074126676,0.171689771,0.113746507,0.002176031,0.00456196,0.00714727,0.011626285,0.027428886,0.080509273,0.079597021,0.169540362,0.088964634,0.051284199,unknown
P35268,0.008698111,0.004159203,0.012915597,0.008584813,0.023384825,0.02700451,0.083175445,0.128481259,0.123045172,0.071406643,0.001898548,0.006295221,0.005650419,0.007267901,0.02257219,0.15674266,0.06016958,0.115055588,0.04194923,0.091543084,40S/60S Ribosome
P35269,0.214479917,0.001711358,0.001218843,0.004078335,0.007746512,0.009184705,0.034981898,0.034372882,0.105261155,0.075598723,0.004022663,0.008027728,0.01638054,0.012876247,0.02492907,0.042139679,0.078785253,0.136960967,0.09039333,0.096850194,Nucleus
P35270,0.144522466,0.001484967,0.005966826,0.005907211,0.014400664,0.013500198,0.063057703,0.098581087,0.107414317,0.059860601,0.005844146,0.015206982,0.022312136,0.019405976,0.032632468,0.143172409,0.080980311,0.100636159,0.03767679,0.027436581,unknown
P35354,0.041839538,0.005420789,0.022736633,0.029565726,0.036615485,0.045904525,0.081549949,0.093207459,0.07851134,0.064648555,0.00726915,0.026986101,0.035087546,0.038853205,0.054749831,0.098523025,0.078722345,0.080408118,0.042060563,0.037340114,unknown
P35408,0.002324587,0.015092712,0.016984021,0.022670178,0.034934898,0.045565123,0.120467094,0.107690067,0.084256355,0.050014964,0.014923195,0.029140808,0.035163378,0.044209192,0.055122782,0.164801206,0.051588611,0.067806299,0.022134412,0.015110115,unknown
P35475,0.004638685,0.003581005,0.008385845,0.010124301,0.026588901,0.038196304,0.102626581,0.129017546,0.097545397,0.071287272,0.003131649,0.008466654,0.015235844,0.019599481,0.042691317,0.183578726,0.077951966,0.100759557,0.030503691,0.026089276,Lysosome
P35520-2,0.298890609,0.005809682,0.006767069,0.009901113,0.016001589,0.013598003,0.034669988,0.037734073,0.054134196,0.041710415,0.009706667,0.023169929,0.025625829,0.021248461,0.040120614,0.090526371,0.067320514,0.120352177,0.050338898,0.032373804,unknown
P35556,0.027952205,0.007078585,0.015197179,0.027240536,0.042182421,0.045134567,0.093134134,0.109616734,0.081900034,0.055095645,0.008165541,0.017917519,0.029152299,0.041026156,0.067577026,0.111022443,0.078152556,0.067586352,0.042022782,0.032845287,unknown
P35579,0.26006751,0.002991478,0.008372592,0.003817571,0.007598656,0.01004075,0.040517804,0.048272289,0.07168522,0.046739446,0.00538103,0.008580317,0.011019755,0.016347094,0.030538158,0.145537469,0.069661621,0.145853003,0.039779097,0.02719914,unknown
P35606,0.299502366,0.001933132,0.005375906,0.003610189,0.005545744,0.006963587,0.032201361,0.037394568,0.069554687,0.038296518,0.003194123,0.006551347,0.01156965,0.018161228,0.028741051,0.148227054,0.064034927,0.148124042,0.045850927,0.025167592,unknown
P35610,0.002471453,0.003382426,0.009289764,0.011147391,0.016001185,0.026256641,0.082358131,0.128320371,0.163000285,0.057772353,0.002171366,0.007481829,0.012057223,0.015883578,0.035535761,0.208962712,0.064076976,0.106062241,0.030433475,0.017334839,unknown
P35611-3,0.276135212,0.007483729,0.019358823,0.010006503,0.010506167,0.009467841,0.032487367,0.028972599,0.064484341,0.041097416,0.006330528,0.030331458,0.044561122,0.039697578,0.087294796,0.05301802,0.086796026,0.054239831,0.046586625,0.051144016,unknown
P35612,0.116517968,0.01638937,0.013716288,0.024199234,0.030936433,0.042616113,0.062252888,0.037611077,0.086424145,0.069336485,0.021486154,0.029225636,0.027700384,0.028190262,0.034006561,0.05324188,0.05351426,0.091538343,0.055495274,0.105601247,unknown
P35613,0.001980232,0.029034601,0.024444435,0.023170857,0.037192179,0.041726524,0.137030675,0.104777627,0.067147702,0.042877672,0.027782914,0.04487817,0.053927313,0.065170974,0.09114471,0.080204444,0.053490234,0.039999124,0.020912288,0.013107326,unknown
P35625,0.008818012,0.002033589,0.006968825,0.00844689,0.018004071,0.018785184,0.107923585,0.118194356,0.116553567,0.080258356,0.003357437,0.008933296,0.011983054,0.013774371,0.027706988,0.211862194,0.063228098,0.11539283,0.034276475,0.023498822,unknown
P35637,0.204381261,0.001177561,0.006866596,0.003576811,0.005693628,0.005634576,0.026573778,0.051451566,0.136004386,0.064387854,0.00135265,0.0022187,0.004694862,0.005288054,0.014377569,0.09883841,0.039793276,0.135250654,0.053182971,0.139254835,Nucleus
P35658-5,0.04300888,0.002507336,0.00475428,0.006643462,0.009926272,0.017687155,0.061708678,0.09367148,0.141363064,0.094309962,0.004597101,0.007312483,0.013804754,0.016665848,0.037850707,0.106369363,0.070205643,0.129409908,0.059009551,0.079194074,Nucleus
P35659,0.044941646,0.000944634,0.003937019,0.003296929,0.007779303,0.01008601,0.045443839,0.062866521,0.181002753,0.124257233,0.002223104,0.003093297,0.004182915,0.006653607,0.021081628,0.072520961,0.07718711,0.217330774,0.070904136,0.040266582,Chromatin
P35754,0.394213745,0.002901914,0.014623608,0.008039755,0.007200059,0.008974973,0.01154302,0.016817316,0.029982937,0.012574697,0.01754326,0.038425498,0.038898982,0.040741147,0.057671837,0.072373046,0.077521366,0.0830656,0.048729626,0.018157614,unknown
P35813-3,0.298609724,0.004820253,0.008860448,0.007554576,0.010101617,0.012192313,0.031732621,0.043677698,0.048699654,0.033751095,0.021468697,0.030136,0.020131893,0.024227636,0.045800491,0.118950508,0.068209156,0.098839289,0.036770117,0.035466212,unknown
P35914,0.003310613,0.000681448,0.003453583,0.004178466,0.00853663,0.011610261,0.079444545,0.146117397,0.167269188,0.074264219,0.001567174,0.003130687,0.005321688,0.009325282,0.020535502,0.232338907,0.070760343,0.116072611,0.026474321,0.015607133,unknown
P35998,0.24229837,0.003722703,0.003472003,0.005486067,0.007710298,0.009506876,0.035419544,0.050135699,0.080774137,0.062865741,0.00450501,0.00816143,0.010335854,0.013986688,0.029111116,0.116029646,0.071281526,0.154964579,0.054193396,0.036039316,unknown
P36222,0.025420455,0.004569417,0.017115609,0.016338376,0.02622437,0.033014002,0.097954351,0.11349377,0.091557184,0.067151959,0.005251329,0.014127943,0.02424331,0.028762012,0.050782476,0.173969697,0.077712725,0.08109289,0.03019954,0.021018586,unknown
P36404,0.209951226,0.001454797,0.002808957,0.002634039,0.003971644,0.005539614,0.032332513,0.086084686,0.12112246,0.036263371,0.001629786,0.00449232,0.00382267,0.009104829,0.021148494,0.243076485,0.05152718,0.116667651,0.028814147,0.017553132,unknown
P36405,0.353394529,0.001020164,0.000406937,0.002580372,0.003957296,0.004752499,0.017551974,0.031136086,0.056886982,0.026529393,0.003395989,0.006706817,0.00703346,0.008882021,0.019797061,0.179574902,0.052527883,0.168627182,0.035343079,0.019895375,unknown
P36507,0.3519524,0.002151323,0.017897109,0.003197194,0.003160735,0.005427053,0.010707079,0.025138521,0.063971616,0.027995158,0.008513158,0.014693616,0.018599643,0.026239453,0.04357459,0.088737088,0.070844184,0.122204911,0.060165457,0.034829711,unknown
P36542,0.003428939,0.003102933,0.034046743,0.042546254,0.05239705,0.066565744,0.099461833,0.081530295,0.032727101,0.084193109,0.002264945,0.002856902,0.00476866,0.004763754,0.013233398,0.280799629,0.05275369,0.121516068,0.011687259,0.005355696,unknown
P36543,0.155532547,0.00461339,0.01338807,0.012685009,0.025377622,0.025634307,0.066150835,0.071150936,0.078066521,0.044461523,0.006761326,0.016922006,0.029762762,0.037638057,0.057496009,0.116694119,0.075865678,0.088018682,0.040552855,0.033227748,unknown
P36551,0.017176015,0.00124602,0.009143112,0.009242598,0.016277823,0.020132165,0.081844077,0.148493594,0.108197414,0.07492764,0.002322495,0.008288706,0.012357169,0.017339646,0.034363504,0.17777983,0.108363326,0.096833069,0.035677135,0.019994661,unknown
P36578,0.002592983,0.002436921,0.006124806,0.008380004,0.01608346,0.024807228,0.099103112,0.130038795,0.116209102,0.08264389,0.002322962,0.005547997,0.009236629,0.013756664,0.032517243,0.093300341,0.053185296,0.076408466,0.047955469,0.177348633,40S/60S Ribosome
P36639,0.31506355,0.002139705,0.006726548,0.004880414,0.006230085,0.01039591,0.025963454,0.045855852,0.057081458,0.029826313,0.006900024,0.01334177,0.018899663,0.023081139,0.040107068,0.13479566,0.073206775,0.110691662,0.044785853,0.030027096,unknown
P36776,0.002991493,0.000681803,0.003746623,0.004432771,0.009732148,0.012802141,0.077724318,0.15453301,0.148199074,0.077629247,0.001974803,0.004712823,0.007844581,0.011099829,0.022706635,0.207814482,0.086161897,0.116809325,0.032031183,0.016371812,Mitochondria
P36873-2,0.002606414,0.023628342,0.015246954,0.020399223,0.050780956,0.046218907,0.133652199,0.048577701,0.009228419,0.149660886,0.002751881,0.002769057,0.007146619,0.005068144,0.022342161,0.187952687,0.043908092,0.148952806,0.038187595,0.040920961,unknown
P36897,0.005489256,0.008243149,0.010505316,0.019643774,0.032180271,0.037809657,0.104485499,0.115353169,0.107982011,0.061739908,0.004879373,0.012456656,0.020885464,0.026569579,0.045635943,0.181759945,0.061440179,0.091298062,0.032175824,0.019466965,unknown
P36941,0.004706563,0.043784064,0.030342572,0.050711532,0.08123661,0.072649062,0.080234587,0.059670385,0.043373933,0.033290692,0.018057787,0.041652736,0.046182264,0.048563841,0.08031206,0.119305578,0.058771276,0.050060153,0.030084357,0.007009947,unknown
P36955,0.026882716,0.00323652,0.013230352,0.018462668,0.023776698,0.024428484,0.092462486,0.124711835,0.107309363,0.060035837,0.005783133,0.014834918,0.018827029,0.018285949,0.034109473,0.212141559,0.060148077,0.096967096,0.026715398,0.017650409,unknown
P36957,0.002208922,0.002549008,0.007354532,0.010336329,0.01758384,0.021204688,0.080177902,0.150228412,0.124137005,0.075092172,0.003664608,0.00733344,0.011870951,0.015246362,0.036405907,0.160474567,0.097950858,0.103158481,0.046154601,0.026867416,Mitochondria
P36969,0.148245324,0.001214543,0.003532849,0.002891976,0.00463398,0.008943334,0.041069545,0.078582567,0.155567568,0.050611383,0.003430285,0.005629687,0.009424082,0.012770801,0.023584262,0.1880849,0.054065983,0.140971764,0.037040847,0.029704319,unknown
P37108,0.209380688,0.001201734,0.002215565,0.003116831,0.006900532,0.009131394,0.040131959,0.060866854,0.102039961,0.058571281,0.003323772,0.005892194,0.012174555,0.015805162,0.036099341,0.068176239,0.061279688,0.089720758,0.072366835,0.141604655,unknown
P37198,0.098106501,0.000991095,0.000395342,0.003749585,0.004257346,0.007298785,0.05203993,0.087829497,0.156381607,0.086757525,0.002593352,0.006351521,0.010603206,0.014341986,0.02479279,0.145379581,0.064418116,0.148544142,0.042870322,0.042297774,unknown
P37235,0.305354053,0.006376284,0.007658495,0.011461013,0.015080195,0.018872493,0.03166777,0.039714234,0.032752594,0.023966821,0.037585117,0.050711826,0.060337093,0.045401272,0.057690057,0.091523527,0.052612753,0.056786517,0.029884271,0.024563614,unknown
P37268,0.004229776,0.001571742,0.005361291,0.005818051,0.012353862,0.01787174,0.091240608,0.136625978,0.153401968,0.06758526,0.003034005,0.006245135,0.01051925,0.015545246,0.035021325,0.213091577,0.066136709,0.106098326,0.033376667,0.014871486,Endoplasmic Reticulum
P37287,0.005915376,0.003409617,0.011981962,0.023914979,0.040750095,0.034371625,0.09275488,0.125568797,0.093182686,0.069655111,0.010090736,0.015652417,0.027404182,0.0322176,0.061399381,0.104754764,0.081889756,0.081320581,0.05138553,0.032379923,unknown
P37802,0.388360683,0.004339946,0.013393925,0.004291187,0.005891172,0.00643122,0.027114691,0.023384874,0.026260256,0.01764848,0.031488895,0.04748071,0.056688641,0.042042881,0.050602916,0.096821952,0.046021689,0.065299461,0.027779517,0.018656905,Cytosol
P37837,0.467823707,0.001127402,0.000234362,0.001642808,0.002166247,0.002309153,0.006095454,0.005614248,0.005639,0.003540868,0.016817199,0.027723832,0.029506214,0.028002425,0.037428496,0.183523952,0.052325436,0.085626656,0.025506192,0.017346349,Cytosol
P38117,0.004021648,0.001104687,0.006226598,0.006759468,0.013325682,0.018298686,0.075008878,0.157278619,0.143120674,0.075624446,0.003120534,0.006957934,0.011139431,0.015896754,0.029056587,0.185186519,0.083220709,0.107147925,0.034624448,0.022879774,Mitochondria
P38159,0.006356249,0.003022939,0.011370802,0.013035324,0.023862341,0.034558501,0.072237298,0.091097192,0.105352602,0.140142292,0.002685319,0.004614053,0.007528683,0.009810404,0.019224803,0.032856052,0.034773255,0.048258443,0.099001183,0.240212264,unknown
P38432,0.074071624,0.003787914,0.004344337,0.004564427,0.009274626,0.018035299,0.039970277,0.057192674,0.149718294,0.13751462,0.002576526,0.004332821,0.008547535,0.011842716,0.018213197,0.051300463,0.052531454,0.085219832,0.180492124,0.086469242,unknown
P38435,0.005670654,0.005554597,0.008310345,0.010573034,0.012360008,0.028973367,0.08697446,0.130085197,0.1444732,0.064149525,0.00296589,0.007953667,0.012885647,0.016799715,0.042637562,0.185663202,0.071136036,0.10878398,0.032320931,0.021728982,unknown
P38571,0.005285137,0.00102895,0.002475206,0.006195168,0.0176184,0.02699839,0.154063716,0.134759699,0.081799302,0.072579977,0.002463,0.006589735,0.010405103,0.016316982,0.039061731,0.202009707,0.064438024,0.116936586,0.023818747,0.015156437,unknown
P38606,0.174595628,0.002578076,0.008502197,0.004515095,0.01502529,0.017864691,0.076308399,0.070680336,0.074184968,0.044424207,0.004627602,0.015556604,0.026281129,0.031915497,0.050892948,0.163409461,0.066599157,0.102425063,0.030807522,0.018806131,unknown
P38646,0.003384978,0.001217251,0.006044481,0.007339652,0.014795765,0.019328877,0.073937023,0.151013967,0.134926321,0.07745236,0.00275749,0.00637027,0.011089723,0.016470279,0.033967763,0.166938061,0.095482022,0.106006092,0.045135688,0.026341936,unknown
P38919,0.106458699,0.001184695,0.001234969,0.002034397,0.004132971,0.005896827,0.043918328,0.070009426,0.14507129,0.109993342,0.001432545,0.002168331,0.002681921,0.003248195,0.012275622,0.088642575,0.04351964,0.126096628,0.142745299,0.087254302,unknown
P38935,0.005588443,0.005474069,0.017205885,0.020722125,0.034970998,0.030279074,0.064975811,0.120765185,0.07312501,0.1268934,0.002894404,0.006671847,0.003472833,0.009710356,0.024929535,0.04384093,0.036716437,0.065228266,0.045609876,0.260925516,unknown
P39019,0.020307862,0.000999024,0.003993744,0.00633906,0.013148886,0.02163079,0.103996167,0.140834736,0.106419164,0.074164199,0.001683826,0.003103964,0.006065773,0.00879035,0.028141674,0.113815807,0.055018307,0.074430014,0.037280601,0.179836054,40S/60S Ribosome
P39023,0.002019223,0.00256273,0.0063519,0.010482477,0.018680065,0.030831893,0.103573703,0.120356138,0.105746698,0.088178167,0.002345889,0.006285323,0.01013487,0.013538359,0.034495216,0.116418689,0.061052179,0.086651564,0.047749155,0.132545761,40S/60S Ribosome
P39060,0.005098585,0.00079209,0.005667617,0.005934137,0.015247007,0.023401935,0.099908925,0.152975395,0.12658849,0.065769373,0.002849007,0.005718094,0.011665557,0.014288213,0.029754933,0.237875958,0.059484139,0.083509537,0.032178982,0.021292026,unknown
P39210,0.003065481,0.000753307,0.002108395,0.000656159,0.004896014,0.011137598,0.057358713,0.206807081,0.140112503,0.07310475,0.001852478,0.003688075,0.006208686,0.009969944,0.024412277,0.216707539,0.07799444,0.114120679,0.029822487,0.015223395,unknown
P39656,0.001266722,0.002411161,0.003512263,0.006639577,0.015878699,0.015496231,0.083524997,0.134033301,0.161192774,0.068405208,0.002732763,0.007734122,0.013685894,0.019375206,0.03619286,0.199224219,0.073515053,0.107650125,0.032228618,0.015300207,unknown
P39687,0.407846911,0.005062915,0.011171134,0.006061699,0.006071019,0.007520482,0.010246976,0.012995129,0.021285085,0.013398918,0.016012832,0.02571063,0.034584834,0.035561345,0.049871783,0.064751251,0.066254339,0.091520537,0.057747691,0.056324489,unknown
P39748,0.130954294,0.001271819,0.003392843,0.002763269,0.007509651,0.009867764,0.04504686,0.064439877,0.136669713,0.108400684,0.001417476,0.002961818,0.005977442,0.007509859,0.020633919,0.08640495,0.075065721,0.183237099,0.069587418,0.036887525,unknown
P39880-3,0.036050164,0.001395229,0.00509284,0.009195121,0.010933271,0.01474592,0.061272332,0.0893319,0.165386787,0.10928123,0.003748728,0.004793536,0.007065893,0.012237883,0.034834821,0.09601286,0.082524794,0.143943439,0.067768548,0.044384705,unknown
P40121,0.383262911,0.002839443,0.003841165,0.006831628,0.007994325,0.009701187,0.022092903,0.019514265,0.022992936,0.017403418,0.019985182,0.030702723,0.034470554,0.030734004,0.047313487,0.116166793,0.062384555,0.09387873,0.041428822,0.02646097,unknown
P40222,0.052624074,0.002016641,0.00604115,0.005177955,0.005781046,0.007313303,0.040031181,0.065976684,0.2056751,0.094080026,0.003952157,0.004582969,0.009301642,0.011118042,0.024802621,0.083488863,0.070150978,0.170247036,0.05893142,0.078707113,unknown
P40227,0.195054339,0.007259935,0.011434766,0.008093235,0.017490336,0.018455812,0.047267852,0.054678494,0.068817456,0.054311107,0.011454783,0.016695114,0.017723378,0.019220047,0.03570188,0.101103428,0.07408247,0.146938026,0.055439197,0.038778347,unknown
P40306,0.425531203,0.003236756,0.001328886,0.004684537,0.005547583,0.006457179,0.014911529,0.021334355,0.021607919,0.011915329,0.022188961,0.035607313,0.041894123,0.035048396,0.05328382,0.083215972,0.053761655,0.073239492,0.040994439,0.044210554,unknown
P40429,0.002344108,0.002461833,0.00776314,0.010422089,0.022366384,0.02940319,0.111679108,0.123929419,0.103778701,0.092067433,0.002046549,0.005698317,0.009665099,0.012313979,0.03292783,0.115322678,0.058678882,0.088592689,0.042250794,0.126287778,40S/60S Ribosome
P40763,0.283699241,0.001700944,0.005568491,0.003142017,0.00504844,0.006561466,0.027630812,0.047814436,0.080977238,0.040373765,0.007086836,0.017362938,0.022164082,0.023496066,0.041337447,0.078315911,0.077087123,0.130660957,0.057280008,0.042691782,unknown
P40818,0.033327211,0.004692072,0.006698044,0.007571697,0.016070397,0.022288793,0.085310615,0.113891015,0.152213007,0.07161078,0.005898868,0.0119275,0.01771251,0.02610616,0.045243836,0.125108142,0.057517391,0.097017217,0.043237302,0.056557443,unknown
P40855,0.363864282,0.001918905,0.000765439,0.003338083,0.005862573,0.005779155,0.016577803,0.028006295,0.055941505,0.012704889,0.006662405,0.006746918,0.017053537,0.014257399,0.028725802,0.21188993,0.048022569,0.095141599,0.058088607,0.018652306,unknown
P40925-3,0.383927897,0.003572759,0.008481717,0.006947736,0.010626082,0.00952326,0.02190436,0.020525274,0.015262457,0.011333817,0.015042181,0.039105915,0.043664198,0.040394394,0.064765304,0.123679469,0.067906322,0.063727589,0.028996402,0.020612867,Cytosol
P40926,0.00703041,0.001784099,0.008459533,0.008702944,0.017225061,0.021728941,0.078846652,0.14768564,0.123211421,0.07821676,0.003093955,0.00796928,0.011103805,0.0168138,0.034558477,0.153270116,0.104004986,0.103862811,0.043631266,0.028800043,unknown
P40937,0.134290824,0.002357049,0.004316139,0.004327562,0.008270703,0.013369047,0.04336331,0.059094848,0.154750001,0.084333921,0.003042886,0.008160147,0.008220456,0.013224391,0.027453182,0.097245957,0.068815049,0.155303925,0.061763262,0.04829734,Nucleus
P40938,0.079427048,0.001096664,0.001968243,0.002627311,0.005731269,0.007873122,0.050513486,0.06358195,0.171016248,0.106698784,0.001877719,0.002663669,0.004355815,0.008656383,0.020906478,0.081751535,0.078103124,0.188014241,0.066445227,0.056691685,unknown
P40939,0.002431804,0.001055954,0.005242182,0.005357992,0.011625892,0.015178927,0.077502963,0.15304345,0.14165818,0.0826826,0.0019581,0.004969668,0.007988009,0.012491439,0.027616703,0.181262496,0.092252145,0.115284799,0.038063367,0.022333332,Mitochondria
P41091,0.166047991,0.001269946,0.001785293,0.002350173,0.005462031,0.007036513,0.034144565,0.050917774,0.144765286,0.086048292,0.002472475,0.005075706,0.006542625,0.008452151,0.019750204,0.087614441,0.060545201,0.16645964,0.067076031,0.076183663,unknown
P41208,0.072476376,0.004969852,0.006659522,0.007288326,0.013205503,0.012407515,0.04608228,0.071241777,0.164975566,0.100693283,0.005684638,0.006776518,0.012731932,0.011958829,0.056837114,0.045684722,0.073601614,0.114843543,0.082302849,0.08957824,unknown
P41212,0.022884178,0.00130719,0.002854143,0.009850029,0.020303735,0.018852456,0.052118947,0.069017281,0.145859258,0.156952782,0.003791297,0.003558092,0.0087638,0.01063277,0.026130286,0.086022414,0.076543687,0.175648765,0.068885834,0.040023054,unknown
P41214,0.072051903,0.000933955,0.004586942,0.005604323,0.01192099,0.016140509,0.04613232,0.071768656,0.179039605,0.091820797,0.006658276,0.016460172,0.010355432,0.020304916,0.042975753,0.131371826,0.059390298,0.10542151,0.05283677,0.054225048,unknown
