,R1_Con_03,R1_Con_06,R1_Con_12,R1_Con_24,R1_Con_80,R2_Con_03,R2_Con_06,R2_Con_12,R2_Con_24,R2_Con_80,R3_Con_03,R3_Con_06,R3_Con_12,R3_Con_24,R3_Con_80,markers
Q16832,0.00033238806909584144,0.00029345180366707524,0.00037306869607036004,0.00047784487381159475,0.0006275841919631335,0.00040546267320802154,0.00035891228477506076,0.00044881030441264045,0.0006019241722366877,0.00079802414312978,0.00034581663686546134,0.0003008605199889904,0.00032660140849602193,0.0005243889546594158,0.000647959419425883,Plasma membrane
Q14126,0.00016341757693492785,0.00022163718907919247,0.0003988228139082909,0.0006903053314735926,0.0009487749971028737,0.00017530662361565707,0.00023147907463167528,0.0004501554811894106,0.0006561434440029455,0.0010144011418503779,9.402162815149348e-05,0.00012925742935035914,0.00021560653018535804,0.0003793318727241507,0.0008136758266989827,Plasma membrane
P00533;P00533-4;P00533-3,0.00019380889716702664,0.00022382514828949278,0.0003265276589671563,0.00047539355116015604,0.0008578414891631072,0.0002009770434450322,0.00022711923114138727,0.00038512601187868235,0.0005446777438723498,0.0010650241456690265,0.00014709027979194501,0.00016191479713533602,0.00027673882729704826,0.0004613226687990626,0.0009469184202681211,Plasma membrane
Q9UBC2;Q9UBC2-2;Q9UBC2-3;Q9UBC2-4,0.00013594845757243442,0.00026365051210392994,0.0005296475365608886,0.000746782104458397,0.0013790018598126327,0.00015000532055444698,0.00026884944377171603,0.00048759933839772896,0.0006686422896897958,0.0008171723402263341,0.00012187110304889559,0.00020255876521257826,0.0003462549294846411,0.0005300243867662856,0.0006470169814573658,Plasma membrane
Q9Y4F1;Q9Y4F1-2,0.0001262229929529786,0.00019682798615476725,0.0003243229968190524,0.0005304253507850431,0.00016773197245405165,0.00013525009800019897,0.00017863272240623004,0.00040267851722191244,0.0006102884881734797,0.0014132589833078944,8.821892460486973e-05,0.00010902860064799705,0.00023325722770259116,0.0004296815802995648,0.0009266419082715388,Plasma membrane
O95466-2;O95466;O95466-3,0.00024726486485967386,0.000361814238890969,0.0005700498977585117,0.0005596946309578607,0.0003720781995377266,0.00025784518295432203,0.00039382969529784296,0.00080774053466608,0.0006992466417229225,0.0005063055146228194,0.0002562906664408737,0.00028644837934112326,0.0005420016487701351,0.000755404907512398,0.0009311821178255387,Plasma membrane
P06241;P06241-3,0.00018667793716700917,0.00024153760755806823,0.00035682448898691297,0.0005712329680409911,0.0008635230528136772,0.000202482355590283,0.0002621886545263633,0.0004299895711422442,0.0006003231458106186,0.001019594669304241,0.00014189364942431592,0.0001672760696993619,0.0002967674952085449,0.0005211501900984913,0.0008179579186993234,Plasma membrane
P63092;Q5JWF2;P63092-4,0.0001545984021619637,0.0002049357850520206,0.00030344219557593247,0.0004625140306636994,0.0009211052913269318,0.0001733610563807348,0.0002223663228788444,0.0004131209305233806,0.0006031729808112337,0.001041366208132795,0.00012959166660147362,0.00014592627362286777,0.0002729063037115139,0.0005185409482187432,0.0011942142650775602,Plasma membrane
Q8IZP9;Q8IZP9-8;Q8IZP9-7;Q8IZP9-5;Q8IZP9-6;Q8IZP9-3;Q8IZP9-4;Q8IZP9-2;Q8IZP9-10;Q8IZP9-9,0.0004419510186105496,0.00034971634619486626,0.00045875399179919746,0.0005553231527739319,0.000694932395706558,0.0003468432617040172,0.00037084948967207044,0.00039062087412820276,0.0005051448728524687,0.0006222171134708997,0.0003119056838379345,0.0003082665636705115,0.00036981823662478596,0.0005476165483765885,0.0006914558662656473,Plasma membrane
P05362,0.00016394233522980242,0.0002054056630271538,0.00029900724588074714,0.0004924596108672166,0.0009412002597821168,0.00015378116822574274,0.0002033302908825827,0.00036359855612469856,0.0005776747793694852,0.001246431113002347,9.559813296238633e-05,0.0001262939595398207,0.00021919566927416242,0.0003725083104810102,0.0010362248234501326,Plasma membrane
P46940,0.00025413666900253525,0.00037895837603233427,0.00047530556082996193,0.0005739994424764603,0.0007390433484008018,0.00024382887352099704,0.0003540027726817719,0.0005176979059466929,0.0006097163990858847,0.000737637433820501,0.00020380192198916257,0.00030591533536912275,0.000560704054971633,0.0007395777387009516,0.0009146752804612493,Plasma membrane
P26006;P26006-1,0.0003132160767921461,0.00022269733392804518,0.0003674896359861858,0.000674385879186115,0.0007706733782519887,0.0002289009697457095,0.00019629191404572883,0.0003069029425965424,0.0005457684764683351,0.0007686794323312601,0.00016190745714517627,0.00014424436564827674,0.00022141208571795028,0.00048717057209348173,0.0008746159892024417,Plasma membrane
P06756;P06756-3;P06756-2,0.00019526257350391507,0.00029706980931728236,0.0004969255965561024,0.0007106017178134332,0.0010522743179566712,0.00022331556779253307,0.00028457425017678847,0.0004447764291408448,0.0005593759601068371,0.0008926219473730403,0.0002326848712498969,0.0002585886891008473,0.0003319941552911652,0.0004419696719173798,0.0006554368457257555,Plasma membrane
P18084,0.00020417330971279684,0.0002576986269992714,0.00047583439218866773,0.0007496322227584902,0.00117550471405646,0.0002299508021712399,0.0002546797038259456,0.00042241310246057015,0.0006507683870632765,0.0004133117974867499,0.00023015626740178637,0.00021040830219284197,0.00030840280502910473,0.00045846572009693864,0.0006331258357316794,Plasma membrane
P32004;P32004-2;P32004-3,0.00018289759624260326,0.00020211347425658381,0.0003131422166272737,0.00048512781321044605,0.0009011748589117641,0.0001585337496580472,0.00020605758677753105,0.00036732759299090603,0.0005693889987050242,0.0010385048540701761,0.00012015000022955075,0.0001450527443277739,0.0002458365661464345,0.0004696932134499219,0.0010987507917000563,Plasma membrane
Q9NUP9,0.00016181146982986668,0.000243967586212535,0.00042972860878109757,0.0005023530269607503,0.0008268908081708942,0.00015896767770733509,0.0002483205642976498,0.0005042933164824667,0.0007113236904476481,0.0005090768265959699,0.0001040051335134811,0.0001539301655407706,0.00029493332247800295,0.0005634817278414575,0.0007762916738417018,Plasma membrane
P43121;P43121-2,0.00015624609206335116,0.00018451600044086216,0.0002758880601607781,0.0004633951513491998,0.0009262655767718282,0.00014751061615678169,0.0001974646448734254,0.0003505135598745547,0.0005828037182718624,0.0011345813323410585,0.00010756734928945929,0.00013391698078260185,0.0002442108756176757,0.0004378975154318722,0.0009914821365625858,Plasma membrane
P08581;P08581-2,0.00019464853299575076,0.0002549122933989513,0.0003817729383993391,0.0005852866480259238,0.0008677575996016106,0.00020886835144542102,0.0002397294815380179,0.0004169715569658327,0.0005744773182935824,0.0010267421323131452,0.00015502083310026075,0.00017006144539750268,0.00028857214473480955,0.0005038029965644948,0.0008300877017368442,Plasma membrane
P17342;P17342-2,0.000357849371723972,0.00040508096841889097,0.0004645341044480288,0.00059353759532185,0.0005985254399098147,0.00035978482286684377,0.0003687837823252292,0.0004750679192470533,0.0005432933082007372,0.0007366752116858482,0.00030904723407447244,0.0003107053063894582,0.00035569025159312766,0.000473348811487121,0.0005653550860954652,Plasma membrane
Q9Y639;Q9Y639-4;Q9Y639-5;Q9Y639-3;Q9Y639-1,0.00015409451000846842,0.0001584384059868952,0.0003331436941485536,0.0005837456025614067,0.0010724082154570669,0.00015101526998905542,0.00018716441341427127,0.0003618851285311169,0.0006321087413201623,0.0012967795741779175,0.00010203947083730434,0.00011755948856282254,0.0002334128843326274,0.0005624186823608242,0.0010887447939970291,Plasma membrane
O15031,0.00016116971691445246,0.0001777658835367041,0.0002830057140916031,0.0004539720082247314,0.0009010486076478104,0.00017422142734376607,0.0001828938314893038,0.0003120917880022698,0.0005133013834757638,0.00102440230249128,0.00012849421873501065,0.00013261621571240796,0.0002137127744838396,0.0004228265095292584,0.0010810495535135086,Plasma membrane
Q12913,0.0003243768253431616,0.00024994693363518215,0.00043795612766146417,0.00048276860562724254,0.0007475364514637987,0.00036279076993481576,0.0003032703616585113,0.0004653622119567784,0.0006083126868188547,0.0008260257166317202,0.0002631962726176161,0.00022293216267481225,0.00028844967444677987,0.0003704468918506182,0.00039634908536057814,Plasma membrane
P15151;P15151-3;P15151-2;P15151-4,0.000249278495131061,0.00027334873750069926,0.0003560908313514002,0.0004916304570410019,0.0010469116850978673,0.00019310483920685346,0.0002452626704005728,0.00045075718149212757,0.0004025577276357801,0.0010916199059971487,0.00014844289143198225,0.00017632088201040709,0.0003208080845749783,0.000495960780205361,0.0007978679886184468,Plasma membrane
Q01974,0.00018466753699988378,0.00022614774551407306,0.0003146239146931246,0.0005100796593284066,0.0008674787153440779,0.00022051601629866267,0.00024516213439403816,0.00041249609606713573,0.0005730889594042333,0.001156139893854426,0.00013450631638023863,0.00017230191631297412,0.0002761322695281676,0.0004188850541420762,0.0006650431357983767,Plasma membrane
P53985;P53985-2,0.000215824871640792,0.00027984523494173667,0.00046961701879098686,0.0008323024565353652,0.0003199553058241102,0.00021515321200679598,0.0003023729635196021,0.0006333178222696371,0.0010968089261400647,0.0005381022541292166,0.00015279849851131857,0.0002047247972900768,0.0004187117964963347,0.0007165080689390675,0.00030518992140721564,Plasma membrane
O15427,0.00018245226958898972,0.00022444521324210888,0.0003433630328646346,0.0005280774781088702,0.000682997826601462,0.00016448361717544583,0.0002262491344428925,0.0004444228435650649,0.0007039514876801925,0.0011913778342105398,0.00011990418497622924,0.00015011820061402182,0.00029533389998981477,0.0005208716325432265,0.0007481328692587917,Plasma membrane
Q15758;Q15758-3;Q15758-2,0.00014760861894498804,0.0001713477571537339,0.00025612498460616097,0.0004871107652083681,0.0010490982373707299,0.00015671550626600439,0.00018961428700704989,0.0003269802318776634,0.0005474279763305465,0.0012351783000231382,0.00011576251336899519,0.0001378570326901187,0.00025114586382750116,0.00048151320379895626,0.0007570593096580167,Plasma membrane
P11166,0.00025784069492970423,0.00025409258309456187,0.00035077689947975263,0.0005867320712985776,0.000709652876494936,0.00023634383934538123,0.0002556002909118015,0.00035988162480925223,0.0005463353939616896,0.0009035462447093338,0.00016464773855286537,0.0001764505351292399,0.000307801871737048,0.0004210163037227176,0.000765275578019026,Plasma membrane
Q9Y6M5,0.0001462547441701741,0.00019056624374698086,0.00030918337830919835,0.0005085412155669247,0.0009920281590304466,0.00015526711451040957,0.00019296659923126387,0.00039758143255438244,0.0006172157344268627,0.0011572162782236448,0.00010270924710811179,0.00011765599753926511,0.0002276469127400174,0.0004450373203075578,0.000898102750743322,Plasma membrane
P08195;P08195-4,0.0001233986984626462,0.00017501967013415224,0.0002953895442960673,0.0005145839890066153,0.0009274431275798342,0.00013271382474695827,0.00019756624168320303,0.0004080892324410581,0.000640864143616313,0.0011356566880641804,9.604821704427174e-05,0.00013213900085398879,0.00026214056648306397,0.0005037511835901524,0.0010070711724386265,Plasma membrane
P30825,0.0004621923730831091,0.00034886146905631403,0.0004480025548804342,0.0005637929014072248,0.0005201021137840924,0.00045170132692880005,0.00035566387489676125,0.00039867540372245073,0.0005395483071172383,0.0005464932379353833,0.00041117909819393667,0.00033204689423904453,0.000532985039109231,0.0005708441380063325,0.0007521194313157214,Plasma membrane
Q01650,0.00012654314367955058,0.00017731929847654128,0.0003040615848700419,0.0005898391013976135,0.0008890564234160351,0.00013795462461853395,0.00019340466793279574,0.00040274229139992317,0.0006353337813923714,0.0010197264775977496,0.00010345161815224896,0.0001313649357800568,0.00024517275399602793,0.0005646052432732697,0.0010397669681372734,Plasma membrane
O00161;O00161-2,0.0001537061544383907,0.00019495669688321168,0.0003097178032638654,0.0005016094559793458,0.0006666616011195827,0.0001513175124001866,0.00020346674710870324,0.00036132032923444796,0.0005231836247239232,0.0010800488450858406,0.00010549491674424035,0.00013532283644883904,0.00028970410537527654,0.00045387253412762545,0.0007654109792196274,Plasma membrane
O00186,0.0002599290759182146,0.00036569318546385407,0.0005659592511131127,0.0005736640711582703,0.0006511850533164476,0.00030930293786640624,0.0003667132710456025,0.000617378391363337,0.0007420766054557305,0.0008246151784920824,0.00023305366289031636,0.00026048659277688426,0.00047503968676841077,0.0006230967608252397,0.0006068291115804622,Plasma membrane
P33897,0.0001797951471075109,0.00011956160890919077,0.0002666726180207354,0.0007183254102402704,0.0009702534702631337,0.00023101243983620191,0.0001267587419070622,0.0002791551170621379,0.0006288907358649795,0.0012631043485245342,0.00019431054145744342,0.00010309917464604884,0.00019811849844489468,0.0004942257646295088,0.0009081272225380511,Peroxisome
P28288;P28288-2,0.00015252609225743327,9.076497629661454e-05,0.0002192403405035922,0.0006173845530544795,0.0013372522801128183,0.00018079092030219188,9.88684786017262e-05,0.0002142170086434177,0.0004956996462905574,0.001307242131945557,0.00012530199963125592,8.108915968887731e-05,0.0001504225799246944,0.0003961227354982139,0.0010041439440054572,Peroxisome
P09110;P09110-2,0.00018258586802148593,0.00012843248227338477,0.0002742993876923248,0.0007744242694161006,0.0015022691174720498,0.0002403815739214369,0.00012711429054340794,0.0002775287752459916,0.0006021863846500004,0.0008439388251798761,0.00017486891786020172,0.0001104570439000381,0.00020574873012051936,0.0005021156525568725,0.00028996035894681614,Peroxisome
Q15067,0.0001502552165253674,8.895084061325628e-05,0.00021685240275207902,0.0006166938245025095,0.001278390124045216,0.00017915392534891328,9.842576993909347e-05,0.00020964872028130107,0.00047601446806080385,0.0012939507168242526,0.00011813753831578267,7.339511654607276e-05,0.00013995164225487467,0.0003995509660688437,0.0011244266036907489,Peroxisome
O00116,0.00015388126110480024,9.446121440322018e-05,0.00021439037644438048,0.0006141928659223764,0.0013567885031038722,0.00019096738128071536,9.871760488206537e-05,0.00021105679861728853,0.0004972272889180257,0.0011786213834351392,0.0001275335927606651,8.293770052088774e-05,0.00015417433878232726,0.0003844671227416379,0.0013769136195522626,Peroxisome
P04040,0.00016601994932770577,9.574678740809812e-05,0.00021801864947035746,0.0005888562080630825,0.0014106022432816788,0.0001837333648607266,9.743853293190847e-05,0.00021105051524989958,0.0005014354747204224,0.0012878322762127027,0.00012292008305689168,7.714581405349251e-05,0.00014766412322982593,0.00040968756331392854,0.001153540283688141,Peroxisome
Q8WVX9,0.0001979864258032236,0.00012951271781676114,0.00030046767257035613,0.0008484162034479046,0.0015316440655159952,0.00021612744572380922,0.00011132469150669749,0.0002479890943612635,0.0005139771553030909,0.001400697663795526,0.0001411497314885438,9.260144488505726e-05,0.0001703055941204697,0.0004623841117420609,0.0007760974607274497,Peroxisome
O15228;O15228-2,0.00021704789794703842,0.00014016471578530488,0.00030086570785546634,0.0009483400747634402,0.0009195031018399446,0.00028877906492511907,0.00013378839551588784,0.00031780913972271734,0.0007341769734913732,0.0003514847382406472,0.00017659657609815155,0.00011908573200046091,0.00020682211441135222,0.0005787789498650127,0.0008661375143889926,Peroxisome
Q9UJ83;Q9UJ83-2;Q9UJ83-3;Q9UJ83-4,0.000165542723397072,0.00010457857590387656,0.00023815191224054694,0.0006904605829094561,0.0010337008633102597,0.00021737186257611,0.00010520775999553796,0.0002246189364259535,0.0005155091000415466,0.0013017614252332776,0.0001447348765170136,8.773993216658381e-05,0.0001616413221835653,0.00041329936913211284,0.001302831752506249,Peroxisome
P51659;P51659-3;P51659-2,0.00016084386889248442,0.0001003521560056262,0.00022646061834338848,0.0005879527301598796,0.0013209265366079025,0.0001967160760568811,0.0001063085010055459,0.0002139000242622082,0.0004989210193878638,0.0012092122852170309,0.00013865417159672494,8.59497614414234e-05,0.0001621374463236165,0.0004153903215186783,0.0010661448347605677,Peroxisome
O75381;O75381-2,0.00017407874709872445,8.626070231718674e-05,0.00020513342939371422,0.0005916899768393306,0.001768551390488613,0.00016753540681157053,9.299415842709014e-05,0.00019537524815300367,0.0004677523672494313,0.0013336346334323012,0.00011469936723519703,7.500205495504988e-05,0.0001536613317214821,0.00045039326045600436,0.0011012810934483222,Peroxisome
Q8WUM0,0.00016923359618342814,0.00016424253760780497,0.0003815425646438703,0.0007102919797035049,0.0013559896262209596,0.00021899992387704507,0.00016756274795087266,0.00039318515845639346,0.0006050709489280916,0.0008789554536728541,0.00014825330526729697,0.00013314463255332832,0.0002905339135121472,0.0006750877994113541,0.0007602422667404104,Nuclear pore complex
O75694;O75694-2,0.0002584535735522556,0.00028193148001755096,0.0005643476627582479,0.0007029517211319741,0.000781962967801754,0.0003178481039081688,0.00026781578669808924,0.0005238064186300658,0.0006637893926675976,0.0007111288183627047,0.0002349013369492775,0.00020957786114242632,0.000396192513716529,0.0005959189675219358,0.0006498938464566433,Nuclear pore complex
Q12769,0.0002344600892214284,0.0002557399092412198,0.0005339831648891128,0.0007200746981453028,0.0009496158031525327,0.0002559421512595958,0.0002399010501707113,0.00048465680471727944,0.0007294617058670232,0.000821850083494099,0.00022246343949731566,0.00022122427543341634,0.00040097262225119776,0.0005354563288077792,0.000916145295317882,Nuclear pore complex
Q92621,0.00015397163937054984,0.00015949832605741617,0.00038314483077162313,0.0007317706848931742,0.0015271803083866154,0.0002063171121648095,0.0001607550753668872,0.0003627206794330839,0.0006550837650729004,0.0008906148869135042,0.00019340174705244028,0.0001279441159292276,0.0002571201410019973,0.0005101227107802336,0.0009860149750492762,Nuclear pore complex
Q8TEM1,0.00021219660305840071,0.00015436924370713651,0.00036956477531578495,0.0008378721961599745,0.00011451547575379995,0.00022308549400345014,0.00015216954787766905,0.0003364013645528349,0.0008879020298452076,0.0008284683937880843,0.0001669538150447229,0.0001226594463986942,0.00024532052486634964,0.0007636306358866847,0.0004559230492880522,Nuclear pore complex
P35658;P35658-3;P35658-2;P35658-4;P35658-5,0.00023109973483650937,0.00019972745532695045,0.0004729344746655922,0.0008174631550311603,0.0009571539574111782,0.0002829333910278925,0.0001801256619554938,0.00048465311471585166,0.0006762036661987024,0.000825755230650173,0.00018707051863219956,0.00015778837745151003,0.00030700195426118694,0.0006036147524445024,0.0006198919013152116,Nuclear pore complex
P37198,0.00021410139776394831,0.00019251041056048062,0.00042380247925077435,0.0007284370890299023,0.0010451594747756697,0.00022027173317443703,0.00020402571854876792,0.00042069374518816354,0.0006295604796478519,0.0009285247099262869,0.00016909633718383514,0.00015979364751236806,0.00032723049949449494,0.0005891667803608132,0.0007405223927056718,Nuclear pore complex
Q99567,0.00023818710777071502,0.000212207647781055,0.0005036927650122777,0.0007032712453926841,0.0009359012298409673,0.0003113878979136109,0.00023604864564033518,0.0005261765895549903,0.000760595345120269,0.0009473770924901639,0.0002283137599824835,0.00018403309447322742,0.00037053572512163756,0.0005299067742327312,0.0005355423608276328,Nuclear pore complex
Q8N1F7;Q8N1F7-2,0.00020500050267407386,0.00019735361153453055,0.0004680128664916384,0.0007759221299953251,0.0010595324765048,0.00025685661856628177,0.00021280062583569433,0.00047071331967198137,0.0007098871619329878,0.0008349533062317213,0.00019208778066120177,0.00016221790730629868,0.00039534175752722704,0.0006259366772472431,0.0006467758169854752,Nuclear pore complex
P52948;P52948-5;P52948-6;P52948-2,0.0002742130198860484,0.00023775140742261522,0.0005116190772204415,0.0008112457919411162,0.001377894315196875,0.0002619489355528052,0.00024897587154235014,0.00048151377243158786,0.0008354062269166952,0.0007628996670856991,0.000268111123485695,0.00020750382551724977,0.00039119379300999634,0.0006735144370416367,0.0005498633174227715,Nuclear pore complex
P49792,0.00022912592381979928,0.00019026290850997292,0.00046404302672329293,0.0008240438905051266,0.001060169025737399,0.0002982201368330352,0.00019303218009198496,0.0004317653160789309,0.00076684789060243,0.0007589626813414262,0.00023954687001076578,0.0001683332577391842,0.00034608853255114797,0.0006192082084543854,0.0006795900222219801,Nuclear pore complex
Q5JTZ9,3.135668537385393e-05,8.379031080542293e-05,0.0009460741796143887,0.0009329828691953308,0.0006578955608224416,4.9085298606927774e-05,8.387464708660308e-05,0.0013720276870705774,0.0011423305929915192,0.0008508840886897523,3.921730897711969e-05,6.745133891870281e-05,0.001111402317454078,0.0002793225693816073,0.00035750640297963995,Mitochondrion
P11310;P11310-2,2.1112398275319554e-05,4.9408248430053275e-05,0.0011315549458693736,0.0008171840769881389,0.0006198419469023531,2.9646070899961114e-05,5.147186163933402e-05,0.0007656021842011099,0.0011631451897331532,0.0009439488755834711,2.312329496953958e-05,4.449138083201265e-05,0.00027587087349610623,0.0008408388518064105,0.0006605753486557639,Mitochondrion
