Protein_ID,Map1_01K,Map1_03K,Map1_06K,Map1_12K,Map1_24K,Map1_80K,Map2_01K,Map2_03K,Map2_06K,Map2_12K,Map2_24K,Map2_80K,Map3_01K,Map3_03K,Map3_06K,Map3_12K,Map3_24K,Map3_80K,Map4_01K,Map4_03K,Map4_06K,Map4_12K,Map4_24K,Map4_80K,Map5_01K,Map5_03K,Map5_06K,Map5_12K,Map5_24K,Map5_80K,markers
Q3U3C9;Q3U3C9-3;Q3U3C9-2;Q3U3C9-4,0.046515592,0.032327299,0.017610604,0.02953661,0.02560957,0.028061247,0.057898044,0.017359659,0.011156129,0.036620813,0.052709653,0.03233961,0.046550629,0.020430649,0.009031909,0.045487194,0.035402077,0.030231678,0.065189631,0.040416227,0.014241322,0.03022505,0.045622609,0.019155094,0.0763486,0.036549791,0.020070804,0.037911519,0.033510999,0.005879387,unknown
Q91Z69;D3YZW1,0.007848139,0.028808526,0.024695941,0.033283835,0.046735306,0.042755551,0.004617164,0.023669072,0.022609848,0.066370129,0.071340992,0.03882518,0.003085034,0.007790069,0.018211171,0.054386586,0.04937315,0.033128868,0,0.055399832,0.034802851,0.060513741,0.056218943,0.021227066,0,0.043571256,0.03321742,0.049437862,0.030814581,0.037261887,unknown
Q99J62;Q3UI84,0.06793886,0.015918801,0.007823523,0.009839922,0.013698585,0.035765523,0.104447753,0.02077412,0.014215052,0.022390142,0.025388027,0.064396146,0.100008641,0.019386321,0.008169813,0.016704385,0.028789587,0.057259927,0.082496245,0.023067552,0.010722467,0.014406336,0.024119615,0.041187439,0.05623095,0.029085747,0.010206,0.018442432,0.021660624,0.035459468,Large Protein Complex
Q544R6;G3X8T3;P16675,0.007662145,0.045302293,0.083157378,0.075409141,0.025371814,0.012565262,0.002611384,0.041412948,0.061417805,0.074571652,0.038965489,0.010640209,0,0.024550724,0.050231179,0.05861251,0.038909266,0.001691142,0.001845287,0.020543076,0.05265404,0.069804408,0.021632397,0.014803056,0,0.028191751,0.049006571,0.048761181,0.021686863,0.017989027,Lysosome
Q8C4Q6;Q8C4Q6-2,0.000887343,0.012370188,0.022122733,0.052185796,0.092966148,0.046195974,0.001121626,0.010022386,0.015526627,0.035202096,0.04058674,0.028769731,0,0.016950509,0.029160275,0.043490929,0.056907731,0.055400872,0,0.013981045,0.019012761,0.051599426,0.050496387,0.043681223,0,0.005236281,0.033790383,0.112771061,0.060500076,0.049063654,unknown
Q9CQX8,0.003484375,0.062811545,0.052489787,0.017921803,0.000155371,0,0.002608068,0.069439886,0.105584283,0.02549396,8.01E-05,0.000101432,0.003749196,0.057408261,0.065767321,0.023876102,0.0002117,0,0.011912247,0.111151777,0.120853187,0.017536041,0,0,0.006330417,0.101583299,0.133372228,0.006077586,0,0,Mitochondrion
Q9D074;Q9D074-4;Q9D074-3;Q9D074-5;Q9D074-2,0.004120887,0.02613618,0.038851622,0.051341799,0.050454145,0.017529155,0.011898854,0.017334729,0.028602035,0.07880946,0.055305402,0.016803746,0.00834435,0.018664869,0.040680565,0.048491116,0.065835231,0.025127848,0,0.01543338,0.035142784,0.072316982,0.048625202,0.023238567,0.004213943,0.007893684,0.045388349,0.064682085,0.058941833,0.019791198,unknown
Q62048;Q62048-2;D3Z375,0.027370971,0.046457568,0.033762872,0.036034249,0.025729056,0.011742328,0.012912555,0.046122399,0.038749519,0.057015362,0.049829686,0.029138369,0.008081638,0.051697635,0.044834863,0.062962552,0.041209326,0.017211699,0.015099731,0.052621391,0.053671856,0.036775706,0.02790397,0.005871164,0.016547085,0.039846173,0.047479421,0.02709834,0.032556675,0.00366584,unknown
Q810U5;Q810U5-3;Q810U5-2;F6UK66,0.013628801,0.029694669,0.034530118,0.040741699,0.034481405,0.03895509,0.008693778,0.042349217,0.034540863,0.049494936,0.047193262,0.027449588,0,0.038823996,0.036164141,0.060568471,0.086300221,0.047497716,0.001968995,0.037500874,0.031094442,0.042562693,0.030396705,0.02492226,0.006240379,0.027480392,0.021082556,0.034477107,0.042917293,0.028248333,unknown
A2AIV2;E9PZY8;A2AIV2-2,0.129167515,0.007288436,0,0.000905648,0.001506353,0.002278799,0.174481325,0.003621965,0.00015697,0.001778173,0.002774166,0.009572964,0.152660367,0.007188122,0.000147496,0.000516756,0.005304691,0.004985932,0.217730778,0.004105166,0,0,0.00393727,0.005054299,0.253806003,0.004133345,0,0,0.003082093,0.003815371,unknown
Q8BIV3;A3KMD2,0.020814147,0.030275899,0.067044488,0.065989959,0.055835427,0.035906879,0.021198078,0.036922161,0.037034781,0.044454023,0.036719105,0.023732019,0.003785383,0.016924847,0.052755452,0.034980327,0.040331463,0.007449615,0,0.039911699,0.036666208,0.052589935,0.040740989,0.02778803,0.002752013,0.030410701,0.032207496,0.04360767,0.031308245,0.029862961,unknown
P61028;Q0PD49,0.013950541,0.026627601,0.036100792,0.050684363,0.038675502,0.020975499,0.012115979,0.031707652,0.042337527,0.044496025,0.038033438,0.023121736,0.015514403,0.026753432,0.048787208,0.048341958,0.062919076,0.033822915,0.009613864,0.01594449,0.020217928,0.05623709,0.041130833,0.022547105,0.017800023,0.017212486,0.039391775,0.068817034,0.046222177,0.029899548,unknown
Q8CG79;E9QJU8,0,0.023051482,0.034952678,0.03747932,0.026557297,0.024299848,0.013113984,0.091909973,0.049594612,0.06141867,0.042630208,0.038715093,0,0.066588448,0.038820566,0.040912721,0.028421188,0.030245723,0,0.077918198,0.043944692,0.031475199,0.00699636,0.02939249,0.008236226,0.043505481,0.045906186,0.03143112,0.01899626,0.013485975,unknown
Q8C5L6;Q5ND43,0.012614145,0.019828779,0.03311624,0.054592004,0.060076348,0.051243007,0.010922833,0.016368201,0.022346259,0.048439694,0.045841967,0.028063703,0.009422587,0.013891227,0.026681153,0.048997605,0.068461832,0.034458284,0.017328878,0.016336866,0.016070903,0.043676049,0.06542389,0.038861962,0.002975807,0.010596494,0.01681988,0.080492081,0.055343273,0.03070805,unknown
Q8BYB9,0.024883534,0.014451177,0.026901822,0.043281321,0.029775958,0.015442564,0.047681307,0.028992318,0.037329444,0.073978234,0.043841234,0.026842635,0.051684146,0.022658683,0.038076388,0.059802871,0.070746607,0.020371685,0.025408526,0.020498937,0.025768385,0.045339265,0.01810481,0.020535042,0.03090466,0.020931597,0.039622953,0.021405095,0.024573393,0.030165411,ER
Q3TFD2;Q3TFD2-2;Q3TFD2-3,0.036971496,0.019466424,0.041251896,0.049248808,0.043763936,0.034113076,0.052136146,0.02246503,0.03012122,0.048031135,0.035997734,0.014848445,0.041339277,0.016189331,0.02539763,0.046219399,0.023394158,0.021646543,0.050031463,0.011659989,0.022952225,0.044284449,0.037504581,0.019644329,0.056306534,0.022808896,0.031302432,0.044825078,0.039155386,0.016922952,unknown
F7C846;P47802;D3Z3F4;G3XA66;D3YVW0;G3XA75;G3UXX9;G3UYJ5,0.007425932,0.079837469,0.118397749,0.026721638,0.000523684,0.000323312,0.005599943,0.125076815,0.113923342,0.019614377,0,0,0.01082801,0.072912184,0.147029996,0.01718614,0.000722952,0.000111662,0.002470688,0.046297808,0.064885985,0.009389181,0,0,0.002218044,0.046507236,0.06524824,0.005931349,0.000467676,0.010348589,unknown
P35290;Q0PD31,0.02727671,0.086717727,0.127608821,0.040357459,0.023172668,0.010348913,0.016631508,0.049268935,0.080736923,0.027746686,0.009600723,0.00237063,0.00501861,0.057994936,0.075101135,0.03704719,0.017808806,0.00614671,0.00145064,0.045554707,0.075033547,0.022980905,0.013170343,0,0.006680346,0.035854173,0.06321026,0.019068626,0.011450764,0.004590601,unknown
Q8BZ36;Q8BZ36-2,0.01738107,0.017013796,0.033091163,0.039452791,0.038118685,0.024793442,0.025195984,0.019780514,0.037898564,0.054052549,0.040255443,0.022046182,0.055778251,0.019509314,0.025588797,0.049653771,0.048819499,0.024664531,0.019448507,0.013247411,0.023364477,0.052058079,0.061733688,0.029789344,0.015301471,0.012027501,0.029518145,0.084211599,0.043243498,0.022961935,unknown
E9Q6K3,0.006500227,0.039736048,0.047597216,0.02045777,0.02927936,0.042899882,0.002597742,0.030028648,0.052702531,0.0261187,0.049186277,0.055447272,0,0.026888625,0.054950393,0.034240215,0.048489376,0.064627631,0,0.036689686,0.051443664,0.026177437,0.031606596,0.020883213,0.022442112,0.040423424,0.055845728,0.010741957,0.038699427,0.033298843,unknown
Q4V9Z5-2;Q4V9Z5-3,0.002641378,0.013226526,0.039145347,0.077077424,0.059225255,0.030920799,0.00187431,0.010743536,0.009918872,0.062144302,0.050603101,0.033976473,0,0.002878796,0.009113025,0.05915326,0.059762759,0.048603619,0,0.013145533,0.029291925,0.083006331,0.055902056,0.04270171,0,0.002291551,0.033817758,0.054342722,0.065865925,0.048625708,unknown
G5E843;O89026,0.002371433,0.020666997,0.05510474,0.092775571,0.059231445,0.014056905,0,0.013239763,0.02848364,0.048916355,0.044180517,0.004454867,0.002842674,0.01139697,0.049895318,0.079100211,0.068671326,0.016348682,0,0.020683731,0.035547234,0.066725114,0.050887668,0.012141819,0,0.012568881,0.039397822,0.0649429,0.070123873,0.015243542,unknown
Q61334;Q542A1,0.019413379,0.013498379,0.016537784,0.018016534,0.025716539,0.013820659,0.026312135,0.017136941,0.03137781,0.050011307,0.039214918,0.024730113,0.021932862,0.01588254,0.026150104,0.053625831,0.065369474,0.023919961,0.032741715,0.026486629,0.039563907,0.071225715,0.057421081,0.031554975,0.030163473,0.026374454,0.048652744,0.053234109,0.049785176,0.030128752,ER
Q7TQG1,0,0.034325861,0.060006747,0.05308736,0.041483794,0.010610502,0,0.053043988,0.050845956,0.057763794,0.02333415,0.002747773,0,0.030555593,0.04077745,0.048144498,0.043976137,0.014458994,0,0.032096848,0.051814081,0.047450546,0.041392403,0.019049614,0,0.039121568,0.072023897,0.078339174,0.043903334,0.009645939,unknown
P63328-2;P63328,0.016508226,0.055866723,0.039276905,0.042545151,0.023178925,0.011118594,0.004896116,0.033544892,0.029236542,0.028205588,0.023037855,0.007834335,0.003686118,0.054191423,0.057041797,0.042415519,0.033604371,0.013230067,0.009659093,0.085869617,0.066250991,0.044878523,0.023292544,0.02235767,0.013315472,0.060891098,0.053457859,0.052783774,0.031014022,0.016810192,unknown
P41778-2;P41778;D9J2V6,0.161417491,0.047964279,0.018929583,0.013679582,0.012208574,0.01067149,0.133114366,0.020056831,0.008668717,0.011303944,0.013923439,0.007484124,0.140705393,0.032732667,0.007559405,0.012226667,0.010536188,0.002066726,0.086781567,0.02521637,0.010700595,0.00763091,0.014330915,0.007508824,0.111489771,0.034298857,0.011149764,0.009999703,0.009312184,0.006331074,unknown
Q8VHH5;F8VQE9;A0A0G2JER6,0.00422701,0.02728927,0.043007334,0.038531936,0.031030953,0.028265209,0.005626705,0.031118154,0.035329309,0.035996963,0.03329904,0.015583299,0.002258927,0.035463192,0.036824044,0.046229338,0.042488536,0.029175967,0.00216882,0.05023086,0.055244434,0.033719187,0.060713386,0.044436008,0,0.033761466,0.054494864,0.053304008,0.045093974,0.045087808,unknown
Q8K0E1,0.038583494,0.021614954,0.009698107,0.016172235,0.022455808,0.03292917,0.043294503,0.032793297,0.021531425,0.044687759,0.055756958,0.026871682,0.03128867,0.023095079,0.013778865,0.032523779,0.035089775,0.02848768,0.031247463,0.063814676,0.026010781,0.036760345,0.046314894,0.027372853,0.034415978,0.072506097,0.025559727,0.045368238,0.035890535,0.024085171,unknown
Q9Z0J0,0.003901414,0.024498704,0.049947148,0.066625244,0.037036323,0.017069787,0.005353926,0.046732645,0.062409069,0.066845295,0.044742505,0.012913466,0,0.026754666,0.060038681,0.064300627,0.052988251,0.014733727,0.004616139,0.018379529,0.049951549,0.044080592,0.032586014,0.015881512,0.006243724,0.036414899,0.034198547,0.046960618,0.029096007,0.024699391,Lysosome
Q545I6;Q9WUU7,0.007635962,0.031788653,0.087325173,0.079352476,0.046025612,0.01817874,0.006202053,0.045483989,0.059909742,0.069900373,0.03825409,0.017785057,0.003541908,0.035663582,0.065236222,0.063911565,0.056174088,0.019672073,0.003325258,0.016186494,0.032051727,0.047115049,0.020854669,0.009777077,0.002277016,0.011871767,0.031921738,0.03125322,0.022326956,0.018997674,Lysosome
Q9CQ45,0.021026766,0.026017723,0.042230067,0.062490606,0.039776277,0.012981613,0.002795076,0.018926046,0.026843106,0.063343004,0.030110634,0.011314079,0.008509547,0.018619555,0.031560178,0.062076051,0.033737288,0.020805981,0.009464886,0.027250674,0.035539902,0.07537906,0.076711224,0.02114368,0,0.025241714,0.037785483,0.077274832,0.064474878,0.016570072,unknown
Q7JJ13;Q7JJ13-2;I7HPW1;U3KLT0,0.09636278,0.012366832,0.001078006,0.00069738,0.00033945,0.000651979,0.16308741,0.011705092,0,7.35E-05,0.000400258,0,0.196169412,0.014323521,0,6.69E-05,7.83E-05,0,0.243972879,0.008851901,0.001122155,0.001360872,0.000841992,0.000123463,0.228785892,0.014831088,0.000647324,0.001903129,0.000158557,0,unknown
Q8BGH4,0.017190964,0.021185677,0.045544945,0.056292101,0.061282434,0.050221344,0.013323456,0.015984967,0.016447307,0.038382757,0.037774866,0.036286328,0.014155994,0.014403472,0.015324482,0.033943643,0.057914775,0.04839074,0.013983126,0.007634313,0.02996157,0.033074005,0.043763266,0.06646439,0.020563516,0.023147155,0.015090458,0.030412493,0.045581639,0.076273819,unknown
Q9WUR9;Q3U489;F6TEU8,0.00330725,0.064544358,0.088073379,0.015940044,0.000193644,0,0.00728351,0.094330016,0.117290889,0.021732342,0,0,0.005885236,0.059585343,0.086414529,0.017011458,0.000104378,0,0.002765475,0.089641045,0.110301272,0.016023512,0,0,0.006118808,0.070341567,0.115404078,0.007707867,0,0,Mitochondrion
Q9CQ54;A0A0U1RPJ5,0.004193237,0.068372176,0.114388828,0.026639703,0.000284711,0,0.006220073,0.097208894,0.119641854,0.023625111,0,0,0.008657498,0.063844885,0.114907468,0.01894655,6.81E-05,0,0.003611748,0.081104056,0.085759206,0.017361098,0,0,0.003061594,0.043245172,0.080922172,0.017765385,0.000170467,0,unknown
Q80Z24;D3Z4T6;A0A4W9,0.000546638,0.025962582,0.043245677,0.080271863,0.074322729,0.029606028,0.001079643,0.022642417,0.020326527,0.051503049,0.04468992,0.017471835,0,0.016595725,0.036521816,0.050528106,0.030758234,0.028216621,0,0.030364813,0.049168668,0.053969421,0.055657241,0.044008288,0,0.019479747,0.04977187,0.05170518,0.047693181,0.023892181,unknown
Q8CFC2;B0R0C1;Q8CFC2-3;F6SWU2;F7CGS5,0.240440484,0.011351363,0.00145498,0.000265712,0.000350312,0.000346854,0.239134599,0.00298956,0,0,0,0,0.212550963,0.010580956,0.000283522,0,0,0.000592295,0.130477024,0.001399726,0.002115207,0.001958501,0,0,0.135641507,0.005174523,0.000976396,0.001915518,0,0,unknown
Q9ER67,0.01523853,0.038956409,0.028152246,0.028145549,0.01955235,0.008826063,0.007932971,0.040913845,0.038986068,0.038974587,0.033296493,0.026964965,0.00884625,0.046653168,0.045202791,0.052732124,0.033476356,0.02323474,0.009229031,0.072095045,0.05824375,0.058196871,0.04376198,0.013417904,0.002791498,0.061798897,0.049361623,0.032187663,0.041945182,0.020885052,unknown
P62748,0.015897046,0.037053266,0.03950675,0.046436906,0.034563924,0.017249291,0.012090521,0.027652892,0.024994619,0.030860988,0.03006255,0.015690664,0.004719949,0.029579662,0.025215345,0.039911547,0.056309012,0.008893581,0.002807363,0.049418698,0.038396746,0.052094502,0.057881983,0.026798675,0.007880552,0.038082789,0.044687036,0.09558149,0.059209526,0.030472128,unknown
Q9R0Q7;D3Z7C6,0.026562634,0.044899336,0.022850638,0.035759825,0.037023206,0.00990554,0.025783022,0.049009511,0.050084967,0.052514975,0.046244586,0.022195689,0.030795612,0.076106152,0.054721705,0.02712455,0.025364376,0.022249648,0.01856705,0.042407926,0.032384607,0.031738961,0.029016831,0.013564508,0.014490925,0.043775504,0.029065208,0.053143875,0.024728033,0.007920599,unknown
P56212;E9Q827;P56212-2;E9Q4B9;E9PXD7,0.033280337,0.037724182,0.020678083,0.026694909,0.029053883,0.020155746,0.024873694,0.045507503,0.025361209,0.031580005,0.042762994,0.018985711,0.028195261,0.028255454,0.026154166,0.030458721,0.047350109,0.016777468,0.021745143,0.125818577,0.024004127,0.032924153,0.040765179,0.021776483,0.021080034,0.065351836,0.026303903,0.030074679,0.032933604,0.023372845,unknown
Q9WVA4;A0A0A6YXG6,0.113891602,0.044747526,0.025851998,0.021686734,0.007852447,0.003984701,0.019077459,0.050275222,0.025511391,0.029175319,0.031907021,0.00845706,0.016410732,0.043805041,0.028994755,0.02946805,0.031354388,0.008296332,0.03459495,0.084830503,0.038865543,0.032469229,0.034334365,0.014674863,0.033151813,0.07937941,0.032939104,0.036878664,0.024527184,0.012606594,unknown
Q91VE6;Q91VE6-2,0.08428236,0.020639219,0.002336004,0.006079857,0.012769055,0.042426993,0.127755369,0.008048135,0,0.003846804,0.006259005,0.028335539,0.125168322,0.014623597,0,0.004307228,0.00938232,0.032609766,0.157450434,0.009230869,0.000530716,0.003942507,0.010321672,0.042348615,0.181841756,0.01750235,0,0.004980568,0.014658366,0.028322574,unknown
Q99KR7,0.004610274,0.082539346,0.121838271,0.012745075,0.000554362,0.000935825,0.006921794,0.071101657,0.112620816,0.0228425,0.000868947,0,0.005264354,0.06446803,0.11718893,0.017835755,0,0,0.001994227,0.062611387,0.095976793,0.015676635,0,0,0.006862227,0.042900037,0.112744593,0.018694452,0.000203712,0,Mitochondrion
Q99KU0,0.034683825,0.012415252,0.020449939,0.044767214,0.038957362,0.017666367,0.040417831,0.018565572,0.030159152,0.053991851,0.031254714,0.032946094,0.052608071,0.017995036,0.031595181,0.059050821,0.011734318,0.033963282,0.038456774,0.021398865,0.031297694,0.042858407,0.04430455,0.028748404,0.054007863,0.010224127,0.021216833,0.060140485,0.037276937,0.026847182,unknown
O09159,0.00619586,0.020685387,0.043386956,0.050837077,0.020544471,0.006085729,0.000907857,0.039440224,0.086009714,0.085402691,0.024426165,0.009278235,0,0.028164775,0.061594389,0.070008159,0.038827781,0.00553865,0,0.02875879,0.048768864,0.08437834,0.020043677,0.002883033,0,0.038239186,0.071712159,0.081960005,0.023575249,0.002346577,Lysosome
Q9DCW5;P43024,0.009656997,0.049295129,0.092082339,0.022195704,0.000461888,0,0.0021912,0.0504242,0.097120174,0.025047611,0.001334453,0.000856575,0.007935307,0.022946221,0.040245367,0.018519632,0.000110113,0.012898634,0.027811543,0.087846889,0.098676229,0.043575267,0,0,0.027300595,0.053636608,0.081820401,0.101114908,0.020976937,0.00391908,unknown
E9Q616,0.074652147,0.02199313,0.014846635,0.012204107,0.008437633,0.008669864,0.027891682,0.048671783,0.025333947,0.024058072,0.027702146,0.016591361,0.036923559,0.043046562,0.029538648,0.027696161,0.026767436,0.017437289,0.035599802,0.046382391,0.035170853,0.038064764,0.038770037,0.019601987,0.023075479,0.06377878,0.047179439,0.077522117,0.054316956,0.028075233,unknown
Q80X85,0.003567033,0.090043842,0.104211085,0.016186631,5.84E-05,0,0.000621378,0.057926036,0.063730361,0.014670473,0,0,0.001951886,0.036748332,0.080630002,0.009071482,0,0,0.003074797,0.124506014,0.147121056,0.015539505,0,0,0.002630661,0.111680718,0.110379191,0.005651133,0,0,Mitochondrion
Q8R127,0.025118621,0.056530473,0.123353706,0.048622583,0.029551084,0.01359581,0.015924386,0.036189068,0.045636388,0.033468909,0.010186147,0.006490517,0.017142977,0.032059011,0.053023162,0.028882005,0.028944778,0.008459892,0.030330763,0.039337178,0.069702815,0.024285635,0.020391723,0.008808132,0.023603602,0.04590093,0.060062693,0.034616757,0.018617641,0.011162614,unknown
Q61249,0.013840208,0.033827482,0.022430014,0.023213478,0.021067144,0.017364307,0.002350988,0.029367992,0.035328873,0.048419875,0.050864104,0.029862498,0.002879008,0.025239165,0.028769222,0.050494714,0.029750787,0.022094882,0,0.096276728,0.049458039,0.06513626,0.0518412,0.00279515,0.004702722,0.076165827,0.042225146,0.06184154,0.043501626,0.01889102,unknown
Q9D7H3;D3Z263,0.055424092,0.034698741,0.02736126,0.028068106,0.036494868,0.096036072,0.038399132,0.028458454,0.013356483,0.02183705,0.032641504,0.075666782,0.023560382,0.011416878,0.009661104,0.018405947,0.030373267,0.086989502,0.026007704,0.011478858,0.012643044,0.022487453,0.027949419,0.066435588,0.028930563,0.018669168,0.01343297,0.031937295,0.022656516,0.048521796,unknown
Q8CHW4,0.008974186,0.014039516,0.011988356,0.015521789,0.028781692,0.096847564,0.009481223,0.006898789,0.005253905,0.008692979,0.019447186,0.119171553,0.011446798,0.01974997,0.01507085,0.010629786,0.017250748,0.049570188,0.017580861,0.014854371,0.022218986,0.014098491,0.026550732,0.196039721,0.010295358,0.027764742,0.029792169,0.016630797,0.023901196,0.1314555,Large Protein Complex
Q8BMB0-3;Q8BMB0;A0A0U1RPK1;Q8BMB0-2;A0A0U1RPW3,0.173164852,0.002152016,0.000228891,0.00014041,9.97E-05,0.000129621,0.21003318,0.00428178,4.01E-05,0.001516727,2.22E-05,0.001457002,0.179496212,0.008512162,3.86E-05,2.58E-05,7.59E-05,0.001900198,0.185734253,0,0.00287359,0,0.001805299,0.002330974,0.215617985,0.002268091,0.000580906,0.002413311,0.001466334,0.001593751,unknown
Q9JI44;Q9JI44-2,0.180298877,0.015064482,0.001670735,0.001525041,0.000897565,0.001372348,0.18690298,0.011831564,8.99E-05,0.001327777,0.001535175,0.001690874,0.192214603,0.016324329,0.000840155,0.001223906,0.001723465,0.001203209,0.180148589,0.007659557,0.000134564,0,0,0,0.174360338,0.016386162,0.001146314,0.001675372,0.000752086,0,unknown
Q9CPQ1,0.008824861,0.086012015,0.110555847,0.016271369,0.0008583,0.00026646,0.012919413,0.095533683,0.067690728,0.027786013,0.001369664,3.25E-05,0.014568975,0.076478605,0.050467779,0.015021577,0.001360096,2.91E-05,0.009605614,0.105689347,0.103358828,0.014948785,0,0,0.004039489,0.099314173,0.058077482,0.018255539,0.000620904,4.28E-05,Mitochondrion
Q99J47;Z4YKT6;Q99J47-2,0.027429519,0.039807362,0.068461511,0.036681468,0.024180072,0.011475178,0.021369602,0.038946124,0.054204934,0.05450873,0.034520015,0.01051001,0.004554313,0.025082737,0.052584935,0.051299982,0.043930402,0.013369174,0.010604492,0.036240311,0.052937425,0.044952986,0.041655571,0.014467344,0.010983872,0.02495337,0.049637829,0.056471044,0.033317916,0.010861773,unknown
Q8JZN7;H3BKJ1,0.003509399,0.083809292,0.124228932,0.01514422,6.83E-05,0,0.002213583,0.083648239,0.11485942,0.017706389,0.000709582,0,0.002406563,0.039387004,0.082449813,0.016924807,0.001860734,0.000324754,0,0.092349854,0.115361528,0.019383711,0.000840367,0,0.001177868,0.076334525,0.090857742,0.011236783,0.002969728,0.000236895,Mitochondrion
Q3TYD6,0.001372129,0.015577108,0.035304732,0.102942297,0.125246897,0.039773335,0,0.010827143,0.020402216,0.05078503,0.050931013,0.022280013,0,0.005676571,0.010114902,0.030719342,0.084019883,0.05412419,0,0.010896293,0.004003457,0.05473117,0.055494889,0.023558513,0,0.004782082,0.003740381,0.069183444,0.070077779,0.043435192,unknown
P97500;E9QLD2;D3Z1P7;P97500-2,0.193917092,0.03006491,0.017553426,0.003476086,0.001347024,0,0.116125522,0,0,0,0,0,0.146715079,0.008336948,0,0,0,0,0.244465849,0,0,0,0,0,0.232331884,0.005666182,0,0,0,0,unknown
Q99LC8;Q3UZR8;D3Z151,0.015443504,0.026606475,0.017905199,0.019200886,0.031626292,0.126387682,0.01421044,0.019757843,0.013223989,0.015363701,0.026471253,0.102590931,0.01062541,0.017802674,0.017733955,0.014745784,0.038289272,0.098828007,0.011335322,0.017551074,0.016722011,0.018369052,0.02897562,0.081687031,0.006076651,0.020305379,0.017160373,0.017530015,0.029313674,0.108160501,Large Protein Complex
Q9D0T1,0.10972911,0.015998316,0.005288032,0.003816196,0.007807062,0.018815446,0.125858118,0.016580204,0.004374332,0.006481164,0.010581873,0.018015738,0.103433093,0.024783698,0.002953631,0.004729896,0.013742329,0.01715587,0.177844345,0.01468725,0.005318735,0.006374018,0.009322981,0.019050899,0.17892307,0.028814394,0.004338029,0.003536142,0.010486448,0.031159582,unknown
Q9DAU1,0.027707847,0.02193022,0.03566032,0.054935632,0.035637145,0.015155057,0.011186766,0.023782596,0.054035102,0.072449613,0.033375888,0.015981425,0.010367019,0.02683281,0.043702184,0.047234777,0.029883355,0.012510743,0.015622207,0.030831891,0.041338293,0.073475953,0.04308307,0.016751511,0.008006108,0.02452752,0.055081306,0.058226539,0.043016854,0.01767025,unknown
Q8VE18,0.003845208,0.011148068,0.0152204,0.018918698,0.047573408,0.138035713,0.003184172,0.007762336,0.013589968,0.024913236,0.042121969,0.092738093,0.003355737,0.011817511,0.001015015,0.018840301,0.045462367,0.09957682,0,0.013904692,0.007950034,0.031244086,0.041295959,0.136990418,0,0,0.008516993,0.01506247,0.045006755,0.100909571,unknown
Q8BVA5;A0A0F6AIX5;Q8BVA5-3;A0A0F6AIX6;Q8BVA5-2,0.030542205,0.02329447,0.041440883,0.04062384,0.027188031,0.020866702,0.03544446,0.030915422,0.045381693,0.043213531,0.026716599,0.028938381,0.037070051,0.028367141,0.040169928,0.032561187,0.054331467,0.020368726,0.032585608,0.023576374,0.033406897,0.041876214,0.026458055,0.020166456,0.049169606,0.029605181,0.038722717,0.034672543,0.030626617,0.031699018,unknown
P59764,0.001835774,0.01753379,0.041385863,0.022367721,0.041396839,0.098789699,0.001782795,0.019515731,0.020584084,0.03511112,0.038810108,0.071199124,0.009337293,0.016181153,0.007382976,0.018146447,0.076990913,0.053417637,0,0.021868302,0.018078211,0.020765192,0.018066686,0.12345511,0.004861005,0.012114827,0.026835045,0.030255969,0.037919205,0.094011382,unknown
P49769,0.002118729,0.02328373,0.042769482,0.063451912,0.064172718,0.026696811,0,0.020958356,0.035901332,0.058174334,0.048626905,0.022351981,0,0.021875109,0.046567459,0.059064094,0.04760318,0.03353097,0,0.010275233,0.031148612,0.047842116,0.057986384,0.026554849,0,0.01882493,0.03067074,0.084261308,0.05543907,0.019849654,unknown
Q9D3D9;Q4FK74,0.00594658,0.04939735,0.120534098,0.030199709,0.00074522,0.000180514,0.00369688,0.071308544,0.12735107,0.017238871,0.00252894,0,0.004093281,0.112820118,0.17737365,0.025142954,0.000401977,5.34E-05,0.00628426,0.055525725,0.056159404,0.009848068,0.000135703,0.008245565,0.011355378,0.041227122,0.048304607,0.013212901,0.0005079,0.000180204,unknown
Q9Z138;E9PUN5,0,0.009959816,0.024423963,0.041434444,0.037606396,0.021060464,0.002209571,0.029804182,0.042868066,0.051250622,0.05676869,0.042160905,0,0.025009818,0.037989615,0.053449302,0.062508693,0.03948389,0,0.021489172,0.039228871,0.051669681,0.057561317,0.042502768,0,0,0.041949997,0.057289756,0.074717918,0.035602082,Plasma membrane
Q6PB70,0.016182095,0.019550208,0.048422457,0.0741961,0.064884257,0.035604105,0.005784793,0.014990435,0.024012376,0.047047241,0.050370194,0.025598827,0.003628589,0.013843063,0.036510232,0.071604459,0.04898041,0.04931256,0.001732277,0.009712753,0.011250693,0.053629047,0.045402518,0.037331866,0.006650567,0.007362649,0.011201599,0.095631403,0.046720919,0.022851309,unknown
A2AJ15,0.001547207,0.078544875,0.073005078,0.016967239,0.005347908,0.005217931,0.002034981,0.050421458,0.10071122,0.030147518,0.005596269,0.003361741,0.00284727,0.045730524,0.078623606,0.021671772,0.011929889,0.003990229,0,0.064546509,0.116636348,0.036533316,0.00613851,0.002515383,0.000463575,0.05940323,0.107825637,0.049797336,0.011573452,0.006869993,unknown
